filing_id,ticker,filed_at,form_type,text_path,source_path
abbv_10q_20201104_000155115220000032,ABBV,2020-11-04,10-Q,abbv_10q_20201104_000155115220000032.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/ABBV/10-Q/0001551152-20-000032/full-submission.txt
abbv_10k_20210219_000155115221000008,ABBV,2021-02-19,10-K,abbv_10k_20210219_000155115221000008.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/ABBV/10-K/0001551152-21-000008/full-submission.txt
abbv_10q_20210507_000155115221000016,ABBV,2021-05-07,10-Q,abbv_10q_20210507_000155115221000016.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/ABBV/10-Q/0001551152-21-000016/full-submission.txt
abbv_10q_20210802_000155115221000025,ABBV,2021-08-02,10-Q,abbv_10q_20210802_000155115221000025.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/ABBV/10-Q/0001551152-21-000025/full-submission.txt
abbv_10q_20211102_000155115221000031,ABBV,2021-11-02,10-Q,abbv_10q_20211102_000155115221000031.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/ABBV/10-Q/0001551152-21-000031/full-submission.txt
abbv_10k_20220218_000155115222000007,ABBV,2022-02-18,10-K,abbv_10k_20220218_000155115222000007.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/ABBV/10-K/0001551152-22-000007/full-submission.txt
abbv_10q_20220506_000155115222000017,ABBV,2022-05-06,10-Q,abbv_10q_20220506_000155115222000017.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/ABBV/10-Q/0001551152-22-000017/full-submission.txt
abbv_10q_20220804_000155115222000030,ABBV,2022-08-04,10-Q,abbv_10q_20220804_000155115222000030.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/ABBV/10-Q/0001551152-22-000030/full-submission.txt
abbv_10q_20221104_000155115222000045,ABBV,2022-11-04,10-Q,abbv_10q_20221104_000155115222000045.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/ABBV/10-Q/0001551152-22-000045/full-submission.txt
abbv_10k_20230217_000155115223000011,ABBV,2023-02-17,10-K,abbv_10k_20230217_000155115223000011.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/ABBV/10-K/0001551152-23-000011/full-submission.txt
abbv_10q_20230505_000155115223000023,ABBV,2023-05-05,10-Q,abbv_10q_20230505_000155115223000023.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/ABBV/10-Q/0001551152-23-000023/full-submission.txt
abbv_10q_20230807_000155115223000033,ABBV,2023-08-07,10-Q,abbv_10q_20230807_000155115223000033.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/ABBV/10-Q/0001551152-23-000033/full-submission.txt
abbv_10q_20231106_000155115223000045,ABBV,2023-11-06,10-Q,abbv_10q_20231106_000155115223000045.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/ABBV/10-Q/0001551152-23-000045/full-submission.txt
amgn_10q_20180425_000031815418000008,AMGN,2018-04-25,10-Q,amgn_10q_20180425_000031815418000008.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-Q/0000318154-18-000008/full-submission.txt
amgn_10q_20180727_000031815418000015,AMGN,2018-07-27,10-Q,amgn_10q_20180727_000031815418000015.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-Q/0000318154-18-000015/full-submission.txt
amgn_10q_20181031_000031815418000022,AMGN,2018-10-31,10-Q,amgn_10q_20181031_000031815418000022.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-Q/0000318154-18-000022/full-submission.txt
amgn_10k_20190213_000031815419000008,AMGN,2019-02-13,10-K,amgn_10k_20190213_000031815419000008.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-K/0000318154-19-000008/full-submission.txt
amgn_10q_20190501_000031815419000018,AMGN,2019-05-01,10-Q,amgn_10q_20190501_000031815419000018.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-Q/0000318154-19-000018/full-submission.txt
amgn_10q_20190731_000031815419000037,AMGN,2019-07-31,10-Q,amgn_10q_20190731_000031815419000037.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-Q/0000318154-19-000037/full-submission.txt
amgn_10q_20191030_000031815419000046,AMGN,2019-10-30,10-Q,amgn_10q_20191030_000031815419000046.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-Q/0000318154-19-000046/full-submission.txt
amgn_10k_20200212_000031815420000017,AMGN,2020-02-12,10-K,amgn_10k_20200212_000031815420000017.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-K/0000318154-20-000017/full-submission.txt
amgn_10q_20200501_000031815420000031,AMGN,2020-05-01,10-Q,amgn_10q_20200501_000031815420000031.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-Q/0000318154-20-000031/full-submission.txt
amgn_10q_20200729_000031815420000048,AMGN,2020-07-29,10-Q,amgn_10q_20200729_000031815420000048.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-Q/0000318154-20-000048/full-submission.txt
amgn_10q_20201029_000031815420000060,AMGN,2020-10-29,10-Q,amgn_10q_20201029_000031815420000060.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-Q/0000318154-20-000060/full-submission.txt
amgn_10k_20210209_000031815421000010,AMGN,2021-02-09,10-K,amgn_10k_20210209_000031815421000010.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-K/0000318154-21-000010/full-submission.txt
amgn_10q_20210428_000031815421000019,AMGN,2021-04-28,10-Q,amgn_10q_20210428_000031815421000019.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-Q/0000318154-21-000019/full-submission.txt
amgn_10q_20210804_000031815421000034,AMGN,2021-08-04,10-Q,amgn_10q_20210804_000031815421000034.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-Q/0000318154-21-000034/full-submission.txt
amgn_10q_20211103_000031815421000045,AMGN,2021-11-03,10-Q,amgn_10q_20211103_000031815421000045.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-Q/0000318154-21-000045/full-submission.txt
amgn_10k_20220216_000031815422000010,AMGN,2022-02-16,10-K,amgn_10k_20220216_000031815422000010.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-K/0000318154-22-000010/full-submission.txt
amgn_10q_20220428_000031815422000021,AMGN,2022-04-28,10-Q,amgn_10q_20220428_000031815422000021.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-Q/0000318154-22-000021/full-submission.txt
amgn_10q_20220805_000031815422000041,AMGN,2022-08-05,10-Q,amgn_10q_20220805_000031815422000041.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-Q/0000318154-22-000041/full-submission.txt
amgn_10q_20221104_000031815422000055,AMGN,2022-11-04,10-Q,amgn_10q_20221104_000031815422000055.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-Q/0000318154-22-000055/full-submission.txt
amgn_10k_20230209_000031815423000017,AMGN,2023-02-09,10-K,amgn_10k_20230209_000031815423000017.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-K/0000318154-23-000017/full-submission.txt
amgn_10q_20230428_000031815423000029,AMGN,2023-04-28,10-Q,amgn_10q_20230428_000031815423000029.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-Q/0000318154-23-000029/full-submission.txt
amgn_10q_20230804_000031815423000053,AMGN,2023-08-04,10-Q,amgn_10q_20230804_000031815423000053.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-Q/0000318154-23-000053/full-submission.txt
amgn_10q_20231031_000031815423000064,AMGN,2023-10-31,10-Q,amgn_10q_20231031_000031815423000064.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/AMGN/10-Q/0000318154-23-000064/full-submission.txt
biib_10q_20180424_000087504518000010,BIIB,2018-04-24,10-Q,biib_10q_20180424_000087504518000010.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-Q/0000875045-18-000010/full-submission.txt
biib_10q_20180724_000087504518000019,BIIB,2018-07-24,10-Q,biib_10q_20180724_000087504518000019.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-Q/0000875045-18-000019/full-submission.txt
biib_10q_20181023_000087504518000032,BIIB,2018-10-23,10-Q,biib_10q_20181023_000087504518000032.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-Q/0000875045-18-000032/full-submission.txt
biib_10k_20190206_000087504519000006,BIIB,2019-02-06,10-K,biib_10k_20190206_000087504519000006.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-K/0000875045-19-000006/full-submission.txt
biib_10q_20190424_000087504519000017,BIIB,2019-04-24,10-Q,biib_10q_20190424_000087504519000017.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-Q/0000875045-19-000017/full-submission.txt
biib_10q_20190724_000087504519000029,BIIB,2019-07-24,10-Q,biib_10q_20190724_000087504519000029.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-Q/0000875045-19-000029/full-submission.txt
biib_10q_20191022_000087504519000041,BIIB,2019-10-22,10-Q,biib_10q_20191022_000087504519000041.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-Q/0000875045-19-000041/full-submission.txt
biib_10k_20200206_000087504520000005,BIIB,2020-02-06,10-K,biib_10k_20200206_000087504520000005.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-K/0000875045-20-000005/full-submission.txt
biib_10q_20200423_000087504520000011,BIIB,2020-04-23,10-Q,biib_10q_20200423_000087504520000011.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-Q/0000875045-20-000011/full-submission.txt
biib_10q_20200722_000087504520000022,BIIB,2020-07-22,10-Q,biib_10q_20200722_000087504520000022.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-Q/0000875045-20-000022/full-submission.txt
biib_10q_20201021_000087504520000036,BIIB,2020-10-21,10-Q,biib_10q_20201021_000087504520000036.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-Q/0000875045-20-000036/full-submission.txt
biib_10k_20210203_000087504521000010,BIIB,2021-02-03,10-K,biib_10k_20210203_000087504521000010.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-K/0000875045-21-000010/full-submission.txt
biib_10q_20210422_000087504521000028,BIIB,2021-04-22,10-Q,biib_10q_20210422_000087504521000028.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-Q/0000875045-21-000028/full-submission.txt
biib_10q_20210722_000087504521000044,BIIB,2021-07-22,10-Q,biib_10q_20210722_000087504521000044.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-Q/0000875045-21-000044/full-submission.txt
biib_10q_20211020_000087504521000052,BIIB,2021-10-20,10-Q,biib_10q_20211020_000087504521000052.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-Q/0000875045-21-000052/full-submission.txt
biib_10k_20220203_000087504522000007,BIIB,2022-02-03,10-K,biib_10k_20220203_000087504522000007.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-K/0000875045-22-000007/full-submission.txt
biib_10q_20220503_000087504522000016,BIIB,2022-05-03,10-Q,biib_10q_20220503_000087504522000016.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-Q/0000875045-22-000016/full-submission.txt
biib_10q_20220720_000087504522000025,BIIB,2022-07-20,10-Q,biib_10q_20220720_000087504522000025.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-Q/0000875045-22-000025/full-submission.txt
biib_10q_20221025_000087504522000031,BIIB,2022-10-25,10-Q,biib_10q_20221025_000087504522000031.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-Q/0000875045-22-000031/full-submission.txt
biib_10k_20230215_000087504523000009,BIIB,2023-02-15,10-K,biib_10k_20230215_000087504523000009.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-K/0000875045-23-000009/full-submission.txt
biib_10q_20230425_000087504523000016,BIIB,2023-04-25,10-Q,biib_10q_20230425_000087504523000016.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-Q/0000875045-23-000016/full-submission.txt
biib_10q_20230725_000087504523000030,BIIB,2023-07-25,10-Q,biib_10q_20230725_000087504523000030.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-Q/0000875045-23-000030/full-submission.txt
biib_10q_20231108_000087504523000038,BIIB,2023-11-08,10-Q,biib_10q_20231108_000087504523000038.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BIIB/10-Q/0000875045-23-000038/full-submission.txt
bmy_10q_20180426_000001427218000117,BMY,2018-04-26,10-Q,bmy_10q_20180426_000001427218000117.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BMY/10-Q/0000014272-18-000117/full-submission.txt
bmy_10q_20180726_000001427218000160,BMY,2018-07-26,10-Q,bmy_10q_20180726_000001427218000160.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BMY/10-Q/0000014272-18-000160/full-submission.txt
bmy_10q_20181025_000001427218000197,BMY,2018-10-25,10-Q,bmy_10q_20181025_000001427218000197.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BMY/10-Q/0000014272-18-000197/full-submission.txt
bmy_10k_20190225_000001427219000047,BMY,2019-02-25,10-K,bmy_10k_20190225_000001427219000047.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BMY/10-K/0000014272-19-000047/full-submission.txt
bmy_10q_20190425_000001427219000107,BMY,2019-04-25,10-Q,bmy_10q_20190425_000001427219000107.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BMY/10-Q/0000014272-19-000107/full-submission.txt
bmy_10q_20190725_000001427219000160,BMY,2019-07-25,10-Q,bmy_10q_20190725_000001427219000160.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BMY/10-Q/0000014272-19-000160/full-submission.txt
bmy_10q_20191031_000001427219000194,BMY,2019-10-31,10-Q,bmy_10q_20191031_000001427219000194.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BMY/10-Q/0000014272-19-000194/full-submission.txt
bmy_10k_20200224_000001427220000082,BMY,2020-02-24,10-K,bmy_10k_20200224_000001427220000082.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BMY/10-K/0000014272-20-000082/full-submission.txt
bmy_10q_20200507_000001427220000168,BMY,2020-05-07,10-Q,bmy_10q_20200507_000001427220000168.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BMY/10-Q/0000014272-20-000168/full-submission.txt
bmy_10q_20200806_000001427220000229,BMY,2020-08-06,10-Q,bmy_10q_20200806_000001427220000229.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BMY/10-Q/0000014272-20-000229/full-submission.txt
bmy_10q_20201105_000001427220000279,BMY,2020-11-05,10-Q,bmy_10q_20201105_000001427220000279.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BMY/10-Q/0000014272-20-000279/full-submission.txt
bmy_10k_20210210_000001427221000066,BMY,2021-02-10,10-K,bmy_10k_20210210_000001427221000066.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BMY/10-K/0000014272-21-000066/full-submission.txt
bmy_10q_20210429_000001427221000126,BMY,2021-04-29,10-Q,bmy_10q_20210429_000001427221000126.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BMY/10-Q/0000014272-21-000126/full-submission.txt
bmy_10q_20210728_000001427221000186,BMY,2021-07-28,10-Q,bmy_10q_20210728_000001427221000186.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BMY/10-Q/0000014272-21-000186/full-submission.txt
bmy_10q_20211027_000001427221000224,BMY,2021-10-27,10-Q,bmy_10q_20211027_000001427221000224.txt,/Users/aj5/Main drive/UT Austin MSIS/Deep Learning/Project /sec_filings/raw_downloads/sec-edgar-filings/BMY/10-Q/0000014272-21-000224/full-submission.txt
