days_bucket,mean_action,buy_ratio,hold_ratio,sell_ratio,n
event_0_5d,1.537037037037037,0.5370370370370371,0.46296296296296297,0.0,54
near_6_20d,1.4864864864864864,0.4864864864864865,0.5135135135135135,0.0,111
far_21_90d,1.6520450503852993,0.6520450503852994,0.34795494961470064,0.0,1687
no_event_90p,1.6131725417439704,0.6131725417439703,0.3868274582560297,0.0,2156
