date,ticker,open,high,low,close,volume,rsi,macd,macd_signal,macd_diff,bb_upper,bb_middle,bb_lower,bb_pct,bb_width,log_return,volume_sma20,volume_ratio,sent_pos,sent_neg,sent_neu,sent_net,n_filings,days_to_event,is_event_window,hist_1d_ret,hist_5d_ret,evt_ADCOM,evt_APPROVAL,evt_CRL,ta_Bone_Disease,ta_Cardiology,ta_Dermatology,ta_Immunology,ta_Infectious_Disease,ta_Neurology,ta_Oncology,ta_Psychiatry,ct_phase2_events_last_5d,ct_phase3_events_last_5d,ct_results_posted_last_5d,ct_terminated_last_20d,ct_events_last_20d,ct_confound_flag_5d
2018-02-22,AMGN,143.13796643093713,145.21630149710248,142.7458290939718,143.09091186523438,3868200,52.642237983494226,-0.1816069527125421,-0.6853965548691154,0.5037896021565733,153.58966471234763,142.563973236084,131.53828175982036,0.5238959447706651,15.467710706975367,0.0001096348795903,4899890.0,0.7894462936923073,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,90,0,0.7300000000000001,0.7150000000000001,0,1,0,1,0,0,0,0,0,0,0,40.0,23.0,9.0,0.0,71.0,1.0
2018-02-22,BIIB,287.70001220703125,291.9100036621094,283.9700012207031,284.80999755859375,2484700,24.23095636151409,-14.30616861919981,-9.874094466501624,-4.432074152698185,375.064100369114,323.31499938964845,271.5658984101829,0.1279645336608476,32.0115683325284,-0.0045089427382085,1921715.0,1.292959674041156,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,90,0,0.0,-24.42,1,0,0,0,0,0,0,0,1,0,0,1.0,2.0,0.0,0.0,10.0,1.0
2018-02-22,BMY,50.10518804594019,50.10518804594019,49.25265246697614,49.31248092651367,6528400,58.059835068076346,0.9464531485411172,0.6842698452459335,0.2621833032951837,51.40097458133096,48.05088138580322,44.70078819027549,0.688293200677916,13.943940668349647,-0.0088684506256747,10342430.0,0.6312249635723907,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,53,0,-2.5166666666666666,-8.68,0,1,0,0,0,0,0,0,0,1,0,218.0,77.0,13.0,4.0,358.0,1.0
2018-02-22,GILD,59.424294103345886,59.718724351777055,58.28335723503559,58.44529724121094,8382200,46.615152061251976,0.1926408842904123,0.4404678237101369,-0.2478269394197245,64.22290525458385,60.242813682556154,56.26272211052845,0.2741865471163708,13.213498270517103,-0.0159869610798355,10758560.0,0.779119138620782,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,90,0,0.42,-0.415,0,1,0,0,0,0,1,0,0,0,0,11.0,8.0,0.0,0.0,19.0,1.0
2018-02-22,JNJ,103.50084179273962,104.23274479401891,103.00759357734178,103.34968566894533,5732200,37.61878777868388,-2.379779052518458,-2.4442080160053874,0.0644289634869292,116.0609167957675,106.85127868652344,97.6416405772794,0.3098951893634424,17.23823658912491,0.0,9780465.0,0.5860866533441917,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,90,0,0.3,0.43,0,1,0,0,0,0,0,0,0,0,1,12.0,18.0,0.0,0.0,85.0,1.0
2018-02-22,MRK,40.39495544239209,40.74267883548293,40.26178742427002,40.37276077270508,11334958,36.01022573131086,-0.7671500917693521,-0.639692038685292,-0.1274580530840601,46.11970187263693,42.2534273147583,38.387152756879665,0.2567856972003156,18.300406871507057,0.0003665545357627,14882218.35,0.7616443821360812,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,90,0,-0.825,-1.8074999999999997,0,1,0,0,0,0,0,0,0,1,0,245.0,60.0,11.0,3.0,416.0,1.0
2018-02-22,PFE,23.674975837210372,23.859782502982927,23.503371543095177,23.58917236328125,23983454,49.01126589181644,-0.1300989286254932,-0.1985355507435024,0.0684366221180091,25.458886915539004,23.720683288574214,21.982479661609432,0.4621704490622282,14.655594915362698,-0.0005592172251834,34205024.7,0.7011675685180838,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,90,0,-1.73,-5.92,1,0,0,0,1,0,0,0,0,0,0,3.0,11.0,3.0,2.0,39.0,1.0
2018-02-23,ABBV,84.0350275951271,84.67374906786964,82.956287648919,84.27632141113281,4685700,63.36209352954646,2.267208199100864,2.152739572699746,0.1144686264011181,87.24561830274739,81.67919273376465,76.11276716478191,0.7332851347047461,13.629972047169073,0.0101226557118334,9040070.0,0.5183256324342621,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,90,0,-0.1866666666666666,-0.1933333333333334,0,1,0,0,0,1,0,0,0,0,0,27.0,36.0,0.0,0.0,65.0,1.0
2018-02-23,AMGN,144.0163686221828,146.49466760727964,143.34189189385765,146.4005584716797,4163400,59.36867301354766,0.1943806539102297,-0.5094411131132464,0.7038217670234761,153.37973758214906,142.48617630004884,131.59261501794862,0.6796649447441386,15.290692142879111,0.0231296772331872,4984545.0,0.8352617942058904,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,90,0,0.7300000000000001,0.7150000000000001,0,1,0,1,0,0,0,0,0,0,0,40.0,23.0,9.0,0.0,71.0,1.0
2018-02-23,BIIB,287.5899963378906,294.239990234375,285.6000061035156,292.7799987792969,2541500,32.39970234215926,-14.13351281031953,-10.725978135265208,-3.4075346750543236,371.6688430277696,320.26699981689455,268.86515660601947,0.2326263094804521,32.09936911405979,0.0279835725185997,1955640.0,1.299574563825653,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,90,0,0.0,-24.42,1,0,0,0,0,0,0,0,1,0,0,1.0,2.0,0.0,0.0,10.0,1.0
2018-02-23,BMY,49.48448375261666,50.875464144482464,49.48448375261666,50.815635681152344,5240800,64.61757942771246,1.0212829543638478,0.7516724670695164,0.2696104872943313,51.76364542748754,48.21652755737305,44.66940968725856,0.8663690098484667,14.713286293351423,0.0304822374862603,10295310.0,0.5090473234900164,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,52,0,-2.5166666666666666,-8.68,0,1,0,0,0,0,0,0,0,1,0,218.0,77.0,13.0,4.0,358.0,1.0
2018-02-23,GILD,58.75443676265965,59.57885584058062,58.364311732823246,59.5567741394043,5626000,51.38712379004791,0.187593000501586,0.3898928590684267,-0.2022998585668407,64.21858014576424,60.23250865936279,56.24643717296136,0.4152380329525221,13.23561503620629,0.0190173880647086,10804460.0,0.5207108916132782,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,90,0,0.42,-0.415,0,1,0,0,0,0,1,0,0,0,0,11.0,8.0,0.0,0.0,19.0,1.0
2018-02-23,JNJ,103.4928677482136,105.07601311772623,103.43718568368249,105.02828216552734,5126800,43.52879484879967,-2.1867861888479467,-2.3927236505738994,0.2059374617259526,114.82223883239216,106.35883560180665,97.89543237122112,0.4213937112513514,15.914809865484772,0.0162419119682568,9639865.0,0.5318331740122917,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,90,0,0.3,0.43,0,1,0,0,0,0,0,0,0,0,1,12.0,18.0,0.0,0.0,85.0,1.0
2018-02-23,MRK,40.55772301208443,40.69089400330757,40.37276543817775,40.5947151184082,9499177,38.34379224823167,-0.7600639656721881,-0.6637664240826713,-0.0962975415895168,45.66960746752438,42.01557025909424,38.3615330506641,0.3055773573668028,17.393728971888585,0.0054976261582087,14864496.7,0.6390513713121548,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,90,0,-0.825,-1.8074999999999997,0,1,0,0,0,0,0,0,0,1,0,245.0,60.0,11.0,3.0,416.0,1.0
2018-02-23,PFE,23.714581562725822,23.958789653202928,23.64858030850675,23.932390213012695,17940029,53.55975707492149,-0.0876274667599901,-0.1763539339467999,0.0887264671868098,25.41754438918401,23.699950313568117,21.982356237952224,0.5676643866977797,14.494495160460968,0.0145498046495982,34152614.55,0.5252900615774379,3.0,3.0,-3.0,-3.0,3.0,90,0,-1.73,-5.92,1,0,0,0,1,0,0,0,0,0,0,3.0,11.0,3.0,2.0,41.0,1.0
2018-02-26,ABBV,84.64536660967912,86.38412356034856,84.48213970245898,86.25637817382812,4473500,67.10126493080287,2.4359534277188573,2.209382343703568,0.2265710840152892,86.96036028358242,81.61993293762207,76.27950559166172,0.9340893467742049,13.086086091351644,0.0234948171626503,8283020.0,0.5400807917885022,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,90,0,-0.1866666666666666,-0.1933333333333334,0,1,0,0,0,1,0,0,0,0,0,27.0,36.0,0.0,0.0,65.0,1.0
2018-02-26,AMGN,147.02017481697214,149.30240563127342,146.682930394434,147.8358154296875,4943600,61.89619448417976,0.601236106986704,-0.2873056690932563,0.8885417760799603,152.43868738006944,142.2493469238281,132.0600064675868,0.7741329789622193,14.326027748580849,0.009803630348073,5035710.0,0.981708636915152,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,90,0,0.7300000000000001,0.7150000000000001,0,1,0,1,0,0,0,0,0,0,0,40.0,23.0,9.0,0.0,71.0,1.0
2018-02-26,BIIB,294.0,296.1000061035156,288.79998779296875,290.010009765625,1448300,31.14301126767569,-14.058143276699752,-11.392411163552117,-2.6657321131476372,364.4406106834143,316.3720001220703,268.30338956072626,0.2257878889301081,30.387398722261793,-0.0094609912740656,1916420.0,0.7557320420367143,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,90,0,0.0,-24.42,1,0,0,0,0,0,0,0,1,0,0,1.0,2.0,0.0,0.0,10.0,1.0
2018-02-26,BMY,50.84554905676798,51.496170747027385,50.76328634746312,51.32416534423828,4229400,66.52456686853236,1.1088382117718325,0.8231056160099797,0.2857325957618528,52.17511613118436,48.380303955078126,44.58549177897189,0.8878797227035332,15.687425939406156,0.0100073462876024,10170415.0,0.4158532370606312,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,49,0,-2.5166666666666666,-8.68,0,1,0,0,0,0,0,0,0,1,0,218.0,77.0,13.0,4.0,358.0,1.0
2018-02-26,GILD,59.814422725845176,60.30759959822147,59.03416679747804,60.20454788208008,6394400,53.96957665880654,0.2331745524987027,0.3585491977544819,-0.1253746452557791,63.89038529547368,60.09743709564209,56.30448889581051,0.514119727029589,12.622662073909394,0.0108765753692356,10393320.0,0.6152413280838077,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,90,0,0.42,-0.415,0,1,0,0,0,0,1,0,0,0,0,11.0,8.0,0.0,0.0,19.0,1.0
2018-02-26,JNJ,105.45263580760336,106.81372570145231,104.88417422077006,105.7408676147461,6684400,45.873144103320946,-1.95381589015021,-2.3049420984891613,0.3511262083389512,113.1853593837647,105.86502647399902,98.54469356423334,0.491519589287579,13.829558549373417,0.0067847006018406,9570805.0,0.6984156505121565,-0.44273818305001283,-0.4401630567492643,0.4457580307390465,0.383491227351393,-0.12673780549554947,90,0,0.3,0.43,0,1,0,0,0,0,0,0,0,0,1,12.0,18.0,0.0,0.0,85.0,1.0
2018-02-26,MRK,40.69089497024334,41.57129943161846,40.69089497024334,41.475120544433594,12725026,46.65405508707443,-0.6756186879852493,-0.6661368768631869,-0.0094818111220623,44.98778163544583,41.794359588623045,38.60093754180026,0.450016152029283,15.281593393248558,0.021687685785142,14947734.1,0.8513013353642677,3.0,3.0,-3.0,-3.0,3.0,90,0,-0.825,-1.8074999999999997,0,1,0,0,0,0,0,0,0,1,0,245.0,60.0,11.0,3.0,416.0,1.0
2018-02-26,PFE,23.952185723276116,24.559404589396653,23.89938419812403,24.48020362854004,25407302,59.73394310749771,-0.0096532858060882,-0.1430138043186576,0.1333605185125693,25.19927757835639,23.648405265808105,22.09753295325982,0.76817113053143,13.116083686121572,0.0228900419327728,32850908.7,0.773412456624069,3.0,3.0,-3.0,-3.0,-0.12673780549554947,90,0,-1.73,-5.92,1,0,0,0,1,0,0,0,0,0,0,3.0,11.0,3.0,2.0,41.0,1.0
