date,ppo_phase5_fda,buy_hold_equal,equal_weight_monthly,momentum_20d,xph
2023-02-21,1091276.7345486449,1125271.6058385184,1131090.3720550742,986568.207982704,915653.6577916642
2023-02-22,1082484.0983792113,1120493.3943354604,1126005.4954600292,975607.9108502865,919359.7033639917
2023-02-23,1076632.445459442,1123018.049329188,1128086.1625905263,985544.2498250722,925682.2292301294
2023-02-24,1078938.614713745,1110665.404597004,1115531.4301560374,984499.0987862839,907587.2734343105
2023-02-27,1064649.8548451231,1108858.3971668999,1112972.6727203007,987185.7572741414,897122.5642337948
2023-02-28,1059675.198923187,1096912.3392091203,1101685.6205160385,971888.0950183605,900174.8360111626
2023-03-01,1044200.7396069334,1100460.1645768003,1104668.5448440071,978089.2476120964,930478.53263796
2023-03-02,1044138.2321339415,1098217.4615389642,1102857.3282595943,971510.2584379765,926772.4004960093
2023-03-03,1045767.8785954283,1105687.3608415993,1110972.0703209413,975230.076496234,939853.0705725957
2023-03-06,1053325.637975769,1112477.1950554356,1116436.7212363086,992045.6184104442,924374.2487920941
2023-03-07,1066708.747739868,1097809.6093458128,1100898.8649126543,985297.8235404696,908895.2538723458
2023-03-08,1054607.535429077,1085457.1149481568,1089622.0862308496,961332.4733371435,906715.0844798327
2023-03-09,1043786.699256523,1071857.7764694404,1075606.6044393138,951084.6075076162,887311.8885371084
2023-03-10,1031673.4986187057,1073671.8776738993,1077261.133284628,959098.7672983281,863548.7000878509
2023-03-13,1035086.2260204391,1079416.3410991428,1084351.542520143,957545.8701196924,879463.4864911566
2023-03-14,1038283.8617473678,1088601.385889882,1092637.6942011386,956588.3242495727,895378.5326033321
2023-03-15,1045122.065650566,1095509.032028922,1099716.3030939808,956936.2060404166,894724.4125298796
2023-03-16,1052391.667869194,1097036.411952871,1101322.4725393835,964638.3790076148,901482.7298795746
2023-03-17,1051795.8284221725,1079024.0578638953,1084278.404436326,945778.8018066927,885567.8569066457
2023-03-20,1029836.4058910445,1097251.0396697023,1102527.1429529754,956473.377817587,895515.5723169737
2023-03-21,1048789.9935680465,1095079.8047368736,1100235.0512569072,960455.7059116325,896390.1852209031
2023-03-22,1045091.4502483443,1079219.0937564722,1083995.941057585,941463.4329026011,875182.7917595414
2023-03-23,1029682.6536022262,1086041.1143989475,1090942.2675590839,951449.6764489878,869498.3705865508
2023-03-24,1035016.6478954391,1100306.6412950216,1105114.6221232365,968114.0451985545,877150.5192965422
2023-03-27,1046463.3888469771,1102841.2487590502,1106741.6899785586,962432.7287794796,892892.0798836781
2023-03-28,1050217.7504345016,1103444.1233118568,1107253.8335393814,965885.714578473,886114.457507993
2023-03-29,1048194.0152050094,1107819.3773212759,1112397.012734217,969445.3723120787,892673.4050152899
2023-03-30,1052550.8628612594,1110997.3190320483,1115347.9858535014,970547.9704335254,888519.3616425236
2023-03-31,1056716.8482891158,1122065.365568627,1126603.8182099117,979676.7245066257,896608.6869500448
2023-04-03,1065729.1429210738,1132410.163018438,1136777.2487454168,983562.5946242904,902730.4578598118
2023-04-04,1080085.2404552535,1128953.1782855026,1133320.5859235416,981333.1555429342,892673.4050152899
2023-04-05,1080040.86260186,1154521.3770559144,1159268.2928394608,1000857.9992036261,895952.8354841267
2023-04-06,1109019.3353038863,1159550.5517939287,1163888.0922080295,1002497.8201804848,910601.108298945
2023-04-10,1108600.3571544723,1153886.5427443255,1158367.2393883565,993493.4437897681,909726.668534262
2023-04-11,1105458.3773876266,1153971.7075953372,1158577.0616386756,994400.6705509711,909726.668534262
2023-04-12,1105629.8872295455,1155478.58187631,1159004.7016553446,993603.8354760522,904698.0122575661
2023-04-13,1104178.6218181686,1168368.3065773202,1171351.530861335,1005135.1849333567,919346.4582116308
2023-04-14,1116632.9453197555,1163361.1017791382,1166213.164797733,1001324.169756005,906447.2380654252
2023-04-17,1112492.869041069,1164741.6295501236,1167613.96363144,1004828.4337801586,924593.7027870917
2023-04-18,1111335.2518077926,1157113.3994755473,1158750.5470542016,996751.2169812567,916941.467507477
2023-04-19,1100588.7441936568,1157032.2973775708,1158670.0112127522,993607.7414856544,922844.5635488561
2023-04-20,1100250.5994945602,1155265.8448771737,1156495.3863192082,993741.3629388856,920439.6594143254
2023-04-21,1099147.4384990768,1165689.6973982179,1166412.7311061448,1008821.2677743809,930715.213987989
2023-04-24,1107538.9077220992,1168529.8649222725,1168691.3322192414,1009889.6516394067,925905.4057189279
2023-04-25,1109835.4513774947,1162275.0600614445,1161851.4296959103,995092.6797196498,909508.0802354971
2023-04-26,1108545.4707714156,1141806.879437313,1141943.558399545,973309.1401697196,902074.4332546473
2023-04-27,1084417.484489067,1135215.4067489281,1136003.5206588504,984756.2425603024,911038.631174968
2023-04-28,1090833.3248821334,1139632.6161941695,1140590.8292413668,998795.2015545763,919783.7213787839
2023-05-01,1089592.8224102096,1149348.2462949746,1150033.4465574191,1008629.3392662377,927435.6969495289
2023-05-02,1090640.7096324996,1145623.0481359994,1145731.1019244387,1014069.7006204757,916941.467507477
2023-05-03,1091291.596397026,1133004.7104933872,1131758.8503956732,1012471.5924748759,923281.9132856324
2023-05-04,1078792.3751293258,1130145.0403639944,1128960.497485378,1011300.6256676349,914973.7399704763
2023-05-05,1074473.5128856734,1142327.0521965218,1141219.2410239084,1019196.6416953771,928091.7215546934
2023-05-08,1083896.5628887252,1138555.8241416481,1137541.5566309309,1016315.7523075128,928091.7215546934
2023-05-09,1081758.2729869918,1134174.1585287764,1133207.938079411,1011639.6887560167,926123.9940176927
2023-05-10,1077046.8333355025,1133826.2026197244,1132549.623179254,1012472.171562799,926561.5168937157
2023-05-11,1076403.4249187545,1132077.742765305,1130486.2630827064,1006606.0617607224,918471.9318773246
2023-05-12,1073108.6358562545,1128004.0360985745,1126340.5363884144,1003294.7365502809,907758.7678580148
2023-05-15,1069988.921622856,1126897.254264011,1125080.3529716674,1003675.3791724214,909508.0802354971
2023-05-16,1066418.2192607955,1114709.6775358366,1113004.2844980482,995569.888828766,892892.0798836781
2023-05-17,1059926.8035961227,1110404.0980352026,1108921.8004778489,987708.5570015255,890924.3523466774
2023-05-18,1055333.2093425826,1104481.247902889,1102964.8967629245,983147.9826476155,886551.7206751461
2023-05-19,1049343.1795726852,1112170.8914381403,1110152.6352541554,991907.6997203671,889612.3897059715
2023-05-22,1056035.1972728805,1113256.265039402,1114438.9661829507,984039.8043955899,896390.1852209031
2023-05-23,1061039.864554985,1110699.0979655108,1113947.858669776,971138.7681350827,889175.2996780649
2023-05-24,1061977.9828716354,1103446.7475944255,1105170.7869692796,955263.8065068237,881741.8258364616
2023-05-25,1056660.2339702682,1086235.79010261,1087465.774269531,939721.0879097446,867967.9927863264
2023-05-26,1040082.500114067,1080433.2986713308,1081890.1335074892,943300.5400973224,865344.4137834077
2023-05-30,1033927.216834648,1074099.6027501903,1075738.8262971148,942357.2395572251,854850.0977717325
2023-05-31,1025763.9547954635,1083265.994204226,1085891.8942738436,942357.2395572251,862502.246481724
2023-06-01,1037722.8320842818,1077891.1021456306,1079928.464025627,942357.2395572251,865344.4137834077
2023-06-02,1031411.9605785445,1092761.9096061816,1095091.6366886909,942357.2395572251,884146.8165406155
2023-06-05,1047553.7961650924,1099011.1776694446,1101636.993956903,948531.9034787382,886770.3089739111
2023-06-06,1054983.6161113814,1086215.8457689788,1090105.248600627,941660.185843393,892236.2284177601
2023-06-07,1041131.148475273,1088099.939209182,1093046.7872028684,954421.8520258309,896390.1852209031
2023-06-08,1039929.4337688521,1100178.1445663439,1104401.3267137203,959330.2534788118,897264.6249855862
2023-06-09,1052809.1418834762,1098149.2625227203,1101957.3635652154,955188.4691617505,886114.457507993
2023-06-12,1050659.5297161178,1099301.924053216,1104269.757264426,965291.4213920534,892892.0798836781
2023-06-13,1050646.9753643111,1100852.7964662102,1107127.0260659365,960360.7232939599,905354.0368627307
2023-06-14,1059047.6109539107,1093280.5561907543,1099057.2982841176,955074.8829133911,903823.6590625064
2023-06-15,1055246.9593425826,1102229.6060991038,1108758.9574532462,966793.8956344231,913880.7119070283
2023-06-16,1069493.3773113326,1109304.4107614944,1116452.0638562683,971364.3309279444,914755.1516717114
2023-06-20,1072013.4699779586,1103407.212921521,1109444.3321882973,963839.1490186279,919009.2695289816
2023-06-21,1067456.5405956344,1100927.9341577333,1105824.819105942,957577.9263951519,919009.2695289816
2023-06-22,1066122.7927623824,1108548.3976539625,1112377.9935540818,963255.4292801745,919228.5503847328
2023-06-23,1077923.5616832809,1099453.8456883328,1102796.4857959165,961262.3173557034,905194.4890470381
2023-06-26,1074530.6440960006,1086155.9031640866,1088369.9804400145,950072.327857989,890721.8659978413
2023-06-27,1057501.206275566,1081297.1182065364,1082529.7730264443,947098.8573637125,890283.4774255856
2023-06-28,1052513.6667400436,1077869.3833837693,1079196.0910999246,942165.7192669584,883266.4034719267
2023-06-29,1048458.977470024,1079357.3316381911,1080234.1825222643,947222.2566128116,888309.6900149557
2023-06-30,1051646.8367992477,1090080.0702272735,1090793.883774827,956326.8289534217,898835.3442302558
2023-07-03,1064273.8917919234,1089241.2632940281,1090265.833487144,953512.3013642676,901466.8010688925
2023-07-05,1060016.740195854,1092191.914671659,1093292.5150010304,951939.0643460554,896861.8165284958
2023-07-06,1058711.3754650191,1080151.9401175804,1080999.6860115738,940064.8746571549,892256.7454184759
2023-07-07,1043344.4191286811,1059132.775741566,1061344.9433457984,923185.5988920791,882389.4531881687
2023-07-10,1024434.804840351,1069148.3025286484,1070928.3508613985,927385.9320343311,891818.3568462201
2023-07-11,1036092.1746886023,1068238.5640575988,1071114.4304559238,919357.2667203087,899054.6250860069
2023-07-12,1033366.1523401984,1064388.1324185238,1067898.1681164578,925904.9452563636,895984.8662447379
2023-07-13,1031318.3699534186,1065169.0207995875,1069441.076043145,934028.344406985,895984.8662447379
2023-07-14,1031950.7914698371,1071216.989843958,1075424.1056169446,933084.6773184426,904975.208191287
2023-07-17,1038234.472650791,1065670.046124514,1070050.358068461,928948.2568241082,900589.5045066414
2023-07-18,1031379.5389292487,1072197.6309070908,1077128.8890794164,940064.3988668801,904755.7541962893
2023-07-19,1039768.048975254,1075059.97758938,1080199.574567265,936086.532206104,912430.6707172017
2023-07-20,1041576.2348768958,1096880.9367663362,1102123.4390326445,950498.1394227998,917255.0226829726
2023-07-21,1066043.5658285865,1109726.9537987951,1114981.1295046387,959491.8386547928,928438.4328959028
2023-07-24,1079465.3324282416,1102500.2757254704,1108954.6210316282,948099.3198277366,927342.0286171472
2023-07-25,1070229.3919852027,1092445.5122422911,1099217.07020151,946319.0854656622,923175.6057882528
2023-07-26,1065467.2307188758,1089156.9207304737,1096545.0433062916,947390.15142578,929973.4854557839
2023-07-27,1065358.3695872077,1084423.5166811487,1092369.8051232542,965758.6659636056,922079.2880791205
2023-07-28,1057987.0501387366,1092042.8914316362,1099288.4801695382,971984.6978915664,954532.7681606621
2023-07-31,1062429.4409640082,1087615.3874483132,1093934.8866998297,953308.4685577672,958699.2775591798
2023-08-01,1050336.1420767554,1080346.483135343,1086751.8535916577,950923.638716113,947954.429057752
2023-08-02,1043665.5870688208,1082690.392029295,1088515.6101377849,952295.5029961735,942472.4942335973
2023-08-03,1043568.5896971473,1078978.5553793064,1084335.082881593,953357.5958346685,945761.7936394875
2023-08-04,1042921.0853541144,1087353.2215678222,1092948.1674587154,964892.2863941531,944884.4970772365
2023-08-07,1056830.9719908484,1106796.574682581,1112862.1599516636,991048.9178454055,945103.6047937409
2023-08-08,1080936.1532557257,1110904.3788356862,1116861.9072618976,999906.8420197977,964400.5798087089
2023-08-09,1086802.6483919867,1110730.4376125943,1117061.42159009,1000365.5737107313,955848.6264344155
2023-08-10,1085723.4829104193,1111089.6607994016,1117461.342440615,1003636.6107182769,953875.0987326553
2023-08-11,1084406.2723887214,1119527.1249892856,1125584.341971101,1009110.2333219717,956944.771004301
2023-08-14,1093501.7973959693,1121060.4844021832,1126564.4391902266,1006542.6747416195,953655.731307281
2023-08-15,1095401.4221499213,1120030.9450462088,1124696.912272526,1011724.4820104173,951901.5710308953
2023-08-16,1094635.2301810035,1111506.8423958845,1116331.4036837812,1008133.1481477348,941156.7225294674
2023-08-17,1089754.1366293677,1112455.719615543,1119080.253881323,1009125.574796398,935236.2259938106
2023-08-18,1094323.8585360297,1109554.767182162,1116215.1284073107,1003868.4813131759,939840.9508253374
2023-08-21,1090543.5871508368,1108387.676015881,1115095.204787515,992510.2356526739,942910.8828058532
2023-08-22,1085627.4214728125,1098759.0234289127,1106265.5650409716,976447.8445785445,946200.0956421198
2023-08-23,1075020.4705412635,1104389.7692177799,1109912.0087172978,971334.0655332968,950366.5184710142
2023-08-24,1084559.155937458,1096501.0916800827,1102131.7492275264,963388.0958751765,942253.1268082231
2023-08-25,1075763.3197062262,1103731.7065815874,1109495.2780312526,968863.604035194,948612.2716250053
2023-08-28,1083044.1653349646,1100194.772785345,1106048.6334470722,963037.8433038502,954532.7681606621
2023-08-29,1076761.4032538184,1110076.7179676588,1115432.6483668725,974253.2510762903,963961.8449579601
2023-08-30,1084731.488346363,1106680.614654791,1111483.6713580121,970417.7926405238,963961.8449579601
2023-08-31,1080622.773508335,1095923.6150344086,1100460.7761905992,959960.9236968294,958479.9101338055
2023-09-01,1068088.1464560279,1099855.3281313442,1104468.5532267112,963659.1883738739,967470.5983588478
2023-09-05,1071304.0016291388,1085320.6618911533,1090549.8767746964,945688.4687145907,948612.2716250053
2023-09-06,1057695.5733359107,1070691.2572811653,1074783.9000686842,931450.1973683753,940498.879962214
2023-09-07,1040403.4076426276,1079763.9365738302,1082862.127059787,942874.3660806132,940498.879962214
2023-09-08,1050378.407638813,1089431.813261991,1091798.5578440526,952570.2880811469,942910.8828058532
2023-09-11,1063060.0472586402,1092751.8195400208,1094908.4185553968,948639.4637790213,947735.234771624
2023-09-12,1067677.608274723,1092163.5191726414,1094544.8805285522,946970.5347121522,949270.200761882
2023-09-13,1069252.6855337867,1088703.230099999,1091508.7961953701,936113.1456713236,938305.9848350796
2023-09-14,1064897.0399782904,1097425.205711962,1099379.3596621784,935177.0325256523,940498.879962214
2023-09-15,1074164.4554617652,1086931.1524501755,1089035.4159223898,922286.3916392291,930631.1548837906
2023-09-18,1063365.0810492286,1088614.7872808329,1089773.1140712616,932076.3001186717,922714.6225443227
2023-09-19,1065505.5487940558,1090785.9546351933,1092639.3819744359,931909.7214825712,916337.557815523
2023-09-20,1066814.3820765265,1097056.725389036,1098135.7958118084,940760.7835492766,911279.7275757839
2023-09-21,1072034.7283118018,1090725.362920796,1090925.911195712,935706.1145081866,894567.1155243921
2023-09-22,1062249.2373602637,1085608.1243838035,1085735.1357187387,930012.1536281477,890828.5197737139
2023-09-25,1056850.0942213782,1085505.5779191244,1086219.2701668062,934367.8814246404,887969.9908132316
2023-09-26,1055356.7509367713,1084490.7995479845,1084286.8463541141,935948.7722207734,886650.4966153008
2023-09-27,1053339.1063959845,1077414.2407039583,1077207.9263030556,933472.8271232244,879393.8845140449
2023-09-28,1045477.7250979193,1078488.4183432527,1078077.158922515,933983.4652186803,882032.5266314131
2023-09-29,1047312.5557520636,1071972.7206773187,1073964.959764627,920646.6159051652,874115.9942919454
2023-10-02,1044164.8438551673,1066319.8106708648,1069716.206102168,913948.7721576017,862021.3522244411
2023-10-03,1041698.8115217932,1057452.74817634,1061531.1002910458,902326.8213907671,848827.1028021201
2023-10-04,1033249.0215037116,1064406.4020189673,1066955.744736119,910779.7848086467,845088.7667603119
2023-10-05,1039134.2999651679,1069845.8801499305,1072364.6352372614,909105.6698578015,852345.4654311911
2023-10-06,1045516.4020102271,1074458.4441447663,1076206.5335452694,912838.4171856594,858722.7898688609
2023-10-09,1047492.5196707495,1080585.9240248825,1081863.0486485185,920526.612440678,859382.5369678262
2023-10-10,1054863.418815876,1079642.9345990648,1081176.6417741736,919051.7645517446,863340.586713502
2023-10-11,1054035.5581648597,1088849.2545769606,1089124.7353976946,943484.9193940149,859822.224084431
2023-10-12,1063087.2289374121,1085976.769543758,1085603.0435789754,937113.9086965359,836732.5473042392
2023-10-13,1063495.1973726996,1087055.000763744,1085393.898822132,937223.5179108839,831234.8568086489
2023-10-16,1063023.1444285163,1098709.3461579555,1098885.3757700962,952647.1488818893,843549.558858514
2023-10-17,1075615.1170218238,1099489.9098031393,1098683.0752279896,954451.8282212436,842230.064660583
2023-10-18,1072432.7495062598,1085012.5448630794,1082580.904615433,945634.8072606457,822658.5773702157
2023-10-19,1053266.5379959468,1069765.8753459281,1068043.1074932527,930039.197385953,809464.414517518
2023-10-20,1042047.736734045,1071364.3023468659,1068048.1853500826,922663.106463952,807485.3463598685
2023-10-23,1043531.2393318538,1063374.732679715,1060388.2049240852,911725.7501191315,795830.3048393459
2023-10-24,1038687.1160370235,1065801.2069518599,1061861.4952273304,920302.0018791136,806825.5126912799
2023-10-25,1039718.3492905025,1063175.878163901,1059900.8791128476,915115.9279772056,799129.1269037959
2023-10-26,1040442.30767597,1053484.772764375,1049315.808959451,911638.9375365522,790992.5345819674
2023-10-27,1042333.3929878597,1021683.1818820038,1017475.7588184157,888043.94351255,778018.3451420071
2023-10-30,1014279.4468819026,1031474.6867810074,1027803.7049735197,900471.195202286,780437.1869858846
2023-10-31,1021956.661267889,1029651.7704746866,1026808.4551814854,904111.8580053586,787913.772499878
2023-11-01,1019448.3751083736,1037931.368188092,1034313.5239089045,914268.9367529458,791212.4214250814
2023-11-02,1028364.2427612667,1045989.7049456049,1041693.1585920607,920197.6785317754,801547.8821780502
2023-11-03,1037713.228013647,1057822.2399300523,1055451.0164199022,926952.4318958479,820899.3960556802
2023-11-06,1047673.3492523555,1059724.5004124132,1056633.7291924409,929497.0333021979,813422.6374024403
2023-11-07,1051776.9608436946,1055041.3860398643,1052081.3640807013,923531.487258836,811663.5426575282
2023-11-08,1047382.8848930721,1043551.8760415507,1039679.3203623521,908873.6979037081,805725.9919060866
2023-11-09,1041015.2106644039,1013407.6385668044,1009702.0987429719,883046.8259862068,775599.3301588829
2023-11-10,1013528.2162186031,1015797.4906034694,1011656.150072911,882163.7791602205,775379.2701765224
2023-11-13,1014680.1189133052,1012481.5415230172,1006992.039085131,882163.7791602205,774059.9491178383
2023-11-14,1012904.6186272029,1015799.1586694843,1011002.6301822899,882163.7791602205,795170.6443100037
2023-11-15,1015688.6525398616,1023875.0121681155,1021552.8328300932,882163.7791602205,804186.697434665
2023-11-16,1022571.1818481807,1021899.5138515901,1018581.2326877026,882163.7791602205,795610.4179962318
2023-11-17,1021274.6024490718,1020480.1713364443,1017580.5446250814,879207.8381040898,805506.1916325957
2023-11-20,1020113.0094009761,1021127.115358948,1017278.6389373832,878328.6302659857,811223.5958320535
2023-11-21,1025980.4422241573,1017335.9905706563,1014777.550014704,878328.6302659857,804186.697434665
2023-11-22,1022544.1725975398,1021786.7093045806,1019487.3822156684,876869.0314055214,808804.6674185527
2023-11-24,1024720.1777893428,1025045.5346015,1023306.811939936,885749.9914745355,816061.5392286786
2023-11-27,1028307.335851324,1018146.412465306,1015612.5959421166,878664.0673280243,811223.5958320535
2023-11-28,1021691.2714859371,1013248.9816258361,1010465.5672029398,875185.7159273254,805725.9919060866
2023-11-29,1016780.2078377132,1020513.5359360573,1017841.6430438318,877765.2239711112,808584.867145062
2023-11-30,1024439.5249954585,1036387.3179435444,1033460.1881600998,890127.2771558512,813642.4376759311
2023-12-01,1039213.8316284542,1043674.7194515014,1037359.8308738363,884575.0735303694,827056.6605109894
2023-12-04,1044646.654664648,1048576.7561735925,1041998.441221383,889569.8824117401,842010.177817469
2023-12-05,1053093.9577804927,1049430.6330229596,1041897.3981832871,887409.0088971783,839810.9631078356
2023-12-06,1055171.6708732967,1049189.4369975948,1041171.0199779067,885250.2695884869,838491.7286187748
2023-12-07,1049086.9618622188,1048474.4987628895,1041070.078277595,881268.2162262042,838711.6154618887
2023-12-08,1040443.1385551814,1050080.5678249104,1043021.7916545985,881637.0337091336,840690.6836195384
2023-12-11,1039951.1813637142,1062192.9352222623,1054479.0678072802,895089.4459501527,844868.9664868212
2023-12-12,1046972.4153572444,1066727.0550614037,1058231.5419700905,902606.3673712327,854104.8198849732
2023-12-13,1049998.4887520198,1083425.8150550383,1069133.8295885937,920400.9862396617,881152.8061197106
2023-12-14,1061462.0467369994,1078274.6119310658,1063650.5846898342,920644.2093289931,882912.0740038693
2023-12-15,1053430.070298477,1067200.0328538697,1053755.2897735182,903478.3057000315,876095.1490192182
2023-12-18,1047042.48215036,1069988.0926587253,1057522.7424597363,901824.6622705158,878392.1874031503
2023-12-19,1049935.5737812957,1078430.4244513789,1068158.9936388636,903772.686733346,894957.1982468612
2023-12-20,1060070.5030415496,1062964.8295801596,1052021.017323305,888560.3208125813,878171.0885853104
2023-12-21,1045282.5517991027,1075113.055688132,1064945.066459505,897803.2949347445,892748.5474482911
2023-12-22,1057664.113507553,1088944.2310353667,1078101.1530932162,911823.8407079593,906000.5388093353
2023-12-26,1068320.142230316,1089027.1377901486,1078024.496703349,914134.3966094562,913510.1939194188
2023-12-27,1069590.30611734,1092974.0962389032,1081788.4866916523,917073.4394983479,925878.8288445829
2023-12-28,1074979.773280426,1096719.76350922,1085159.8380964987,918170.0269650151,923670.1780460128
2023-12-29,1081767.0210526427,1096259.2149497468,1084609.566443446,915988.8629984062,919252.703309626
2023-12-29,1081979.2563279113,1096259.2149497468,1084609.566443446,915988.8629984062,919252.703309626
