strategy,cumulative_return_pct,ann_sharpe,ann_sortino,max_drawdown_pct,win_rate,alpha_vs_xph_ann_pct
BuyHold_Equal,9.625921494974676,0.3778200874096896,0.6132200373827442,-17.925455725349103,0.5089820359281437,7.737317705970717
EqualWeight_Monthly,8.46095664434461,0.3396337616382199,0.5549418523811325,-18.982354253547097,0.500998003992016,7.237284173349481
PPO_PriceSentiment,-2.700686824139764,0.0013243953331210279,0.0020455247244347695,-18.387630352292728,0.48303393213572854,2.205871858955896
XPH,-8.074729669037406,-0.09072317987308731,-0.14594091419566801,-22.61907883583225,0.49101796407185627,0.0
Momentum_20D,-8.40111370015938,-0.17126065896108916,-0.2545389672260301,-24.22155041572468,0.46506986027944114,-0.9987883299745213
