date,ppo_price_sentiment,buy_hold_equal,equal_weight_monthly,momentum_20d,xph
2022-04-28,1075610.4943093872,1045196.4107917408,1040220.4684100953,1091278.171412568,903824.4381891158
2022-04-29,1083631.9464578247,1019003.8058758017,1014560.8251951126,1068804.7637837227,889607.801515938
2022-05-02,1065937.5905007934,1015248.9436743635,1011065.1125426472,1059427.9707319112,892407.9825503342
2022-05-03,1055202.6998757934,1017679.4401965048,1013685.7597810643,1056483.2812987892,897146.8902979346
2022-05-04,1053138.2589578247,1034170.3237457119,1030363.16774677,1071195.0850893161,905978.4635554006
2022-05-05,1064403.9913796997,1021738.7956254028,1016508.6077034301,1063948.6522401818,876899.1211105566
2022-05-06,1044114.0494851684,1021884.8285489406,1015791.4373309733,1066450.7132388372,853204.8420814247
2022-05-09,1041813.7013406372,1017177.2399147118,1010918.9293622099,1065573.2024425305,821756.3487564619
2022-05-10,1047476.1822976684,1025085.2619601953,1019777.7127869934,1064507.629240088,839850.2657168016
2022-05-11,1046060.4357156372,1021967.678005869,1015646.4194478344,1080156.1163406423,822402.67756382
2022-05-12,1040398.1569070434,1038719.1627414352,1033255.7056232849,1100017.6926950125,842434.8018196243
2022-05-13,1050661.030930481,1035985.6406545346,1031139.8063578227,1095409.5280670994,865267.2802490712
2022-05-16,1044644.7902078247,1046584.3901988454,1040905.3117674903,1105838.814871779,879699.3021449528
2022-05-17,1051899.6954812622,1056568.058887739,1051332.4501621106,1114908.9218832238,903393.4080348384
2022-05-18,1056264.2823953247,1041485.3258953448,1036113.6517706455,1097341.4774275478,875606.6366350874
2022-05-19,1036682.2643289184,1037241.3928156663,1032217.9140172485,1099270.2363172595,879914.6007980334
2022-05-20,1027481.2760476684,1051633.2464829942,1047750.8917087963,1127734.1762648607,892407.9825503342
2022-05-23,1045411.6403054809,1054326.682228331,1050422.9110189609,1129982.7998781106,891977.03896568
2022-05-24,1066722.0275125122,1064597.579816387,1060962.7093249366,1141092.1268669378,879914.6007980334
2022-05-25,1078356.8829812622,1067089.4513528806,1063715.0957634114,1143552.88184016,884868.8937683377
2022-05-26,1067790.685227356,1064680.5398381995,1061688.358561935,1136518.8403387705,894992.8649316499
2022-05-27,1066840.991867981,1066283.1434712757,1063938.127315118,1140444.337841966,912655.6651680886
2022-05-31,1076516.7257546997,1055311.4550330006,1052752.6371566022,1136806.8416734743,905116.7495253388
2022-06-01,1067256.5079812622,1046729.8759509936,1044383.9891857483,1126652.5763205255,891331.0564368151
2022-06-02,1056452.7858132934,1040124.3416809875,1037695.9483810004,1113662.838453001,902316.2222124494
2022-06-03,1053128.5558328247,1042361.8374609823,1040321.2924580637,1117522.7111534453,907701.4587674078
2022-06-06,1048795.200852356,1035967.674601159,1033219.2397070257,1105093.2742807472,901024.1705850965
2022-06-07,1048676.5397195434,1048690.0998095502,1046092.2420682594,1118063.9448916665,921271.853202851
2022-06-08,1060192.5319070434,1046523.0027990354,1044930.3783428668,1123744.89175299,912871.1369604159
2022-06-09,1053900.3585671997,1027175.2576639858,1024927.4825208789,1098042.1060735635,890469.25583713
2022-06-10,1032708.4303445434,1012832.7625415318,1009980.9062874843,1074070.4708988497,868713.8766604485
2022-06-13,1025822.1902644348,989376.04570162,986076.3236025756,1043636.4275466233,833603.4017014048
2022-06-14,1015491.9576441955,983950.2994561269,981086.8271855308,1042592.7911190767,830372.3636519776
2022-06-15,999937.1175563049,990135.5087975822,987922.0543850622,1042592.7911190767,848250.6356807436
2022-06-16,1010623.4884059143,981652.0710797075,978430.8991161863,1042592.7911190767,829510.8227611624
2022-06-17,1011158.0495631408,989066.8646403415,986825.4903964325,1042592.7911190767,844588.7406162856
2022-06-21,1007477.078417511,1019494.8736616,1016941.9466278898,1068138.7629071968,859838.7588824761
2022-06-22,1028553.5268580627,1032333.9623839498,1029772.1140777032,1067912.5693535577,871952.4462671005
2022-06-23,1044761.2027919006,1052114.7108129296,1049533.1462578243,1089418.4964263164,902019.7212527386
2022-06-24,1068034.6288478088,1067054.9930214575,1064185.6140148162,1101850.6647523714,912835.1239971342
2022-06-27,1083648.7073695373,1072649.7155433258,1069416.2600301453,1108355.634910645,940739.3703756671
2022-06-28,1082639.5311152649,1051175.9625424764,1046945.3611722948,1072733.1554086618,915431.0007206054
2022-06-29,1051885.9891688537,1056501.6160017245,1052634.7347262965,1074240.394768427,918242.7820845203
2022-06-30,1052182.7878749084,1052519.6130127853,1049315.403439652,1065593.5607923588,908508.9802133007
2022-07-01,1055270.161608429,1061730.8928266594,1059210.7315205482,1077991.5007038794,922136.7703089738
2022-07-05,1067203.2689845276,1059502.314167013,1057227.414437416,1081755.6347166898,938143.5802218191
2022-07-06,1059010.1690089416,1063739.338619535,1062266.923686696,1086150.5373724706,944416.761402691
2022-07-07,1059960.1068293762,1064671.9442085999,1064014.602709301,1087745.0798251014,956097.7738101957
2022-07-08,1061147.4027430725,1066100.6612710273,1065389.7715099796,1090273.5197062574,953285.4730285413
2022-07-11,1059841.2256037903,1066245.5004004978,1064562.6681076824,1091250.936188844,933601.185519049
2022-07-12,1060257.107714386,1058620.855120015,1057039.080739167,1087263.7770706029,924299.6257768326
2022-07-13,1045414.5440852356,1056496.757071002,1054912.8366155329,1085419.7245949493,925380.9669411386
2022-07-14,1042980.309466095,1052477.725755594,1050726.0660556771,1084685.6464427104,922352.9346582872
2022-07-15,1044405.165652008,1067897.8973663894,1065725.3897370778,1101111.3098295196,934466.3623340416
2022-07-18,1059544.527987213,1043489.4243442104,1041777.5953122949,1076792.039467511,916512.4284545348
2022-07-19,1035796.5879237365,1049095.2009406062,1048804.149271449,1087191.4120115319,940090.5310492342
2022-07-20,1020716.5651118469,1032117.4460291013,1030864.8512759758,1056634.3734783956,940955.707864227
2022-07-21,1014898.3602320862,1036488.4943068168,1035724.8293357949,1056937.5734073797,945714.6997644268
2022-07-22,1018460.4501521301,1033506.4845743224,1031764.6586234818,1044388.4721869753,924732.3873235754
2022-07-25,1023269.2765986633,1039236.9945480978,1037532.2113909321,1055378.200660437,923218.1980429032
2022-07-26,1025287.8312861633,1047638.9187618783,1045878.8869670668,1065204.0586234161,927111.7534192405
2022-07-27,1032530.8923518371,1050985.3105151306,1049038.013766302,1062869.9258441625,935980.4650450906
2022-07-28,1029681.4832484436,1044826.3844996245,1043085.1391721015,1055818.336018139,932519.5846458732
2022-07-29,1035618.3671748352,1033784.3690455349,1032849.7696532399,1052561.2290859632,927328.0909078002
2022-08-01,1037518.2428157043,1024505.7867654735,1023389.7872007269,1033786.4711972327,910888.6060178354
2022-08-02,1033896.9144618225,1018501.7178322007,1017474.0808772417,1025479.327367416,923650.613311153
2022-08-03,1028019.0667903137,1029214.7821331343,1029643.819653747,1024453.8480400486,933601.185519049
2022-08-04,1037934.0238368225,1023030.9961285767,1024242.2539401327,1022766.6669220842,936413.2265918335
2022-08-05,1021310.3647029113,1019940.2499778753,1020710.4343529713,1021743.900255162,956313.9381595091
2022-08-08,1017272.9520594787,1028544.6620186454,1028622.3832085703,1021743.900255162,953934.4854942207
2022-08-09,1011870.4271113586,1034341.8125250346,1033994.4515179951,1020862.9010645758,936629.5640803934
2022-08-10,1011751.4447962951,1040860.7700582149,1041261.9252223292,1035585.3969300754,959991.1560472866
2022-08-11,1014660.7999598694,1029571.9648195129,1029286.0905268895,1021606.3165846227,945282.024787307
2022-08-12,993703.131655426,1040911.2971021164,1040764.9585853647,1028764.7230780403,959125.8060930471
2022-08-15,982778.8972651672,1045501.6068866107,1046965.5397215028,1057846.8546300817,957828.040870558
2022-08-16,987469.3479335022,1046215.4808158946,1047520.5740058314,1056343.718225254,944632.839182381
2022-08-17,996256.0453211975,1043511.378548699,1044166.0403876404,1055153.6079409786,934033.8604961686
2022-08-18,996315.3848445129,1038345.0496412078,1038474.2821908651,1046042.2544605727,934899.2104504079
2022-08-19,991506.5583979797,1045388.7057942466,1044904.0200188347,1053364.0859436076,955664.9256938295
2022-08-22,1006586.4801203918,1032578.5593630829,1031684.9277227911,1033292.8848176907,948310.4033486516
2022-08-23,1003060.0747859192,1017885.7453705965,1016945.7424059345,1017124.2628374229,947012.6381261625
2022-08-24,994333.9299952697,1013453.3698787342,1012429.0630191108,1014810.9772348347,956962.8640555652
2022-08-25,991046.5001856994,1017724.0535387273,1017262.0052661512,1014332.3479289666,963019.5346086309
2022-08-26,1000310.7442652893,999828.0087187837,998624.6456336702,997928.7904705642,934466.3623340416
2022-08-29,983217.0190608215,983670.21211715,984081.2940317271,998209.54665085,914133.1489284931
2022-08-30,975626.3112818908,981406.3103979428,981649.9570160588,999008.7508163123,899640.2685874504
2022-08-31,972219.3937098694,978102.322572775,978723.098434298,1014513.353320262,898775.0052028344
2022-09-01,965704.5812403869,1002267.3111716014,1002933.1059342149,1038169.8244139318,910023.2560635961
