nct_id,ticker,brief_title,official_title,lead_sponsor,collaborators,study_type,overall_status,phases,interventions,conditions,start_date,primary_completion_date,completion_date,results_first_posted_date,last_update_posted_date,source
NCT03970252,BMY,Nivolumab in Combination With Chemotherapy Pre-Surgery in Treating Patients With Borderline Resectable Pancreatic Cancer,A Pilot and Feasibility Study of PD-1 Blockade With Nivolumab in Combination With Chemotherapy in Patients With Borderline Resectable Pancreatic Adenocarcinoma,Jonsson Comprehensive Cancer Center,Bristol-Myers Squibb|NovoCure Ltd.,INTERVENTIONAL,COMPLETED,EARLY_PHASE1,Fluorouracil|Irinotecan|Irinotecan Hydrochloride|Leucovorin|Leucovorin Calcium|Nivolumab|Oxaliplatin|Therapeutic Conventional Surgery,Borderline Resectable Pancreatic Adenocarcinoma|Resectable Pancreatic Ductal Adenocarcinoma,2019-07-24,2024-05-25,2024-05-25,,2024-08-09,clinicaltrials.gov_api_v2
NCT03980041,BMY,Study to Evaluate the Efficacy/Safety of IPI-549 in Combination With Nivolumab in Patients With Advanced Urothelial Carcinoma (MARIO-275),"A Phase 2, Multicenter, Randomized, Double-Blind, Active-Control Study to Evaluate the Efficacy and Safety of Nivolumab Administered in Combination With IPI-549 Compared to Nivolumab Monotherapy in the Treatment of Patients With Immune Therapy-Naïve, Advanced Urothelial Carcinoma","Infinity Pharmaceuticals, Inc.",Bristol-Myers Squibb,INTERVENTIONAL,COMPLETED,PHASE2,IPI-549 (eganelisib)|Nivolumab|Placebos,Bladder Cancer|Urothelial Carcinoma|Solid Tumor|Advanced Cancer,2019-09-25,2020-11-30,2022-11-15,,2022-11-25,clinicaltrials.gov_api_v2
NCT03980314,BMY,A Study to Compare Nivolumab Drug Product Process D to Nivolumab Drug Product Process C in Participants With Stage IIIa/b/c/d or Stage IV Melanoma After Complete Resection,"A Randomized, Double-Blind, Parallel, Phase 1 Study to Compare the Pharmacokinetics of BMSCHO1-Nivolumab Process D to Nivolumab Process C After Complete Resection of Stage IIIa/b/c/d or Stage IV Melanoma",Bristol-Myers Squibb,,INTERVENTIONAL,COMPLETED,PHASE1,Nivolumab,Melanoma,2019-06-24,2021-03-04,2023-11-06,,2023-12-15,clinicaltrials.gov_api_v2
NCT03981146,BMY,A Phase II Trial Assessing Nivolumab in Class II Expressing Microsatellite Stable Colorectal Cancer,A Phase II Trial Assessing Nivolumab in Class II Expressing Microsatellite Stable Colorectal Cancer,University of Birmingham,Bristol-Myers Squibb,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE2,Nivolumab,Colorectal Cancer,2019-08-28,2024-10-01,2024-10-01,,2024-08-13,clinicaltrials.gov_api_v2
NCT03984357,BMY,Nivolumab Combined With Chemoradiotherapy Sparing Concurrent Cisplatin in Nasopharyngeal Carcinoma,"Induction, Concurrent and Adjuvant Nivolumab Combined With Induction Chemotherapy Followed by Radiotherapy Alone in Locoregionally Advanced Nasopharyngeal Carcinoma: A Phase 2, Multi-center, Single-arm Clinical Trial",Sun Yat-sen University,Bristol-Myers Squibb,INTERVENTIONAL,COMPLETED,PHASE2,PD-1 blocking antibody|Gemcitabine|Cisplatin|Intensity-modulated radiotherapy,Nasopharyngeal Carcinoma,2020-03-16,2024-04-30,2025-03-30,,2025-07-17,clinicaltrials.gov_api_v2
NCT03994601,BMY,An Investigational Immunotherapy Study of BMS-986288 Alone and in Combination With Nivolumab in Advanced Solid Cancers,A Phase 1/2 First-in-human Study of BMS-986288 Alone and in Combination With Nivolumab in Advanced Malignant Tumors,Bristol-Myers Squibb,,INTERVENTIONAL,COMPLETED,PHASE1|PHASE2,BMS-986288|Nivolumab|Regorafenib,Advanced Cancer,2019-09-06,2024-08-31,2024-08-31,2026-01-20,2026-01-20,clinicaltrials.gov_api_v2
NCT03995017,BMY,Rucaparib Plus Ramucirumab With or Without Nivolumab in Advanced Gastric and Esophageal Adenocarcinoma,A Phase I/II Trial of Rucaparib in Combination With Ramucirumab With or Without Nivolumab in Previously Treated Patients With Advanced Gastric and Esophageal Adenocarcinoma (RiME),University of Kansas Medical Center,"Bristol-Myers Squibb|Clovis Oncology, Inc.",INTERVENTIONAL,UNKNOWN,PHASE1|PHASE2,Rucaparib|Ramucirumab|Nivolumab,"Esophagus Cancer, Adenocarcinoma|Stomach Cancer, Adenocarcinoma",2020-01-09,2022-10-19,2024-12-01,,2023-02-01,clinicaltrials.gov_api_v2
NCT04003649,BMY,IL13Ra2-CAR T Cells With or Without Nivolumab and Ipilimumab in Treating Patients With GBM,A Phase 1 Study to Evaluate IL13Rα2-Targeted Chimeric Antigen Receptor (CAR) T Cells Combined With Checkpoint Inhibition for Patients With Resectable Recurrent Glioblastoma,City of Hope Medical Center,National Cancer Institute (NCI)|Bristol-Myers Squibb|Gateway for Cancer Research,INTERVENTIONAL,RECRUITING,PHASE1,IL13Ralpha2-specific Hinge-optimized 4-1BB-co-stimulatory CAR/Truncated CD19-expressing Autologous TN/MEM Cells|Ipilimumab|Nivolumab|Quality-of-Life Assessment|Questionnaire Administration,Recurrent Glioblastoma|Refractory Glioblastoma,2019-12-02,2026-05-26,2026-05-26,,2025-07-10,clinicaltrials.gov_api_v2
NCT04006262,BMY,"Pre-operative Nivolumab and Ipilimumab, Followed by Post-operative Nivolumab, for MSI/dMMR Oeso-gastric Adenocarcinoma.","Peri-operative Association of Immunotherapy (Pre-operative Association of Nivolumab and Ipilimumab, Post-operative Nivolumab Alone) in Localized Microsatellite Instability (MSI) and/or Deficient Mismatch Repair (dMMR) Oeso-gastric Adenocarcinoma: An Open-label GERCOR Phase II Study",GERCOR - Multidisciplinary Oncology Cooperative Group,Bristol-Myers Squibb,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE2,Nivolumab 10 MG/ML|Ipilimumab 200 MG in 40 ML Injection,Localized Oesogastric Adenocarcimona|MSI and or dMMR,2019-10-23,2025-10-01,2025-10-01,,2025-06-15,clinicaltrials.gov_api_v2
NCT04007588,BMY,A Phase II Trial of Neoadjuvant Treatment With PD-1 Inhibition (Nivolumab) With or Without IDO Inhibition (BMS-986205) and With or Without CTLA-4 Inhibition (Ipilimumab) in Resectable Stage III or IV Melanoma,A Phase II Trial of Neoadjuvant Treatment With PD-1 Inhibition (Nivolumab) With or Without IDO Inhibition (BMS-986205) and With or Without CTLA-4 Inhibition (Ipilimumab) in Resectable Stage III or IV Melanoma,Dana-Farber Cancer Institute,Bristol-Myers Squibb,INTERVENTIONAL,WITHDRAWN,PHASE2,Nivolumab|BMS-986205|Ipilimumab,Melanoma Stage III|Melanoma Stage IV,2019-09-06,2019-12-19,2019-12-19,,2020-02-05,clinicaltrials.gov_api_v2
NCT04008030,BMY,"A Study of Nivolumab, Nivolumab Plus Ipilimumab, or Investigator's Choice Chemotherapy for the Treatment of Participants With Deficient Mismatch Repair (dMMR)/Microsatellite Instability High (MSI-H) Metastatic Colorectal Cancer (mCRC)","A Phase 3 Randomized Clinical Trial of Nivolumab Alone, Nivolumab in Combination With Ipilimumab, or Investigator's Choice Chemotherapy in Participants With Microsatellite Instability High (MSI-H) or Mismatch Repair Deficient (dMMR) Metastatic Colorectal Cancer",Bristol-Myers Squibb,Ono Pharmaceutical Co. Ltd,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE3,Ipilimumab|Oxaliplatin|Leucovorin|Fluorouracil|Irinotecan|Bevacizumab|Cetuximab|Nivolumab,Metastatic Colorectal Cancer,2019-08-05,2024-08-28,2026-06-10,2025-09-22,2025-10-03,clinicaltrials.gov_api_v2
NCT04015778,BMY,A Two-arm (Phase 2) Exploratory Study of Nivolumab Monotherapy or in Combination With Nab-paclitaxel and Carboplatin in Early Stage NSCLC in China,A Two-arm (Phase 2) Exploratory Study of Nivolumab Monotherapy or in Combination With Nab-paclitaxel and Carboplatin in Early Stage NSCLC in China,Guangdong Association of Clinical Trials,Bristol-Myers Squibb,INTERVENTIONAL,UNKNOWN,PHASE2,Nivolumab|carboplatin|nab-paclitaxel,Non Small Cell Lung Cancer,2019-08-08,2020-08-01,2024-07-01,,2020-02-12,clinicaltrials.gov_api_v2
NCT04019964,BMY,Nivolumab in Biochemically Recurrent dMMR Prostate Cancer,Nivolumab as a Non-Castrating Therapy for MMR-deficient and CDK12- Altered Prostate Cancer With PSA Recurrence After Local Therapy,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Bristol-Myers Squibb,INTERVENTIONAL,COMPLETED,PHASE2,Nivolumab,Prostate Cancer|Recurrent Prostate Cancer,2020-01-13,2025-04-23,2025-07-03,,2025-10-23,clinicaltrials.gov_api_v2
NCT04021108,BMY,Phase II Study of Short Course FOLFOX Chemotherapy With Either Nivolumab or Nivolumab + Radiation in the First Line Treatment of Metastatic or Unresectable Gastroesophageal Cancers (BMS Protocol CA209-76L),Phase II Study of Short Course FOLFOX Chemotherapy With Either Nivolumab or Nivolumab + Radiation in the First Line Treatment of Metastatic or Unresectable Gastroesophageal Cancers (BMS Protocol CA209-76L),Weill Medical College of Cornell University,Bristol-Myers Squibb,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE2,Nivolumab 240 MG,Gastroesophageal Adenocarcinoma,2019-07-22,2025-06-11,2026-06-01,,2025-06-24,clinicaltrials.gov_api_v2
NCT04022980,BMY,Nivolumab Consolidation in Older (≥ 65) Patients With Primary CNS Lymphoma,A Phase 1B Trial Nivolumab Consolidation Following Completion of High-Dose Methotrexate Containing Induction Chemotherapy in Older (≥ 65) Patients With Primary CNS Lymphoma,Wake Forest University Health Sciences,Bristol-Myers Squibb|Atrium Health Levine Cancer Institute,INTERVENTIONAL,COMPLETED,PHASE1,Nivolumab,Brain and Nervous System|Eye and Orbit,2020-03-31,2025-01-21,2025-12-22,,2025-12-30,clinicaltrials.gov_api_v2
NCT04025879,BMY,"A Study of Neoadjuvant Chemotherapy Plus Nivolumab Versus Neoadjuvant Chemotherapy Plus Placebo, Followed by Surgical Removal and Adjuvant Treatment With Nivolumab or Placebo for Participants With Surgically Removable Early Stage Non-small Cell Lung Cancer","A Phase 3, Randomized, Double-blind Study of Neoadjuvant Chemotherapy Plus Nivolumab Versus Neoadjuvant Chemotherapy Plus Placebo, Followed by Surgical Resection and Adjuvant Treatment With Nivolumab or Placebo for Participants With Resectable Stage II-IIIB Non-small Cell Lung Cancer",Bristol-Myers Squibb,,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE3,Nivolumab|Carboplatin|Cisplatin|Paclitaxel|Pemetrexed|Placebo|Docetaxel,"Carcinoma, Non-Small-Cell Lung",2019-11-05,2023-07-26,2027-07-30,2024-07-23,2025-10-16,clinicaltrials.gov_api_v2
NCT04026412,BMY,A Study of Nivolumab and Ipilimumab in Untreated Participants With Stage 3 Non-small Cell Lung Cancer (NSCLC) That is Unable or Not Planned to be Removed by Surgery,"A Phase 3, Randomized, Open Label Study to Compare Nivolumab Plus Concurrent Chemoradiotherapy (CCRT) Followed by Nivolumab Plus Ipilimumab or Nivolumab Plus CCRT Followed by Nivolumab vs CCRT Followed by Durvalumab in Previously Untreated, Locally Advanced Non-small Cell Lung Cancer (LA NSCLC)",Bristol-Myers Squibb,,INTERVENTIONAL,COMPLETED,PHASE3,nivolumab|ipilimumab|durvalumab,Non-Small Cell Lung Cancer (NSCLC),2019-10-08,2024-03-22,2024-11-26,2025-07-24,2025-07-24,clinicaltrials.gov_api_v2
NCT04036435,BMY,Long-Term Study That Measures the Safety and Efficacy of Deucravacitinib (BMS-986165) in Participants With Psoriasis,"An Open-Label, Multi-Center Extension Study to Characterize the Long-Term Safety and Efficacy of BMS-986165 in Subjects With Moderate-to-Severe Plaque Psoriasis",Bristol-Myers Squibb,,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE3,BMS-986165|Placebo,Psoriasis,2019-08-12,2026-07-25,2026-07-26,,2025-10-20,clinicaltrials.gov_api_v2
NCT04039607,BMY,A Study of Nivolumab in Combination With Ipilimumab in Participants With Advanced Hepatocellular Carcinoma,"A Randomized, Multi-center, Phase 3 Study of Nivolumab in Combination With Ipilimumab Compared to Sorafenib or Lenvatinib as First-Line Treatment in Participants With Advanced Hepatocellular Carcinoma",Bristol-Myers Squibb,,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE3,Nivolumab|Ipilimumab|Sorafenib|lenvatinib,Hepatocellular Carcinoma,2019-09-30,2026-11-09,2026-11-09,,2026-02-19,clinicaltrials.gov_api_v2
NCT04042116,BMY,A Study to Evaluate Lucitanib in Combination With Nivolumab in Patients With a Solid Tumor,"LIO-1: A Phase 1b/2, Open-Label Study to Evaluate the Safety and Efficacy of Lucitanib in Combination With Nivolumab in Patients With An Advanced, Metastatic Solid Tumor","Clovis Oncology, Inc.",Bristol-Myers Squibb|European Network of Gynaecological Oncological Trial Groups (ENGOT),INTERVENTIONAL,SUSPENDED,PHASE1|PHASE2,Lucitanib|Lucitanib|Lucitanib|Nivolumab,Advanced Solid Tumor|Gynecologic Cancer,2019-07-29,2023-07-01,2024-01-01,,2022-12-20,clinicaltrials.gov_api_v2
NCT04042506,BMY,SBRT as a Vaccination for Metastatic Melanoma,In Situ Vaccination With Stereotactic Body Radiation Therapy (SBRT) as a Strategy to Overcome Resistance to Immune Checkpoint Blockade: a Phase II Clinical Trial of SBRT and Anti-PD-1 Therapy With Immunologic Correlates,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Bristol-Myers Squibb,INTERVENTIONAL,WITHDRAWN,PHASE2,Nivolumab 10 MG/ML Intravenous Solution [OPDIVO]|Stereotactic Body Radiation Therapy (SBRT),Metastatic Melanoma,2019-11-26,2019-11-26,2021-01-26,,2021-04-12,clinicaltrials.gov_api_v2
NCT04044430,BMY,"Encorafenib, Binimetinib, and Nivolumab in Treating Microsatellite Stable BRAF V600E Metastatic Colorectal Cancer","Phase I/II Trial of Encorafenib, Binimetinib, and Nivolumab in Microsatellite Stable BRAF V600E Metastatic Colorectal Cancer","University of California, San Francisco",Pfizer|Bristol-Myers Squibb,INTERVENTIONAL,TERMINATED,PHASE1,Binimetinib|Encorafenib|Nivolumab|Questionnaire Administration,Metastatic Colon Adenocarcinoma|Metastatic Colorectal Adenocarcinoma|Metastatic Microsatellite Stable Colorectal Carcinoma|Metastatic Rectal Adenocarcinoma|Stage III Colon Cancer|Stage III Colorectal Cancer|Stage III Rectal Cancer|Stage IIIA Colon Cancer|Stage IIIA Colorectal Cancer|Stage IIIA Rectal Cancer|Stage IIIB Colon Cancer|Stage IIIB Colorectal Cancer|Stage IIIB Rectal Cancer|Stage IIIC Colon Cancer|Stage IIIC Colorectal Cancer|Stage IIIC Rectal Cancer|Stage IV Colon Cancer|Stage IV Colorectal Cancer|Stage IV Rectal Cancer|Stage IVA Colon Cancer|Stage IVA Colorectal Cancer|Stage IVA Rectal Cancer|Stage IVB Colon Cancer|Stage IVB Colorectal Cancer|Stage IVB Rectal Cancer|Stage IVC Colon Cancer|Stage IVC Colorectal Cancer|Stage IVC Rectal Cancer,2020-08-31,2022-07-31,2022-07-31,,2023-01-09,clinicaltrials.gov_api_v2
NCT04050085,BMY,"SD-101, Nivolumab, and Radiation Therapy in Treating Patients With Chemotherapy-Refractory Metastatic Pancreatic Cancer","A Pilot Study of Intratumoral SD-101 (Toll-Like Receptor 9 Agonist), Nivolumab, and Radiotherapy for Treatment of Chemotherapy-Refractory Metastatic Pancreatic Adenocarcinoma","University of California, Davis",National Cancer Institute (NCI)|Bristol-Myers Squibb|Dynavax Technologies Corporation,INTERVENTIONAL,COMPLETED,PHASE1,Nivolumab|Radiation Therapy|TLR9 Agonist SD-101,Metastatic Pancreatic Adenocarcinoma|Refractory Pancreatic Adenocarcinoma|Stage IV Pancreatic Cancer AJCC v8,2019-08-15,2021-12-03,2022-05-14,,2023-08-01,clinicaltrials.gov_api_v2
NCT04056910,BMY,Ivosidenib (AG-120) With Nivolumab in IDH1 Mutant Tumors,Phase II Study of IDH1 Inhibitor Ivosidenib and Nivolumab in IDH1 Mutant Gliomas and Advanced Solid Tumors,"Jason J. Luke, MD","Agios Pharmaceuticals, Inc.|Bristol-Myers Squibb",INTERVENTIONAL,COMPLETED,PHASE2,ivosidenib and nivolumab,Advanced Solid Tumor|IDH1 Mutation|Glioma,2021-09-20,2023-11-13,2023-11-13,2025-02-06,2025-02-27,clinicaltrials.gov_api_v2
NCT04057365,BMY,Study of the Combination of DKN-01 and Nivolumab in Previously Treated Patients With Advanced Biliary Tract Cancer (BTC),A Single Arm Phase II Study of the Combination of DKN-01 and Nivolumab in Previously Treated Patients With Advanced Biliary Tract Cancer (BTC),Massachusetts General Hospital,"Bristol-Myers Squibb|Leap Therapeutics, Inc.",INTERVENTIONAL,TERMINATED,PHASE2,Nivolumab|DKN-01,Biliary Tract Cancer,2019-10-07,2022-09-25,2022-09-25,2024-04-10,2025-08-13,clinicaltrials.gov_api_v2
NCT04069936,BMY,Marrow Infiltrating Lymphocytes - Non-Small Cell Lung Cancer (MILs™ - NSCLC) Alone or in Combination With Nivolumab With or Without Tadalafil in Locally Advanced and Unresectable or Metastatic NSCLC,"A Phase 2a, Open-Label, Multi-Center Study to Assess the Efficacy and Safety of Marrow Infiltrating Lymphocytes - Non-Small Cell Lung Cancer (MILs™ - NSCLC) Alone or in Combination With Nivolumab With or Without Tadalafil in Subjects With Locally Advanced and Unresectable or Metastatic NSCLC Previously Treated With Anti-PD-1",WindMIL Therapeutics,Bristol-Myers Squibb,INTERVENTIONAL,TERMINATED,PHASE2,MILs™ - NSCLC|nivolumab|tadalafil,"Non Small Cell Lung Cancer|Lung Cancer|Lung Cancer Metastatic|Lung Cancer, Non-small Cell|Non Small Cell Lung Cancer Metastatic|NSCLC|Non-small Cell Lung Cancer|Non-small Cell Lung Cancer Metastatic",2019-10-15,2021-10-28,2021-11-30,,2022-08-02,clinicaltrials.gov_api_v2
NCT04075604,BMY,A Study of Neoadjuvant Nivolumab + Palbociclib + Anastrozole in Post-Menopausal Women and Men With Primary Breast Cancer,"Randomized, Non-comparative Neoadjuvant Phase II Study in Patients With ER+/HER2- Breast Cancer >= 2 cm With Safety Run-in, Assessing Nivolumab + Palbociclib + Anastrozole",Bristol-Myers Squibb,,INTERVENTIONAL,COMPLETED,PHASE2,Nivolumab|Anastrozole|Palbociclib,Breast Cancer|Cancer,2019-10-18,2021-07-27,2021-07-27,2022-08-10,2022-08-10,clinicaltrials.gov_api_v2
NCT04080804,BMY,Study of Safety and Tolerability of Nivolumab Treatment Alone or in Combination With Relatlimab or Ipilimumab in Head and Neck Cancer,A Phase II Neoadjuvant Study of the Safety and Tolerability of Anti-PD1 (Nivolumab) Administered Alone or in Combination With Anti-LAG3 (Relatlimab) or Anti-CTLA4 (Ipilimumab) in Resectable Head and Neck Cancer,Dan Zandberg,Bristol-Myers Squibb,INTERVENTIONAL,RECRUITING,PHASE2,Nivolumab|Relatlimab|Ipilimumab,Head and Neck Squamous Cell Carcinoma (HNSCC),2019-12-20,2026-06-30,2026-10-31,,2026-02-09,clinicaltrials.gov_api_v2
NCT04088500,BMY,A Study of Combination Nivolumab and Ipilimumab Retreatment in Patients With Advanced Renal Cell Carcinoma,"A Phase 2, Single-arm Open-label Study of Combination Nivolumab and Ipilimumab Retreatment in Advanced Renal Cell Carcinoma Patients Progressing on Nivolumab Maintenance Therapy After Nivolumab and Ipilimumab Induction",Bristol-Myers Squibb,,INTERVENTIONAL,TERMINATED,PHASE2,Nivolumab|Ipilimumab,Renal Cell Carcinoma,2020-09-03,2021-11-15,2021-11-15,2023-01-10,2023-01-10,clinicaltrials.gov_api_v2
NCT04090710,BMY,SBRT With Combination Ipilimumab/Nivolumab for Metastatic Kidney Cancer,Cytoreductive Stereotactic Hypofractionated Radiotherapy With Combination Ipilimumab/Nivolumab for Metastatic Kidney Cancer,Ontario Clinical Oncology Group (OCOG),Bristol-Myers Squibb,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE2,Ipilimumab/ Nivolumab|SBRT + Ipilimumab/Nivolumab,Metastatic Renal Cell Carcinoma,2020-01-29,2026-04-30,2026-04-30,,2025-08-03,clinicaltrials.gov_api_v2
NCT04095208,BMY,Combination of Nivolumab Plus Relatlimab in Patients With Advanced or Metastatic Soft-tissue Sarcoma: a Proof-of-concept Randomized Phase II Study,Combination of Nivolumab Plus Relatlimab in Patients With Advanced or Metastatic Soft-tissue Sarcoma: a Proof-of-concept Randomized Phase II Study.,Institut Bergonié,Bristol-Myers Squibb,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE2,Association of Nivolumab + Relatlimab|Nivolumab,Soft Tissue Sarcoma Adult|Advanced Cancer,2020-02-27,2025-12-01,2026-12-01,,2025-10-02,clinicaltrials.gov_api_v2
NCT04098432,BMY,STR + Anti PD-1 Therapy in Patients with Locally Advanced Unresectable Pancreatic Adenocarcinoma,Stereotactic Radiotherapy + Anti PD-1 Therapy in Patients with Locally Advanced Unresectable Pancreatic Adenocarcinoma,University Hospital Hradec Kralove,Bristol-Myers Squibb|GCP-Service International s.r.o.,INTERVENTIONAL,COMPLETED,PHASE1|PHASE2,Nivolumab|Stereotactic radiotherapy,Locally Advanced Unresectable Pancreatic Adenocarcinoma,2018-12-03,2022-09-30,2022-09-30,,2024-09-23,clinicaltrials.gov_api_v2
NCT04099251,BMY,Effectiveness Study of Nivolumab Compared to Placebo in Prevention of Recurrent Melanoma After Complete Resection of Stage IIB/C Melanoma,"A Phase 3, Randomized, Double-Blind Study of Adjuvant Immunotherapy With Nivolumab Versus Placebo After Complete Resection of Stage IIB/C Melanoma",Bristol-Myers Squibb,,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE3,Nivolumab|Placebo,Melanoma,2019-10-28,2022-06-28,2027-06-29,2023-07-27,2025-08-27,clinicaltrials.gov_api_v2
NCT04100018,BMY,A Study of Nivolumab or Placebo in Combination With Docetaxel in Men With Advanced Castration-resistant Prostate Cancer,"A Phase 3, Randomized, Double-Blind Study of Nivolumab or Placebo in Combination With Docetaxel, in Men With Metastatic Castration-resistant Prostate Cancer",Bristol-Myers Squibb,,INTERVENTIONAL,COMPLETED,PHASE3,Nivolumab|Prednisone|Docetaxel|Placebo,Prostate Cancer,2020-02-06,2023-06-01,2024-06-25,2024-07-22,2025-06-12,clinicaltrials.gov_api_v2
NCT04106414,BMY,Study of BMS-986205 and Nivolumab in Endometrial Cancer or Endometrial Carcinosarcoma That Has Not Responded to Treatment,"A Phase II Trial of IDO-Inhibitor, BMS-986205, and PD-1 Inhibitor, Nivolumab, in Patients With Recurrent or Persistent Endometrial Cancer or Endometrial Carcinosarcomas (CA017-056)",Memorial Sloan Kettering Cancer Center,Bristol-Myers Squibb,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE2,Nivolumab|BMS- 986205,Endometrial Adenocarcinoma|Endometrial Carcinosarcoma,2019-09-24,2026-09-01,2026-09-01,,2025-10-14,clinicaltrials.gov_api_v2
NCT04109066,BMY,"Study of Nivolumab Versus Placebo in Combination With Neoadjuvant Chemotherapy and Adjuvant Endocrine Therapy in Participants With High-risk, Estrogen Receptor-Positive (ER+), Human Epidermal Growth Factor Receptor 2-Negative (HER2-) Primary Breast Cancer","A Randomized, Multicenter, Double-blind, Placebo-controlled Phase 3 Study of Nivolumab Versus Placebo in Combination With Neoadjuvant Chemotherapy and Adjuvant Endocrine Therapy in Patients With High-risk, Estrogen Receptor-Positive (ER+), Human Epidermal Growth Factor Receptor 2-Negative (HER2-) Primary Breast Cancer",Bristol-Myers Squibb,,INTERVENTIONAL,COMPLETED,PHASE3,nivolumab|paclitaxel (PTX)|nivolumab placebo|anthracycline|cyclophosphamide|Endocrine Therapy|Surgery,Breast Cancer,2019-11-18,2023-01-16,2023-12-27,2024-03-12,2025-01-08,clinicaltrials.gov_api_v2
NCT04112498,BMY,"A Phase 1, Bioavailability Study of Relatlimab in Combination With Nivolumab","A Phase 1, Multi-Tumor, Bioavailability Study of Relatlimab in Combination With Nivolumab",Bristol-Myers Squibb,,INTERVENTIONAL,COMPLETED,PHASE1,relatlimab|nivolumab|rHuPH20,Cancer,2019-10-01,2023-02-27,2023-02-27,,2023-04-06,clinicaltrials.gov_api_v2
NCT04117087,BMY,Pooled Mutant KRAS-Targeted Long Peptide Vaccine Combined With Nivolumab and Ipilimumab for Patients With Resected Mismatch Repair Protein (MMR-p) Colorectal and Pancreatic Cancer,Pooled Mutant KRAS-Targeted Long Peptide Vaccine Combined With Nivolumab and Ipilimumab for Patients With Resected MMR-p Colorectal and Pancreatic Cancer,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Bristol-Myers Squibb|National Cancer Institute (NCI)|National Institutes of Health (NIH),INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE1,KRAS peptide vaccine|Nivolumab|Ipilimumab,Colorectal Cancer|Pancreatic Cancer,2020-05-28,2027-06-01,2027-06-01,,2025-12-03,clinicaltrials.gov_api_v2
NCT04118166,BMY,Ipilimumab + Nivolumab + Cryotherapy in Metastatic or Locally Advanced Soft Tissue Sarcoma,Phase 2 Study of Ipilimumab Plus Nivolumab in Combination With Cryotherapy in Metastatic or Locally Advanced Soft Tissue Sarcoma,Kristen Ganjoo,Bristol-Myers Squibb,INTERVENTIONAL,COMPLETED,PHASE2,Ipilimumab|Cryoablation|Nivolumab,Soft Tissue Sarcoma,2019-10-01,2022-01-31,2022-04-26,2022-10-10,2023-12-12,clinicaltrials.gov_api_v2
NCT04119336,BMY,"Nivolumab, Ixazomib, Cyclophosphamide, and Dexamethasone in Relapsed/Refractory Myeloma","A Phase II Study of Nivolumab in Combination With Ixazomib, Cyclophosphamide, and Dexamethasone in Relapsed and Refractory Multiple Myeloma","Andrew Yee, MD","Bristol-Myers Squibb|Takeda Pharmaceuticals North America, Inc.",INTERVENTIONAL,TERMINATED,PHASE2,Nivolumab|Ixazomib|Dexamethasone|Cyclophosphamide,Relapsed Multiple Myeloma|Refractory Multiple Myeloma,2020-02-14,2020-11-12,2022-03-30,2023-08-21,2023-08-21,clinicaltrials.gov_api_v2
NCT04123379,BMY,Neoadjuvant Nivolumab with CCR2/5-inhibitor or Anti-IL-8) for Non-small Cell Lung Cancer (NSCLC) or Hepatocellular Carcinoma (HCC),Tisch Cancer Institute - BMS Study # CA027-005: Neoadjuvant Nivolumab + BMS-813160 (CCR2/5-inhibitor) or BMS-986253 (anti-IL-8) for NSCLC or HCC,Icahn School of Medicine at Mount Sinai,Bristol-Myers Squibb,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE2,Nivolumab|BMS-813160|BMS-986253,Non-small Cell Lung Cancer|Hepatocellular Carcinoma,2020-03-05,2025-12-31,2025-12-31,,2025-01-17,clinicaltrials.gov_api_v2
NCT04124601,BMY,Neoadjuvant Chemoradiotherapy With Sequential Ipilimumab and Nivolumab in Rectal Cancer,"Neoadjuvant CHemoradiotherapy With Sequential Ipilimumab and NivOlumab in RECtal Cancer (CHINOREC): a Prospective Randomized, Open-label, Multicenter, Phase II Clinical Trial","Johannes Laengle, MD, PhD",Bristol-Myers Squibb,INTERVENTIONAL,COMPLETED,PHASE2,Chemoradiotherapy|Ipilimumab|Nivolumab,Rectal Cancer,2020-06-01,2024-03-15,2024-03-15,,2024-04-23,clinicaltrials.gov_api_v2
NCT04125719,BMY,PVSRIPO in Combination With Nivolumab in Melanoma,A Phase IB Trial of PVSRIPO in Combination With Nivolumab in Patients With Recurrent PD-1 Refractory Melanoma,Darell Bigner,"Duke University|Istari Oncology, Inc.|Bristol-Myers Squibb",INTERVENTIONAL,WITHDRAWN,PHASE1,PVSRIPO|Nivolumab,Melanoma,2020-06-01,2024-10-01,2024-10-01,,2020-02-11,clinicaltrials.gov_api_v2
