nct_id,ticker,brief_title,official_title,lead_sponsor,collaborators,study_type,overall_status,phases,interventions,conditions,start_date,primary_completion_date,completion_date,results_first_posted_date,last_update_posted_date,source
NCT04704154,BMY,A Trial to Learn Whether Regorafenib in Combination With Nivolumab Can Improve Tumor Responses and How Safe it is for Participants With Solid Tumors,"A Multi-indication, Single-treatment Arm, Open-label Phase 2 Study of Regorafenib and Nivolumab in Combination in Patients With Recurrent or Metastatic Solid Tumors",Bayer,"Bristol Myers Squibb Co. and Ono Pharmaceutical Co., Ltd",INTERVENTIONAL,COMPLETED,PHASE2,"Regorafenib, (Stivarga, BAY73-4506)|Nivolumab (Opdivo)",Solid Tumors,2021-02-03,2023-03-09,2024-03-29,2024-07-23,2025-04-18,clinicaltrials.gov_api_v2
NCT04709276,BMY,A Study of Chemoimmunotherapy for the Treatment of Men With Neuroendocrine or Aggressive Variant Metastatic Prostate Cancer,"A Phase II, Single Arm Study of Chemoimmunotherapy for the Treatment of Men With Neuroendocrine or Aggressive Variant Metastatic Prostate Cancer (CHAMP)","Andrew J. Armstrong, MD",Bristol-Myers Squibb,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE2,Nivolumab|Ipilimumab|Carboplatin|Cabazitaxel,Metastatic Prostate Neuroendocrine Carcinoma|Metastatic Prostate Cancer,2021-06-07,2026-02-01,2028-08-01,,2025-09-11,clinicaltrials.gov_api_v2
NCT04717154,BMY,Ipilimumab With Nivolumab for Molecular-selected Patients With Castration-resistant Prostate Cancer,Phase 2 INSPIRE Trial: Ipilimumab With Nivolumab for Molecular- Selected Patients With Castration-resistant Prostate Cancer,Radboud University Medical Center,Bristol-Myers Squibb,INTERVENTIONAL,COMPLETED,PHASE2,Ipilimumab|Nivolumab,"Prostatic Neoplasms, Castration-Resistant",2021-01-19,2024-08-15,2025-12-18,,2026-01-06,clinicaltrials.gov_api_v2
NCT04730349,BMY,"A Study of Bempegaldesleukin (BEMPEG: NKTR-214) in Combination With Nivolumab in Children, Adolescents and Young Adults With Recurrent or Treatment-resistant Cancer","Phase 1/2 Study of Bempegaldesleukin in Combination With Nivolumab in Children, Adolescents, and Young Adults With Recurrent or Refractory Malignancies (PIVOT IO 020)",Bristol-Myers Squibb,Nektar Therapeutics,INTERVENTIONAL,TERMINATED,PHASE1|PHASE2,Nivolumab|NKTR-214,"Ependymoma|Ewing Sarcoma|High-grade Glioma|Leukemia and Lymphoma|Medulloblastoma|Miscellaneous Brain Tumors|Miscellaneous Solid Tumors|Neuroblastoma|Relapsed, Refractory Malignant Neoplasms|Rhabdomyosarcoma",2021-06-03,2022-06-22,2022-06-22,2023-03-24,2023-03-24,clinicaltrials.gov_api_v2
NCT04730544,BMY,Two Combination Treatment Regimens of Nivolumab and Ipilimumab in Patients With dMMR and / or MSI mCRC.,"Analysis of the Efficacy and Safety of Two Combination Treatment Regimens of Nivolumab and Ipilimumab in Patients With dMMR and / or MSI Metastatic Colorectal Cancer: A GERCOR Open-label, Randomized, Non-comparative, Two-stage Phase II Trial (NIPISAFE).",GERCOR - Multidisciplinary Oncology Cooperative Group,Bristol-Myers Squibb,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE2,Nivolumab 480mg + Ipilimumab|Nivolumab 240 mg + Ipilimumab,Colorectal Cancer Metastatic|MSI-H Colorectal Cancer,2021-05-21,2027-04-01,2028-04-01,,2025-06-13,clinicaltrials.gov_api_v2
NCT04731467,BMY,A Study of CM24 in Combination with Nivolumab in Adults with Advanced Solid Tumors,"A Phase 1/2 Study to Assess the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Efficacy of CM24 in Combination with Nivolumab in Adults with Advanced Solid Tumors",Famewave Ltd.,Bristol-Myers Squibb,INTERVENTIONAL,COMPLETED,PHASE1|PHASE2,"CM-24 and Nivolumab - Dose Escalation|CM-24, Nivolumab, Nab paclitaxel and Gemcitabine - Expansion|CM-24, Nivolumab, and Nal-IRI/5-FU/LV - Expansion|Nivolumab, Nab paclitaxel and Gemcitabine - Expansion|Nivolumab and Nal-IRI/5-FU/LV - Expansion",Solid Tumor|Non Small Cell Lung Cancer|Pancreatic Cancer|Ovarian Cancer|Papillary Thyroid Cancer|Melanoma|Colorectal Adenocarcinoma,2021-03-19,2024-09-30,2024-09-30,,2024-12-27,clinicaltrials.gov_api_v2
NCT04735978,BMY,Study of RP3 Monotherapy and RP3 in Combination With Nivolumab in Patients With Solid Tumours,"An Open-Label, Multicenter, Phase 1 Study of RP3 as a Single Agent and in Combination With PD-1 Blockade in Patients With Solid Tumors",Replimune Inc.,Bristol-Myers Squibb,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE1,RP3|Nivolumab,Advanced Solid Tumor,2020-12-29,2026-11-30,2026-11-30,,2026-02-27,clinicaltrials.gov_api_v2
NCT04757363,BMY,A Study of Nivolumab Combined With FOLFOX and Regorafenib in People Who Have HER2-Negative Esophagogastric Cancer,A Phase II Study of Nivolumab in Combination With FOLFOX and Regorafenib in Patients With HER2-Negative Metastatic Esophagogastric Cancer,Memorial Sloan Kettering Cancer Center,Bayer|Bristol-Myers Squibb,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE2,regorafenib|nivolumab|FOLFOX chemotherapy with oxaliplatin,Esophagogastric Cancer|HER2-Negative,2021-02-11,2027-02-01,2027-02-01,,2026-03-04,clinicaltrials.gov_api_v2
NCT04772079,BMY,"A Study to Evaluate the Drug Levels, Efficacy and Safety of Deucravacitinib in Pediatric Participants With Moderate to Severe Plaque Psoriasis","A Multicenter, Randomized, Double-Blind Placebo-Controlled Phase 3 Study to Evaluate the Pharmacokinetics, Efficacy and Safety of Deucravacitinib (BMS-986165) in Pediatric Subjects With Moderate to Severe Plaque Psoriasis",Bristol-Myers Squibb,,INTERVENTIONAL,RECRUITING,PHASE3,Deucravacitinib|Placebo matching deucravacitinib,Plaque Psoriasis,2021-03-23,2029-01-01,2033-09-08,,2025-09-25,clinicaltrials.gov_api_v2
NCT04787991,BMY,Exploratory Platform Trial to Evaluate Immunotherapy Combinations With Chemotherapy for the Treatment of Patients With Previously Untreated Metastatic Pancreatic Adenocarcinoma,"A Multicenter, Open-label, ExploRatory Platform Trial to EValuate ImmunOtherapy Combinations With Chemotherapy for the Treatment of Patients With PreviousLy UnTreated MetastatIc Pancreatic AdenOcarciNoma (REVOLUTION)","Cancer Insight, LLC","Bristol-Myers Squibb|Cancer Research Institute, New York City|Akamis Bio",INTERVENTIONAL,COMPLETED,PHASE1,"Nivolumab (Cohort A)|Ipilimumab (Cohort A, B and C)|Hydroxychloroquine (HCQ) (Cohort B)|Nab-paclitaxel (nP) (Cohort A, B and C)|Gemcitabine (gem) (Cohort A, B and C)|NG350A (Cohort C)",Metastatic Pancreatic Adenocarcinoma,2021-08-09,2024-11-12,2025-07-31,,2025-10-30,clinicaltrials.gov_api_v2
NCT04810078,BMY,A Study of Subcutaneous Nivolumab Versus Intravenous Nivolumab in Participants With Previously Treated Clear Cell Renal Cell Carcinoma That is Advanced or Has Spread,"A Phase 3, Open-label, Randomized, Noninferiority Trial of Subcutaneous Formulation of Nivolumab Versus Intravenous Nivolumab in Participants With Advanced or Metastatic Clear Cell Renal Cell Carcinoma Who Have Received Prior Systemic Therapy",Bristol-Myers Squibb,,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE3,Nivolumab and rHuPH20|Nivolumab,Clear Cell Renal Cell Carcinoma,2021-05-21,2025-07-29,2027-05-10,,2025-10-09,clinicaltrials.gov_api_v2
NCT04831320,BMY,Nab-Paclitaxel in Combination With Nivolumab to Treat Recurrent or Metastatic Head and Neck Squamous-Cell Carcinoma That Progressed on a PD-1 or PD-L1 Inhibitor,"Nab-Paclitaxel in Combination With Nivolumab to Treat Recurrent or Metastatic Head and Neck Squamous-Cell Carcinoma That Progressed on a PD-1 or PD-L1 Inhibitor: A Single-Arm, Phase 2 Trial",Washington University School of Medicine,Bristol-Myers Squibb,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE2,nab-paclitaxel|Nivolumab,Metastatic Head-and-neck Squamous-cell Carcinoma,2021-09-28,2026-06-30,2027-01-31,,2025-12-30,clinicaltrials.gov_api_v2
NCT04848116,BMY,Neoadjuvant Targeting of Myeloid Cell Populations in Combination With Nivolumab in Head & Neck Ca,Neoadjuvant Targeting of Myeloid Cell Populations in Combination With Nivolumab in Head & Neck Cancer Patients Undergoing Surgery,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Bristol-Myers Squibb,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE2,Nivolumab|HuMax-IL8,Head and Neck Squamous Cell Carcinoma,2021-04-24,2026-04-01,2026-09-01,,2025-12-18,clinicaltrials.gov_api_v2
NCT04857034,BMY,A Study to Evaluate Efficacy and Safety of Deucravacitinib in Participants With Active Discoid and/or Subacute Cutaneous Lupus Erythematosus (DLE/SCLE),"A Phase 2 Randomized, Double-Blind, Placebo-Controlled Study to Evaluate Efficacy and Safety of Deucravacitinib (BMS-986165) in Participants With Active Discoid and/or Subacute Cutaneous Lupus Erythematosus (DLE/SCLE)",Bristol-Myers Squibb,,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE2,Deucravacitinib|Placebo,"Lupus Erythematosus, Discoid|Lupus Erythematosus, Subacute Cutaneous",2021-07-12,2024-08-22,2028-02-28,2025-09-10,2025-09-10,clinicaltrials.gov_api_v2
NCT04863885,BMY,Combination of Ipi/Nivo Plus Sacituzumab Govitecan in Metastatic Cisplatin Ineligible Urothelial Carcinoma Patients,Phase I/II Study of Ipilimumab Plus Nivolumab (IPI-NIVO) Combined With Sacituzumab Govitecan (SG)as First-line Treatment for Cisplatin-ineligible Metastatic Urothelial Carcinoma,H. Lee Moffitt Cancer Center and Research Institute,Bristol-Myers Squibb|Gilead Sciences,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE1|PHASE2,Ipilimumab|Nivolumab|Sacituzumab govitecan,Metastatic Urothelial Carcinoma,2021-04-30,2025-09-12,2027-10-01,,2025-12-17,clinicaltrials.gov_api_v2
NCT04876313,BMY,"An Open Label, Single-arm, Phase 2 Study of Neoadjuvant Nivolumab and Nab-paclitaxel Before Radical Cystectomy for Patients With Muscle-invasive Bladder Cancer (NURE-Combo)","An Open Label, Single-arm, Phase 2 Study of Neoadjuvant Nivolumab and Nab-paclitaxel Before Radical Cystectomy for Patients With Muscle-invasive Bladder Cancer",IRCCS San Raffaele,Bristol-Myers Squibb,INTERVENTIONAL,UNKNOWN,PHASE2,Nivolumab + Nab-paclitaxel|Nivolumab,Muscle-Invasive Bladder Carcinoma,2022-01-27,2024-12-01,2025-06-01,,2022-04-06,clinicaltrials.gov_api_v2
NCT04877990,BMY,A Study to Evaluate the Long-term Safety and Efficacy of Deucravacitinib in Participants With Crohn's Disease or Ulcerative Colitis,"An Open-label, Multi-center Extension Study to Evaluate the Long-term Safety and Efficacy of Deucravacitinib in Participants With Moderate to Severe Crohn's Disease or Moderate to Severe Ulcerative Colitis",Bristol-Myers Squibb,,INTERVENTIONAL,COMPLETED,PHASE2,Deucravacitinib,Crohn Disease|Ulcerative Colitis,2021-05-07,2023-08-29,2023-08-29,2024-09-24,2024-09-24,clinicaltrials.gov_api_v2
NCT04879368,BMY,RegoNivo vs Standard of Care Chemotherapy in AGOC,A Randomised Phase III Open Label Study of Regorafenib + Nivolumab vs Standard Chemotherapy in Refractory Advanced Gastro-Oesophageal Cancer (AGOC),Australasian Gastro-Intestinal Trials Group,Bayer|Bristol-Myers Squibb|University of Sydney|Academic and Community Cancer Research United|Taiwanese Cooperative Oncology Group|Frankfurter Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest|National Cancer Center Hospital East|Syneos Health,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE3,Regorafenib|Nivolumab|Docetaxel|Paclitaxel|Irinotecan|Trifluridine/Tipracil,Gastro-Oesophageal Cancer,2021-06-01,2025-07-09,2026-06-01,,2025-07-17,clinicaltrials.gov_api_v2
NCT04895709,BMY,A Study of BMS-986340 as Monotherapy and in Combination With Nivolumab or Docetaxel in Participants With Advanced Solid Tumors,A Phase 1/2 Study of BMS-986340 as Monotherapy and in Combination With Nivolumab or Docetaxel in Participants With Advanced Solid Tumors,Bristol-Myers Squibb,,INTERVENTIONAL,RECRUITING,PHASE1|PHASE2,BMS-986340|BMS-936558-01|Docetaxel,"Cervical Cancer|Gastric/Gastroesophageal Junction Adenocarcinoma|Microsatellite Stable Colorectal Cancer|Non-Small-Cell Lung Cancer|Squamous Cell Carcinoma of Head and Neck|Carcinoma, Renal Cell|Urothelial Carcinoma|Pancreatic Adenocarcinoma|Melanoma|Ovarian Neoplasms|Triple Negative Breast Neoplasms",2021-05-27,2028-07-07,2028-07-07,,2026-02-25,clinicaltrials.gov_api_v2
NCT04900818,BMY,Study of TJ033721 (Givastomig) in Subjects With Advanced or Metastatic Solid Tumors,A Phase 1 Study of TJ033721 in Subjects With Advanced or Metastatic Solid Tumors,I-Mab Biopharma US Limited,Bristol-Myers Squibb,INTERVENTIONAL,RECRUITING,PHASE1,"TJ033721 (givastomig)|TJ033721 (givastomig) , nivolumab, chemotherapy|TJ033721 (givastomig), chemotherapy|TJ033721 (givastomig), durvalumab, chemotherapy",Solid Tumor|Advanced Cancer|Metastatic Cancer|Gastric Cancer|Gastroesophageal Junction Carcinoma|Esophageal Adenocarcinoma|PDAC - Pancreatic Ductal Adenocarcinoma|Biliary Tract Cancer (BTC),2021-06-29,2026-12-01,2027-12-01,,2026-03-05,clinicaltrials.gov_api_v2
NCT04908189,BMY,A Study to Determine the Efficacy and Safety of Deucravacitinib Compared With Placebo in Participants With Active Psoriatic Arthritis (PsA) Who Are Naïve to Biologic Disease Modifying Anti-rheumatic Drugs or Had Previously Received TNFα Inhibitor Treatment,"A Multi-center, Randomized, Double-blind, Placebo-controlled Phase 3 Study to Evaluate the Efficacy and Safety of Deucravacitinib in Participants With Active Psoriatic Arthritis (PsA) Who Are Naïve to Biologic Disease Modifying Anti-rheumatic Drugs or Had Previously Received TNFα Inhibitor Treatment",Bristol-Myers Squibb,,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE3,Deucravacitinib|Placebo|Apremilast,Psoriatic Arthritis,2021-07-15,2024-02-06,2026-11-12,2025-04-13,2025-06-13,clinicaltrials.gov_api_v2
NCT04908202,BMY,A Study to Determine the Efficacy and Safety of Deucravacitinib Compared With Placebo in Participants With Active Psoriatic Arthritis (PsA) Who Are Naïve to Biologic Disease-modifying Anti-rheumatic Drugs,"A Phase 3, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Efficacy and Safety of Deucravacitinib in Participants With Active Psoriatic Arthritis Who Are Naïve to Biologic Disease-modifying Anti-rheumatic Drugs",Bristol-Myers Squibb,,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE3,Deucravacitinib|Placebo,Psoriatic Arthritis,2021-07-13,2024-09-05,2027-06-10,2025-10-24,2025-10-24,clinicaltrials.gov_api_v2
NCT04912765,BMY,Neoantigen Dendritic Cell Vaccine and Nivolumab in HCC and Liver Metastases From CRC,"An Open Label, Single-arm, Phase II Neoantigen (NA) Dendritic Cell (DC) Vaccine and Anti-PD1 (Nivolumab) as Adjuvant Treatment in Resected Hepatocellular Carcinoma (HCC) (Group A) and Liver Metastases From Colorectal Cancer (CRLM) (Group B)","National Cancer Centre, Singapore",Bristol-Myers Squibb,INTERVENTIONAL,RECRUITING,PHASE2,Neoantigen Dendritic Cell Vaccine|Nivolumab,Hepatocellular Carcinoma|Hepatocellular Cancer|Colorectal Cancer|Colorectal Carcinoma|Liver Metastases,2021-04-15,2026-12-01,2027-06-01,,2025-09-23,clinicaltrials.gov_api_v2
NCT04933903,BMY,"BrUOG 397: NEO Rad (LOW): Neoadjuvant Low Dose Stereotactic Body Radiotherapy, Ipilimumab and Nivolumab","BrUOG 397: NEO Rad (LOW): Neoadjuvant Low Dose Stereotactic Body Radiotherapy, Ipilimumab and Nivolumab for Patients With Resectable Stage IB - III Non-Small Cell Lung Cancer",Brown University,Bristol-Myers Squibb,INTERVENTIONAL,RECRUITING,PHASE2,Ipilimumab|Nivolumab|SBRT,Non Small Cell Lung Cancer,2021-10-05,2026-06-01,2026-09-01,,2026-03-31,clinicaltrials.gov_api_v2
NCT04938232,BMY,Ipilimumab With or Without Nivolumab in Relapsed/Refractory cHL,A Phase II Trial of Ipilimumab With and Without Nivolumab in Patients With Relapsed/Refractory Classic Hodgkin Lymphoma,Dana-Farber Cancer Institute,Bristol-Myers Squibb,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE2,Nivolumab|Ipilimumab,"Hodgkin Lymphoma|Relapsed Hodgkin's Disease, Adult|Refractory Hodgkin Lymphoma",2021-06-04,2024-04-01,2026-08-01,2025-04-03,2026-02-05,clinicaltrials.gov_api_v2
NCT04943900,BMY,A Study of BMS-986416 With and Without Nivolumab in Select Solid Tumors,A Phase 1 Study of BMS-986416 Alone and in Combination With Nivolumab in Select Solid Tumors,Bristol-Myers Squibb,,INTERVENTIONAL,COMPLETED,PHASE1,BMS-986416|Nivolumab,Advanced Solid Tumors,2021-08-09,2025-02-27,2025-02-27,,2025-04-09,clinicaltrials.gov_api_v2
NCT04949113,BMY,Neoadjuvant Ipilimumab Plus Nivolumab Versus Standard Adjuvant Nivolumab in Macroscopic Stage III Melanoma,Multicenter Phase 3 Trial Comparing Neoadjuvant Ipilimumab Plus Nivolumab Versus Standard Adjuvant Nivolumab in Macroscopic Stage III Melanoma - NADINA,The Netherlands Cancer Institute,Bristol-Myers Squibb,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE3,Neoadjuvant ipilimumab + nivolumab|Adjuvant nivolumab,Malignant Melanoma Stage III,2021-07-08,2024-01-12,2028-12-19,,2024-03-08,clinicaltrials.gov_api_v2
NCT04949269,BMY,A Study to Evaluate the Drug Levels of Deucravacitinib From Tablets After Oral Administration in Healthy Participants,"A Phase 1, Open-label, Crossover Study to Evaluate the Pharmacokinetics of Deucravacitinib (BMS-986165) Administered as Various Solid Tablet Formulations in Healthy Subjects",Bristol-Myers Squibb,,INTERVENTIONAL,COMPLETED,PHASE1,Deucravacitinib|Famotidine,Healthy Participants,2021-07-20,2022-01-03,2022-01-03,,2022-03-11,clinicaltrials.gov_api_v2
NCT04963283,BMY,Study of Cabozantinib and Nivolumab in Refractory Metastatic Microsatellite Stable (MSS) Colorectal Cancer,A Phase II Study of Cabozantinib and Nivolumab in Refractory Metastatic Microsatellite Stable (MSS) Colorectal Cancer,"University of Colorado, Denver","National Cancer Institute (NCI)|Criterium, Inc.|Bristol-Myers Squibb|Exelixis",INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE2,Cabozantinib|Nivolumab,Colorectal Adenocarcinoma|Colon Cancer|Colon Adenocarcinoma|Rectum Cancer|Rectal Cancer|Rectal Adenocarcinoma|Colorectal Cancer,2021-06-23,2026-02-24,2027-02-09,,2026-03-31,clinicaltrials.gov_api_v2
NCT04966663,BMY,Using ctDNA to Determine Therapies for Lung Cancer,From Liquid Biopsy to Cure: Using ctDNA Detection of Minimal Residual Disease to Identify Patients for Curative Therapy After Lung Cancer Resection,"University Health Network, Toronto",Bristol-Myers Squibb,INTERVENTIONAL,RECRUITING,PHASE2,Nivolumab|Pemetrexed|Gemcitabine|Cisplatin|Carboplatin|ctDNA blood test,Non Small Cell Lung Cancer|Complete Surgical Resection|Circulating Tumor DNA,2022-03-28,2026-08-01,2026-12-01,,2025-12-18,clinicaltrials.gov_api_v2
NCT04966676,BMY,Study of Nivolumab-Ipilimumab and cfDNA in Lung Cancer,Beyond Chemotherapy: Nivolumab-Ipilimumab With cfDNA-guided Treatment Intensification as a Chemotherapy-sparing Strategy in Metastatic Non-small Cell Lung Cancer,"University Health Network, Toronto",Bristol-Myers Squibb,INTERVENTIONAL,TERMINATED,PHASE2,cfDNA blood test|Nivolumab|Ipilimumab|Platinum-based Chemotherapy,Non Small Cell Lung Cancer,2022-01-24,2025-02-19,2025-02-19,,2026-01-08,clinicaltrials.gov_api_v2
NCT04969887,BMY,Combination Immunotherapy in Rare Cancers Under InvesTigation,Ipilimumab and Nivolumab Combination Therapy in Patients With Selected Immunotherapy Sensitive Advanced Rare Cancers,Olivia Newton-John Cancer Research Institute,Bristol-Myers Squibb,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE2,Ipilimumab|Nivolumab,Advanced Biliary Tract Cancer|Neuroendocrine Tumors|Female Reproductive System Neoplasm|MSI-H Solid Malignant Tumor,2021-08-03,2025-03-01,2027-03-01,,2026-02-27,clinicaltrials.gov_api_v2
NCT04978298,BMY,Study to Evaluate the Pressor Effect of Oral Tyramine During Ozanimod Treatment in Healthy Adult Participants,"A Phase 1, Randomized, Double-blind, Placebo- and Positive-controlled Study to Evaluate the Effect of Ozanimod on Pressor Response to Oral Tyramine in Healthy Adult Subjects",Celgene,,INTERVENTIONAL,COMPLETED,PHASE1,Placebo|Rasigiline|Phenelzine|Ozanimod,Healthy Volunteers,2021-07-19,2023-02-26,2023-02-26,,2023-08-31,clinicaltrials.gov_api_v2
NCT04984733,BMY,Temozolomide + Nivolumab in MGMT Methylated Oesophagogastric Cancer,An Open Label Single Arm Phase II Trial in Patients With Advanced Unresectable Previously Treated Oesophagogastric Adenocarcinoma Which is MGMT Deficient,University of Southampton,Bristol-Myers Squibb,INTERVENTIONAL,RECRUITING,PHASE2,Temozolomide|Temozolomide 50mg/m2/day|Temozolomide 3 month|Temozolomide 24month,Adenocarcinoma - GEJ|Cancer of Esophagus,2021-09-28,2024-07-01,2026-07-01,,2023-11-29,clinicaltrials.gov_api_v2
NCT04987203,BMY,Study to Compare Tivozanib in Combination With Nivolumab to Tivozanib Monotherapy in Subjects With Renal Cell Carcinoma,"TiNivo-2: A Phase 3, Randomized, Controlled, Multicenter, Open-label Study to Compare Tivozanib in Combination With Nivolumab to Tivozanib Monotherapy in Subjects With Renal Cell Carcinoma Who Have Progressed Following One or Two Lines of Therapy Where One Line Has an Immune Checkpoint Inhibitor","AVEO Pharmaceuticals, Inc.",Parexel|Bristol-Myers Squibb,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,PHASE3,Tivozanib|Nivolumab,Renal Cell Carcinoma,2021-09-09,2025-09-30,2025-12-30,,2025-08-22,clinicaltrials.gov_api_v2
NCT04989946,BMY,"Androgen Deprivation, With or Without pTVG-AR, and With or Without T-Cell Checkpoint Blockade, in Patients With Newly Diagnosed, High-Risk Prostate Cancer","Phase I/II Trial of Androgen Deprivation, With or Without pTVG-AR, and With or Without T-Cell Checkpoint Blockade, in Patients With Newly Diagnosed, High-Risk Prostate Cancer","University of Wisconsin, Madison",United States Department of Defense|Regeneron Pharmaceuticals|Bristol-Myers Squibb|National Cancer Institute (NCI),INTERVENTIONAL,RECRUITING,PHASE1|PHASE2,Degarelix|pTVG-AR|Nivolumab|Cemiplimab|Fianlimab|FLT PET/CT,Prostate Cancer,2021-12-16,2026-12-01,2028-12-01,,2026-01-28,clinicaltrials.gov_api_v2
NCT05001152,BMY,Taste Assessment of Ozanimod,An Open-Label Taste Assessment of Ozanimod in Healthy Subjects,Bristol-Myers Squibb,,INTERVENTIONAL,COMPLETED,PHASE1,Ozanimod,Healthy Volunteers,2021-09-09,2021-09-17,2021-09-27,,2023-06-18,clinicaltrials.gov_api_v2
NCT05002569,BMY,A Study to Assess Adjuvant Immunotherapy With Nivolumab Plus Relatlimab Versus Nivolumab Alone After Complete Resection of Stage III-IV Melanoma,"A Phase 3, Randomized, Double-blind Study of Adjuvant Immunotherapy With Nivolumab + Relatlimab Fixed-dose Combination Versus Nivolumab Monotherapy After Complete Resection of Stage III-IV Melanoma",Bristol-Myers Squibb,,INTERVENTIONAL,TERMINATED,PHASE3,Nivolumab|Nivolumab + Relatlimab Fixed Dose Combination,Melanoma,2021-10-19,2024-12-16,2025-04-02,2026-01-08,2026-01-08,clinicaltrials.gov_api_v2
NCT05005273,BMY,A Study to Assess BMS-986207 in Combination With Nivolumab and Ipilimumab as First-line Treatment for Participants With Stage IV Non-Small Cell Lung Cancer,A Phase 2 Randomized Study of BMS-986207 in Combination With Nivolumab and Ipilimumab as First-line Treatment for Participants With Stage IV Non-Small Cell Lung Cancer,Bristol-Myers Squibb,,INTERVENTIONAL,COMPLETED,PHASE2,Nivolumab|Ipilimumab|BMS-986207|Placebo,Non-Small Cell Lung Cancer,2022-10-03,2022-12-27,2022-12-27,2024-02-28,2024-02-28,clinicaltrials.gov_api_v2
NCT05028634,BMY,Safety Study to Evaluate Immune Response of Vaccines in Participants With Relapsing Forms of Multiple Sclerosis Who Receive Ozanimod Compared to Non-Pegylated Interferon (IFN)-β or No Disease Modifying Therapy,"A Phase 3b, Multicenter, Open-label Study to Evaluate the Immune Response to, and the Safety of, Vaccines in Participants With Relapsing Forms of Multiple Sclerosis Who Receive Oral Ozanimod Compared to Non-pegylated Interferon (IFN)-β or No Disease Modifying Therapy",Celgene,,INTERVENTIONAL,COMPLETED,PHASE3,"Tetanus, diphtheria, and acellular pertussis vaccine|Pneumococcal polysaccharide vaccine|Seasonal influenza vaccine","Multiple Sclerosis|Multiple Sclerosis, Relapsing-Remitting",2021-11-11,2023-11-15,2023-11-15,2025-01-22,2025-02-11,clinicaltrials.gov_api_v2
NCT05043714,BMY,Study of NG-641 in Combination With Nivolumab in Metastatic or Advanced Epithelial Tumours,"A Multicentre, Open-label, Non-randomized, Phase 1a/1b Study of NG-641, a Tumour-selective and Transgene-expressing Adenoviral Vector, in Combination With Nivolumab (or Standard of Care PD-1 Inhibition) in Patients With Metastatic or Advanced Epithelial Tumours (NEBULA)",Akamis Bio,Bristol-Myers Squibb,INTERVENTIONAL,COMPLETED,PHASE1,NG-641 in combination with Nivolumab,Metastatic Cancer|Epithelial Tumor,2021-12-01,2023-11-13,2024-10-04,,2025-03-24,clinicaltrials.gov_api_v2
NCT05048212,BMY,A Phase II Study of Nivolumab With Ipilimumab and Cabozantinib in Patients With Untreated Renal Cell Carcinoma Brain Metastases,A Phase II Study of Nivolumab With Ipilimumab and Cabozantinib in Patients With Untreated Renal Cell Carcinoma Brain Metastases,M.D. Anderson Cancer Center,Exelixis|Bristol-Myers Squibb,INTERVENTIONAL,RECRUITING,PHASE2,Nivolumab|Ipilimumab|Cabozantinib,Brain Metastases|Renal Cell Carcinoma,2022-09-20,2027-01-31,2027-01-31,,2026-03-02,clinicaltrials.gov_api_v2
NCT05076175,BMY,A Study Investigating Oral Ozanimod (RPC1063) in Pediatric Participants With Moderate to Severe Active Ulcerative Colitis,"A Phase 2/3, Multicenter, Randomized, Double-Blind Study to Evaluate the Efficacy, Safety, Pharmacokinetics and Pharmacodynamics of Oral Ozanimod (RPC1063) in Pediatric Subjects With Moderately to Severely Active Ulcerative Colitis With an Inadequate Response to Conventional Therapy",Bristol-Myers Squibb,,INTERVENTIONAL,RECRUITING,PHASE2|PHASE3,Ozanimod,"Colitis, Ulcerative",2022-05-30,2026-05-22,2031-08-14,,2026-03-11,clinicaltrials.gov_api_v2
NCT05088889,BMY,Maintenance Ipilimumab + Nivolumab Post Induction Chemotherapy + SBRT for First Line Treatment Stage IV Pancreatic Cancer,Maintenance Ipilimumab + Nivolumab Post Induction Chemotherapy + SBRT for First Line,Sheba Medical Center,Bristol-Myers Squibb,INTERVENTIONAL,UNKNOWN,PHASE1,Nivolumab|ipilimumab|Stereotactic body radiation therapy|Low dose irradiation,Stage IV Pancreatic Cancer,2022-01-25,2024-07-01,2024-07-01,,2023-11-28,clinicaltrials.gov_api_v2
