metric,phase3_price_only,phase4_price_sentiment,delta_p4_minus_p3
cumulative_return_pct,12.106765010952516,-2.700686824139764,-14.80745183509228
ann_sharpe,0.4453792207139211,0.0013243953331210279,-0.4440548253808001
ann_sortino,0.7180824605432411,0.0020455247244347695,-0.7160369358188063
max_drawdown_pct,-15.215890837719648,-18.387630352292728,-3.17173951457308
alpha_vs_xph_ann_pct,9.15278658571772,2.205871858955896,-6.9469147267618245
