metric,phase3_price_only,phase4_price_sentiment,phase5_rich_fda,delta_p5_minus_p4
cumulative_return_pct,12.106765010952516,-2.700686824139764,5.016599058664184,7.717285882803948
ann_sharpe,0.4453792207139211,0.001324395333121,0.22244882947970976,0.22112443414658875
ann_sortino,0.7180824605432411,0.0020455247244347,0.3906157431638612,0.3885702184394265
max_drawdown_pct,-15.215890837719648,-18.387630352292728,-25.551392171409017,-7.163761819116289
alpha_vs_xph_ann_pct,9.15278658571772,2.205871858955896,6.488122976453996,4.2822511174981
