candidate,score,mean_sharpe,mean_cumret,mean_mdd,mean_sell_ratio,mean_hold_ratio,mean_buy_ratio,mean_max_action_ratio,collapse_penalty,buy_penalty,hold_penalty,sharpe_gate_penalty,params
base_tuned,-3.1086496494855376,-2.544751213976957,0.1442925973843281,-0.15168665792536545,0.125,0.4375,0.4375,0.625,0.0,0.0,0.0,0.75,"{""learning_rate"": 0.00014312907952658717, ""n_steps"": 512, ""batch_size"": 512, ""n_epochs"": 10, ""gamma"": 0.995, ""gae_lambda"": 0.9, ""ent_coef"": 0.001, ""vf_coef"": 0.75, ""clip_range"": 0.3, ""policy_kwargs"": {""features_extractor_class"": ""Phase5MultimodalExtractor"", ""features_extractor_kwargs"": {""price_hidden"": 128, ""sent_hidden"": 64, ""fda_hidden"": 64, ""fusion_dim"": 256, ""num_attention_heads"": 4}, ""net_arch"": {""pi"": [128, 64], ""vf"": [128, 64]}}, ""ent_coef_final"": 0.0001}"
lower_lr_small_net,-3.216091139236621,-2.8387108898497804,0.2659107619381167,-0.13123196147007743,0.0,0.6875,0.3125,0.6875,0.0,0.0,0.0,0.75,"{""learning_rate"": 7.156453976329359e-05, ""n_steps"": 512, ""batch_size"": 512, ""n_epochs"": 10, ""gamma"": 0.995, ""gae_lambda"": 0.9, ""ent_coef"": 0.001, ""vf_coef"": 0.75, ""clip_range"": 0.3, ""policy_kwargs"": {""features_extractor_class"": ""Phase5MultimodalExtractor"", ""features_extractor_kwargs"": {""price_hidden"": 128, ""sent_hidden"": 64, ""fda_hidden"": 64, ""fusion_dim"": 256, ""num_attention_heads"": 4}, ""net_arch"": {""pi"": [128, 64], ""vf"": [128, 64]}}, ""ent_coef_final"": 0.0}"
no_exploration_late,-3.396758077271096,-2.8253958847840113,0.1481291909281084,-0.21777989439623463,0.125,0.582093253968254,0.29290674603174605,0.582093253968254,0.0,0.0,0.0,0.75,"{""learning_rate"": 0.00014312907952658717, ""n_steps"": 512, ""batch_size"": 512, ""n_epochs"": 10, ""gamma"": 0.995, ""gae_lambda"": 0.9, ""ent_coef"": 0.001, ""vf_coef"": 0.75, ""clip_range"": 0.3, ""policy_kwargs"": {""features_extractor_class"": ""Phase5MultimodalExtractor"", ""features_extractor_kwargs"": {""price_hidden"": 128, ""sent_hidden"": 64, ""fda_hidden"": 64, ""fusion_dim"": 256, ""num_attention_heads"": 4}, ""net_arch"": {""pi"": [128, 64], ""vf"": [128, 64]}}, ""ent_coef_final"": 0.0}"
low_lr_stable_steps,-4.180546133984915,-3.540793103198264,0.09397907676460227,-0.1536082296677697,0.0,0.75,0.25,0.75,0.0,0.0,0.0,0.75,"{""learning_rate"": 4.293872385797615e-05, ""n_steps"": 1024, ""batch_size"": 128, ""n_epochs"": 10, ""gamma"": 0.995, ""gae_lambda"": 0.9, ""ent_coef"": 0.001, ""vf_coef"": 0.75, ""clip_range"": 0.3, ""policy_kwargs"": {""features_extractor_class"": ""Phase5MultimodalExtractor"", ""features_extractor_kwargs"": {""price_hidden"": 128, ""sent_hidden"": 64, ""fda_hidden"": 64, ""fusion_dim"": 256, ""num_attention_heads"": 4}, ""net_arch"": {""pi"": [128, 64], ""vf"": [128, 64]}}, ""ent_coef_final"": 0.0}"
