date,ticker,sentiment_pos,sentiment_neg,sentiment_neu,n_filings,net_sentiment
2018-05-07,PFE,0.0,0.0,1.0,0,0.0
2018-05-08,PFE,0.0,0.0,1.0,0,0.0
2018-05-09,PFE,0.0,0.0,1.0,0,0.0
2018-05-10,PFE,0.0,0.0,1.0,0,0.0
2018-05-11,PFE,0.0,0.0,1.0,0,0.0
2018-05-14,PFE,0.0,0.0,1.0,0,0.0
2018-05-15,PFE,0.0,0.0,1.0,0,0.0
2018-05-16,PFE,0.0,0.0,1.0,0,0.0
2018-05-17,PFE,0.0,0.0,1.0,0,0.0
2018-05-18,PFE,0.0,0.0,1.0,0,0.0
2018-05-21,PFE,0.0,0.0,1.0,0,0.0
2018-05-22,PFE,0.0,0.0,1.0,0,0.0
2018-05-23,PFE,0.0,0.0,1.0,0,0.0
2018-05-24,PFE,0.0,0.0,1.0,0,0.0
2018-05-25,PFE,0.0,0.0,1.0,0,0.0
2018-05-29,PFE,0.0,0.0,1.0,0,0.0
2018-05-30,PFE,0.0,0.0,1.0,0,0.0
2018-05-31,PFE,0.0,0.0,1.0,0,0.0
2018-06-01,PFE,0.0,0.0,1.0,0,0.0
2018-06-04,PFE,0.0,0.0,1.0,0,0.0
2018-06-05,PFE,0.0,0.0,1.0,0,0.0
2018-06-06,PFE,0.0,0.0,1.0,0,0.0
2018-06-07,PFE,0.0,0.0,1.0,0,0.0
2018-06-08,PFE,0.0,0.0,1.0,0,0.0
2018-06-11,PFE,0.0,0.0,1.0,0,0.0
2018-06-12,PFE,0.0,0.0,1.0,0,0.0
2018-06-13,PFE,0.0,0.0,1.0,0,0.0
2018-06-14,PFE,0.0,0.0,1.0,0,0.0
2018-06-15,PFE,0.0,0.0,1.0,0,0.0
2018-06-18,PFE,0.0,0.0,1.0,0,0.0
2018-06-19,PFE,0.0,0.0,1.0,0,0.0
2018-06-20,PFE,0.0,0.0,1.0,0,0.0
2018-06-21,PFE,0.0,0.0,1.0,0,0.0
2018-06-22,PFE,0.0,0.0,1.0,0,0.0
2018-06-25,PFE,0.0,0.0,1.0,0,0.0
2018-06-26,PFE,0.0,0.0,1.0,0,0.0
2018-06-27,PFE,0.0,0.0,1.0,0,0.0
2018-06-28,PFE,0.0,0.0,1.0,0,0.0
2018-06-29,PFE,0.0,0.0,1.0,0,0.0
2018-07-02,PFE,0.0,0.0,1.0,0,0.0
2018-07-03,PFE,0.0,0.0,1.0,0,0.0
2018-07-05,PFE,0.0,0.0,1.0,0,0.0
2018-07-06,PFE,0.0,0.0,1.0,0,0.0
2018-07-09,PFE,0.0,0.0,1.0,0,0.0
2018-07-10,PFE,0.0,0.0,1.0,0,0.0
2018-07-11,PFE,0.0,0.0,1.0,0,0.0
2018-07-12,PFE,0.0,0.0,1.0,0,0.0
2018-07-13,PFE,0.0,0.0,1.0,0,0.0
2018-07-16,PFE,0.0,0.0,1.0,0,0.0
2018-07-17,PFE,0.0,0.0,1.0,0,0.0
2018-07-18,PFE,0.0,0.0,1.0,0,0.0
2018-07-19,PFE,0.0,0.0,1.0,0,0.0
2018-07-20,PFE,0.0,0.0,1.0,0,0.0
2018-07-23,PFE,0.0,0.0,1.0,0,0.0
2018-07-24,PFE,0.0,0.0,1.0,0,0.0
2018-07-25,PFE,0.0,0.0,1.0,0,0.0
2018-07-26,PFE,0.0,0.0,1.0,0,0.0
2018-07-27,PFE,0.0,0.0,1.0,0,0.0
2018-07-30,PFE,0.0,0.0,1.0,0,0.0
2018-07-31,PFE,0.018920158967375755,0.03996787592768669,0.9411119818687439,1,-0.021047716960310936
2018-08-01,PFE,0.018920158967375755,0.03996787592768669,0.9411119818687439,0,-0.021047716960310936
2018-08-02,PFE,0.0,0.0,1.0,0,0.0
2018-08-03,PFE,0.0,0.0,1.0,0,0.0
2018-08-06,PFE,0.0,0.0,1.0,0,0.0
2018-08-07,PFE,0.0,0.0,1.0,0,0.0
2018-08-08,PFE,0.0,0.0,1.0,0,0.0
2018-08-09,PFE,0.0,0.0,1.0,0,0.0
2018-08-10,PFE,0.0,0.0,1.0,0,0.0
2018-08-13,PFE,0.0,0.0,1.0,0,0.0
2018-08-14,PFE,0.0,0.0,1.0,0,0.0
2018-08-15,PFE,0.0,0.0,1.0,0,0.0
2018-08-16,PFE,0.0,0.0,1.0,0,0.0
2018-08-17,PFE,0.0,0.0,1.0,0,0.0
2018-08-20,PFE,0.0,0.0,1.0,0,0.0
2018-08-21,PFE,0.0,0.0,1.0,0,0.0
2018-08-22,PFE,0.0,0.0,1.0,0,0.0
2018-08-23,PFE,0.0,0.0,1.0,0,0.0
2018-08-24,PFE,0.0,0.0,1.0,0,0.0
2018-08-27,PFE,0.0,0.0,1.0,0,0.0
2018-08-28,PFE,0.0,0.0,1.0,0,0.0
2018-08-29,PFE,0.0,0.0,1.0,0,0.0
2018-08-30,PFE,0.0,0.0,1.0,0,0.0
2018-08-31,PFE,0.0,0.0,1.0,0,0.0
2018-09-04,PFE,0.0,0.0,1.0,0,0.0
2018-09-05,PFE,0.0,0.0,1.0,0,0.0
2018-09-06,PFE,0.0,0.0,1.0,0,0.0
2018-09-07,PFE,0.01870495267212391,0.03988928720355034,0.9414056539535522,1,-0.02118433453142643
2018-09-10,PFE,0.01870495267212391,0.03988928720355034,0.9414056539535522,0,-0.02118433453142643
2018-09-11,PFE,0.0,0.0,1.0,0,0.0
2018-09-12,PFE,0.0,0.0,1.0,0,0.0
2018-09-13,PFE,0.0,0.0,1.0,0,0.0
2018-09-14,PFE,0.0,0.0,1.0,0,0.0
2018-09-17,PFE,0.0,0.0,1.0,0,0.0
2018-09-18,PFE,0.0,0.0,1.0,0,0.0
2018-09-19,PFE,0.0,0.0,1.0,0,0.0
2018-09-20,PFE,0.0,0.0,1.0,0,0.0
2018-09-21,PFE,0.0,0.0,1.0,0,0.0
2018-09-24,PFE,0.0,0.0,1.0,0,0.0
2018-09-25,PFE,0.0,0.0,1.0,0,0.0
2018-09-26,PFE,0.0,0.0,1.0,0,0.0
2018-09-27,PFE,0.0,0.0,1.0,0,0.0
2018-09-28,PFE,0.0,0.0,1.0,0,0.0
2018-10-01,PFE,0.01920619234442711,0.04044615849852562,0.9403476119041443,1,-0.02123996615409851
2018-10-02,PFE,0.01920619234442711,0.04044615849852562,0.9403476119041443,0,-0.02123996615409851
2018-10-03,PFE,0.0,0.0,1.0,0,0.0
2018-10-04,PFE,0.0,0.0,1.0,0,0.0
2018-10-05,PFE,0.0,0.0,1.0,0,0.0
2018-10-08,PFE,0.0,0.0,1.0,0,0.0
2018-10-09,PFE,0.0,0.0,1.0,0,0.0
2018-10-10,PFE,0.0,0.0,1.0,0,0.0
2018-10-11,PFE,0.0,0.0,1.0,0,0.0
2018-10-12,PFE,0.0,0.0,1.0,0,0.0
2018-10-15,PFE,0.0,0.0,1.0,0,0.0
2018-10-16,PFE,0.0,0.0,1.0,0,0.0
2018-10-17,PFE,0.0,0.0,1.0,0,0.0
2018-10-18,PFE,0.0,0.0,1.0,0,0.0
2018-10-19,PFE,0.0,0.0,1.0,0,0.0
2018-10-22,PFE,0.0,0.0,1.0,0,0.0
2018-10-23,PFE,0.0,0.0,1.0,0,0.0
2018-10-24,PFE,0.0,0.0,1.0,0,0.0
2018-10-25,PFE,0.0,0.0,1.0,0,0.0
2018-10-26,PFE,0.0,0.0,1.0,0,0.0
2018-10-29,PFE,0.0,0.0,1.0,0,0.0
2018-10-30,PFE,0.019018083810806274,0.03874390944838524,0.9422380924224854,1,-0.019725825637578964
2018-10-31,PFE,0.019018083810806274,0.03874390944838524,0.9422380924224854,0,-0.019725825637578964
2018-11-01,PFE,0.0,0.0,1.0,0,0.0
2018-11-02,PFE,0.0,0.0,1.0,0,0.0
2018-11-05,PFE,0.0,0.0,1.0,0,0.0
2018-11-06,PFE,0.0,0.0,1.0,0,0.0
2018-11-07,PFE,0.0,0.0,1.0,0,0.0
2018-11-08,PFE,0.0,0.0,1.0,0,0.0
2018-11-09,PFE,0.0,0.0,1.0,0,0.0
2018-11-12,PFE,0.0,0.0,1.0,0,0.0
2018-11-13,PFE,0.0,0.0,1.0,0,0.0
2018-11-14,PFE,0.0,0.0,1.0,0,0.0
2018-11-15,PFE,0.0,0.0,1.0,0,0.0
2018-11-16,PFE,0.0,0.0,1.0,0,0.0
2018-11-19,PFE,0.0,0.0,1.0,0,0.0
2018-11-20,PFE,0.0,0.0,1.0,0,0.0
2018-11-21,PFE,0.0,0.0,1.0,0,0.0
2018-11-23,PFE,0.0,0.0,1.0,0,0.0
2018-11-26,PFE,0.0,0.0,1.0,0,0.0
2018-11-27,PFE,0.0,0.0,1.0,0,0.0
2018-11-28,PFE,0.0,0.0,1.0,0,0.0
2018-11-29,PFE,0.0,0.0,1.0,0,0.0
2018-11-30,PFE,0.0,0.0,1.0,0,0.0
2018-12-03,PFE,0.0,0.0,1.0,0,0.0
2018-12-04,PFE,0.0,0.0,1.0,0,0.0
2018-12-06,PFE,0.0,0.0,1.0,0,0.0
2018-12-07,PFE,0.02005075290799141,0.03837255388498306,0.9415767192840576,1,-0.018321800976991653
2018-12-10,PFE,0.02005075290799141,0.03837255388498306,0.9415767192840576,0,-0.018321800976991653
2018-12-11,PFE,0.0,0.0,1.0,0,0.0
2018-12-12,PFE,0.0,0.0,1.0,0,0.0
2018-12-13,PFE,0.0,0.0,1.0,0,0.0
2018-12-14,PFE,0.0,0.0,1.0,0,0.0
2018-12-17,PFE,0.0,0.0,1.0,0,0.0
2018-12-18,PFE,0.0,0.0,1.0,0,0.0
2018-12-19,PFE,0.019694415852427483,0.03933464363217354,0.9409708976745605,1,-0.019640227779746056
2018-12-20,PFE,0.019694415852427483,0.03933464363217354,0.9409708976745605,0,-0.019640227779746056
2018-12-21,PFE,0.01977377012372017,0.03932620584964752,0.9409000873565674,1,-0.019552435725927353
2018-12-24,PFE,0.01977377012372017,0.03932620584964752,0.9409000873565674,0,-0.019552435725927353
2018-12-26,PFE,0.0,0.0,1.0,0,0.0
2018-12-27,PFE,0.0,0.0,1.0,0,0.0
2018-12-28,PFE,0.0,0.0,1.0,0,0.0
2018-12-31,PFE,0.0,0.0,1.0,0,0.0
2019-01-02,PFE,0.0,0.0,1.0,0,0.0
2019-01-03,PFE,0.0,0.0,1.0,0,0.0
2019-01-04,PFE,0.0,0.0,1.0,0,0.0
2019-01-07,PFE,0.0,0.0,1.0,0,0.0
2019-01-08,PFE,0.0,0.0,1.0,0,0.0
2019-01-09,PFE,0.0,0.0,1.0,0,0.0
2019-01-10,PFE,0.0,0.0,1.0,0,0.0
2019-01-11,PFE,0.0,0.0,1.0,0,0.0
2019-01-14,PFE,0.0,0.0,1.0,0,0.0
2019-01-15,PFE,0.0,0.0,1.0,0,0.0
2019-01-16,PFE,0.0,0.0,1.0,0,0.0
2019-01-17,PFE,0.0,0.0,1.0,0,0.0
2019-01-18,PFE,0.0,0.0,1.0,0,0.0
2019-01-22,PFE,0.0,0.0,1.0,0,0.0
2019-01-23,PFE,0.0,0.0,1.0,0,0.0
2019-01-24,PFE,0.0,0.0,1.0,0,0.0
2019-01-25,PFE,0.0,0.0,1.0,0,0.0
2019-01-28,PFE,0.0,0.0,1.0,0,0.0
2019-01-29,PFE,0.019219232723116875,0.03770903870463371,0.943071722984314,1,-0.018489805981516838
2019-01-30,PFE,0.019219232723116875,0.03770903870463371,0.943071722984314,0,-0.018489805981516838
2019-01-31,PFE,0.0,0.0,1.0,0,0.0
2019-02-01,PFE,0.0,0.0,1.0,0,0.0
2019-02-04,PFE,0.0,0.0,1.0,0,0.0
2019-02-05,PFE,0.0,0.0,1.0,0,0.0
2019-02-06,PFE,0.0,0.0,1.0,0,0.0
2019-02-07,PFE,0.0,0.0,1.0,0,0.0
2019-02-08,PFE,0.0,0.0,1.0,0,0.0
2019-02-11,PFE,0.0,0.0,1.0,0,0.0
2019-02-12,PFE,0.0,0.0,1.0,0,0.0
2019-02-13,PFE,0.0,0.0,1.0,0,0.0
2019-02-14,PFE,0.0,0.0,1.0,0,0.0
2019-02-15,PFE,0.0,0.0,1.0,0,0.0
2019-02-19,PFE,0.0,0.0,1.0,0,0.0
2019-02-20,PFE,0.0,0.0,1.0,0,0.0
2019-02-21,PFE,0.0,0.0,1.0,0,0.0
2019-02-22,PFE,0.0,0.0,1.0,0,0.0
2019-02-25,PFE,0.0,0.0,1.0,0,0.0
2019-02-26,PFE,0.0,0.0,1.0,0,0.0
2019-02-27,PFE,0.0,0.0,1.0,0,0.0
2019-02-28,PFE,0.0,0.0,1.0,0,0.0
2019-03-01,PFE,0.0,0.0,1.0,0,0.0
2019-03-04,PFE,0.0,0.0,1.0,0,0.0
2019-03-05,PFE,0.0,0.0,1.0,0,0.0
2019-03-06,PFE,0.019065072759985924,0.03865198418498039,0.9422829747200012,1,-0.01958691142499447
2019-03-07,PFE,0.019065072759985924,0.03865198418498039,0.9422829747200012,0,-0.01958691142499447
2019-03-08,PFE,0.0,0.0,1.0,0,0.0
2019-03-11,PFE,0.01885155774652958,0.03955201804637909,0.9415963888168335,1,-0.02070046029984951
2019-03-12,PFE,0.01885155774652958,0.03955201804637909,0.9415963888168335,0,-0.02070046029984951
2019-03-13,PFE,0.0,0.0,1.0,0,0.0
2019-03-14,PFE,0.0,0.0,1.0,0,0.0
2019-03-15,PFE,0.0,0.0,1.0,0,0.0
2019-03-18,PFE,0.0,0.0,1.0,0,0.0
2019-03-19,PFE,0.0,0.0,1.0,0,0.0
2019-03-20,PFE,0.0,0.0,1.0,0,0.0
2019-03-21,PFE,0.0,0.0,1.0,0,0.0
2019-03-22,PFE,0.0,0.0,1.0,0,0.0
2019-03-25,PFE,0.0,0.0,1.0,0,0.0
2019-03-26,PFE,0.0,0.0,1.0,0,0.0
2019-03-27,PFE,0.0,0.0,1.0,0,0.0
2019-03-28,PFE,0.0,0.0,1.0,0,0.0
2019-03-29,PFE,0.0,0.0,1.0,0,0.0
2019-04-01,PFE,0.0,0.0,1.0,0,0.0
2019-04-02,PFE,0.0,0.0,1.0,0,0.0
2019-04-03,PFE,0.0,0.0,1.0,0,0.0
2019-04-04,PFE,0.0,0.0,1.0,0,0.0
2019-04-05,PFE,0.0,0.0,1.0,0,0.0
2019-04-08,PFE,0.0,0.0,1.0,0,0.0
2019-04-09,PFE,0.0,0.0,1.0,0,0.0
2019-04-10,PFE,0.0,0.0,1.0,0,0.0
2019-04-11,PFE,0.0,0.0,1.0,0,0.0
2019-04-12,PFE,0.0,0.0,1.0,0,0.0
2019-04-15,PFE,0.0,0.0,1.0,0,0.0
2019-04-16,PFE,0.0,0.0,1.0,0,0.0
2019-04-17,PFE,0.0,0.0,1.0,0,0.0
2019-04-18,PFE,0.0,0.0,1.0,0,0.0
2019-04-22,PFE,0.0,0.0,1.0,0,0.0
2019-04-23,PFE,0.0,0.0,1.0,0,0.0
2019-04-24,PFE,0.0,0.0,1.0,0,0.0
2019-04-25,PFE,0.0,0.0,1.0,0,0.0
2019-04-26,PFE,0.0,0.0,1.0,0,0.0
2019-04-29,PFE,0.01871993951499462,0.03733806312084198,0.9439420104026794,1,-0.01861812360584736
2019-04-30,PFE,0.019368017092347145,0.039386678487062454,0.9412453174591064,1,-0.02001866139471531
2019-05-01,PFE,0.019368017092347145,0.039386678487062454,0.9412453174591064,0,-0.02001866139471531
2019-05-02,PFE,0.0,0.0,1.0,0,0.0
2019-05-03,PFE,0.0,0.0,1.0,0,0.0
2019-05-06,PFE,0.0,0.0,1.0,0,0.0
2019-05-07,PFE,0.0,0.0,1.0,0,0.0
2019-05-08,PFE,0.0,0.0,1.0,0,0.0
2019-05-09,PFE,0.0,0.0,1.0,0,0.0
2019-05-10,PFE,0.0,0.0,1.0,0,0.0
2019-05-13,PFE,0.0,0.0,1.0,0,0.0
2019-05-14,PFE,0.0,0.0,1.0,0,0.0
2019-05-15,PFE,0.0,0.0,1.0,0,0.0
2019-05-16,PFE,0.0,0.0,1.0,0,0.0
2019-05-17,PFE,0.0,0.0,1.0,0,0.0
2019-05-20,PFE,0.0,0.0,1.0,0,0.0
2019-05-21,PFE,0.0,0.0,1.0,0,0.0
2019-05-22,PFE,0.0,0.0,1.0,0,0.0
2019-05-23,PFE,0.0,0.0,1.0,0,0.0
2019-05-24,PFE,0.0,0.0,1.0,0,0.0
2019-05-28,PFE,0.0,0.0,1.0,0,0.0
2019-05-29,PFE,0.0,0.0,1.0,0,0.0
2019-05-30,PFE,0.0,0.0,1.0,0,0.0
2019-05-31,PFE,0.0,0.0,1.0,0,0.0
2019-06-03,PFE,0.0,0.0,1.0,0,0.0
2019-06-04,PFE,0.0,0.0,1.0,0,0.0
2019-06-05,PFE,0.0,0.0,1.0,0,0.0
2019-06-06,PFE,0.0,0.0,1.0,0,0.0
2019-06-07,PFE,0.0,0.0,1.0,0,0.0
2019-06-10,PFE,0.0,0.0,1.0,0,0.0
2019-06-11,PFE,0.0,0.0,1.0,0,0.0
2019-06-12,PFE,0.0,0.0,1.0,0,0.0
2019-06-13,PFE,0.0,0.0,1.0,0,0.0
2019-06-14,PFE,0.0,0.0,1.0,0,0.0
2019-06-17,PFE,0.020345397293567657,0.03727126121520996,0.9423834085464478,1,-0.016925863921642303
2019-06-18,PFE,0.020345397293567657,0.03727126121520996,0.9423834085464478,0,-0.016925863921642303
2019-06-19,PFE,0.0,0.0,1.0,0,0.0
2019-06-20,PFE,0.0,0.0,1.0,0,0.0
2019-06-21,PFE,0.0,0.0,1.0,0,0.0
2019-06-24,PFE,0.0,0.0,1.0,0,0.0
2019-06-25,PFE,0.0,0.0,1.0,0,0.0
2019-06-26,PFE,0.0,0.0,1.0,0,0.0
2019-06-27,PFE,0.019098978489637375,0.03758369758725166,0.9433173537254333,1,-0.01848471909761429
2019-06-28,PFE,0.019098978489637375,0.03758369758725166,0.9433173537254333,0,-0.01848471909761429
2019-07-01,PFE,0.0,0.0,1.0,0,0.0
2019-07-02,PFE,0.0,0.0,1.0,0,0.0
2019-07-03,PFE,0.0,0.0,1.0,0,0.0
2019-07-05,PFE,0.0,0.0,1.0,0,0.0
2019-07-08,PFE,0.0,0.0,1.0,0,0.0
2019-07-09,PFE,0.0,0.0,1.0,0,0.0
2019-07-10,PFE,0.0,0.0,1.0,0,0.0
2019-07-11,PFE,0.0,0.0,1.0,0,0.0
2019-07-12,PFE,0.0,0.0,1.0,0,0.0
2019-07-15,PFE,0.0,0.0,1.0,0,0.0
2019-07-16,PFE,0.0,0.0,1.0,0,0.0
2019-07-17,PFE,0.0,0.0,1.0,0,0.0
2019-07-18,PFE,0.0,0.0,1.0,0,0.0
2019-07-19,PFE,0.0,0.0,1.0,0,0.0
2019-07-22,PFE,0.0,0.0,1.0,0,0.0
2019-07-23,PFE,0.0,0.0,1.0,0,0.0
2019-07-24,PFE,0.0,0.0,1.0,0,0.0
2019-07-25,PFE,0.0,0.0,1.0,0,0.0
2019-07-26,PFE,0.0,0.0,1.0,0,0.0
2019-07-29,PFE,0.019735055975615978,0.03549974784255028,0.9447652101516724,2,-0.0157646918669343
2019-07-30,PFE,0.019735055975615978,0.03549974784255028,0.9447652101516724,0,-0.0157646918669343
2019-07-31,PFE,0.0,0.0,1.0,0,0.0
2019-08-01,PFE,0.0,0.0,1.0,0,0.0
2019-08-02,PFE,0.0,0.0,1.0,0,0.0
2019-08-05,PFE,0.019462984055280685,0.0406041294336319,0.9399329423904419,1,-0.02114114537835121
2019-08-06,PFE,0.019462984055280685,0.0406041294336319,0.9399329423904419,0,-0.02114114537835121
2019-08-07,PFE,0.0,0.0,1.0,0,0.0
2019-08-08,PFE,0.0,0.0,1.0,0,0.0
2019-08-09,PFE,0.0,0.0,1.0,0,0.0
2019-08-12,PFE,0.0,0.0,1.0,0,0.0
2019-08-13,PFE,0.0,0.0,1.0,0,0.0
2019-08-14,PFE,0.0,0.0,1.0,0,0.0
2019-08-15,PFE,0.0,0.0,1.0,0,0.0
2019-08-16,PFE,0.0,0.0,1.0,0,0.0
2019-08-19,PFE,0.0,0.0,1.0,0,0.0
2019-08-20,PFE,0.0,0.0,1.0,0,0.0
2019-08-21,PFE,0.0,0.0,1.0,0,0.0
2019-08-22,PFE,0.0,0.0,1.0,0,0.0
2019-08-23,PFE,0.0,0.0,1.0,0,0.0
2019-08-26,PFE,0.0,0.0,1.0,0,0.0
2019-08-27,PFE,0.0,0.0,1.0,0,0.0
2019-08-28,PFE,0.0,0.0,1.0,0,0.0
2019-08-29,PFE,0.0,0.0,1.0,0,0.0
2019-08-30,PFE,0.0,0.0,1.0,0,0.0
2019-09-03,PFE,0.0,0.0,1.0,0,0.0
2019-09-04,PFE,0.0,0.0,1.0,0,0.0
2019-09-05,PFE,0.0,0.0,1.0,0,0.0
2019-09-06,PFE,0.0,0.0,1.0,0,0.0
2019-09-09,PFE,0.0,0.0,1.0,0,0.0
2019-09-10,PFE,0.0,0.0,1.0,0,0.0
2019-09-11,PFE,0.0,0.0,1.0,0,0.0
2019-09-12,PFE,0.0,0.0,1.0,0,0.0
2019-09-13,PFE,0.0,0.0,1.0,0,0.0
2019-09-16,PFE,0.0,0.0,1.0,0,0.0
2019-09-17,PFE,0.0,0.0,1.0,0,0.0
2019-09-18,PFE,0.0,0.0,1.0,0,0.0
2019-09-19,PFE,0.0,0.0,1.0,0,0.0
2019-09-20,PFE,0.0,0.0,1.0,0,0.0
2019-09-23,PFE,0.0,0.0,1.0,0,0.0
2019-09-24,PFE,0.0,0.0,1.0,0,0.0
2019-09-25,PFE,0.0,0.0,1.0,0,0.0
2019-09-26,PFE,0.0,0.0,1.0,0,0.0
2019-09-27,PFE,0.0,0.0,1.0,0,0.0
2019-09-30,PFE,0.0,0.0,1.0,0,0.0
2019-10-01,PFE,0.0,0.0,1.0,0,0.0
2019-10-02,PFE,0.0,0.0,1.0,0,0.0
2019-10-03,PFE,0.0,0.0,1.0,0,0.0
2019-10-04,PFE,0.0,0.0,1.0,0,0.0
2019-10-07,PFE,0.0,0.0,1.0,0,0.0
2019-10-08,PFE,0.0,0.0,1.0,0,0.0
2019-10-09,PFE,0.0,0.0,1.0,0,0.0
2019-10-10,PFE,0.0,0.0,1.0,0,0.0
2019-10-11,PFE,0.0,0.0,1.0,0,0.0
2019-10-14,PFE,0.0,0.0,1.0,0,0.0
2019-10-15,PFE,0.0,0.0,1.0,0,0.0
2019-10-16,PFE,0.0,0.0,1.0,0,0.0
2019-10-17,PFE,0.0,0.0,1.0,0,0.0
2019-10-18,PFE,0.0,0.0,1.0,0,0.0
2019-10-21,PFE,0.0,0.0,1.0,0,0.0
2019-10-22,PFE,0.0,0.0,1.0,0,0.0
2019-10-23,PFE,0.0,0.0,1.0,0,0.0
2019-10-24,PFE,0.0,0.0,1.0,0,0.0
2019-10-25,PFE,0.0,0.0,1.0,0,0.0
2019-10-28,PFE,0.0,0.0,1.0,0,0.0
2019-10-29,PFE,0.0,0.0,1.0,0,0.0
2019-10-30,PFE,0.0,0.0,1.0,0,0.0
2019-10-31,PFE,0.0,0.0,1.0,0,0.0
2019-11-01,PFE,0.0,0.0,1.0,0,0.0
2019-11-04,PFE,0.0,0.0,1.0,0,0.0
2019-11-05,PFE,0.0,0.0,1.0,0,0.0
2019-11-06,PFE,0.0,0.0,1.0,0,0.0
2019-11-07,PFE,0.0,0.0,1.0,0,0.0
2019-11-08,PFE,0.0,0.0,1.0,0,0.0
2019-11-11,PFE,0.0,0.0,1.0,0,0.0
2019-11-12,PFE,0.0,0.0,1.0,0,0.0
2019-11-13,PFE,0.0,0.0,1.0,0,0.0
2019-11-14,PFE,0.0,0.0,1.0,0,0.0
2019-11-15,PFE,0.0,0.0,1.0,0,0.0
2019-11-18,PFE,0.0,0.0,1.0,0,0.0
2019-11-19,PFE,0.0,0.0,1.0,0,0.0
2019-11-20,PFE,0.0,0.0,1.0,0,0.0
2019-11-21,PFE,0.0,0.0,1.0,0,0.0
2019-11-22,PFE,0.0,0.0,1.0,0,0.0
2019-11-25,PFE,0.0,0.0,1.0,0,0.0
2019-11-26,PFE,0.0,0.0,1.0,0,0.0
2019-11-27,PFE,0.0,0.0,1.0,0,0.0
2019-11-29,PFE,0.0,0.0,1.0,0,0.0
2019-12-02,PFE,0.0,0.0,1.0,0,0.0
2019-12-03,PFE,0.0,0.0,1.0,0,0.0
2019-12-04,PFE,0.0,0.0,1.0,0,0.0
2019-12-05,PFE,0.0,0.0,1.0,0,0.0
