date,ticker,event_type,drug_name,therapeutic_area,outcome,source,application_type,active_ingredient,sponsor_raw,px_1d_ret_pct,px_5d_ret_pct,days_to_event,as_of_date
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,54,2019-08-23
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,51,2019-08-26
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,50,2019-08-27
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,49,2019-08-28
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,48,2019-08-29
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,47,2019-08-30
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,43,2019-09-03
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,42,2019-09-04
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,41,2019-09-05
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,40,2019-09-06
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,37,2019-09-09
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,36,2019-09-10
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,35,2019-09-11
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,34,2019-09-12
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,33,2019-09-13
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,30,2019-09-16
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,29,2019-09-17
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,28,2019-09-18
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,27,2019-09-19
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,26,2019-09-20
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,23,2019-09-23
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,22,2019-09-24
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,21,2019-09-25
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,20,2019-09-26
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,19,2019-09-27
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,16,2019-09-30
2019-10-16,GILD,APPROVAL,Filgotinib - ADCOM (denied vote),Immunology,NEGATIVE,manual,,,,0.08,1.96,15,2019-10-01
