date,ticker,event_type,drug_name,therapeutic_area,outcome,source,application_type,active_ingredient,sponsor_raw,px_1d_ret_pct,px_5d_ret_pct,days_to_event,as_of_date
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,90,2018-01-16
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,89,2018-01-17
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,88,2018-01-18
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,87,2018-01-19
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,84,2018-01-22
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,83,2018-01-23
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,82,2018-01-24
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,81,2018-01-25
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,80,2018-01-26
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,77,2018-01-29
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,76,2018-01-30
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,75,2018-01-31
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,74,2018-02-01
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,73,2018-02-02
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,70,2018-02-05
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,69,2018-02-06
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,68,2018-02-07
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,67,2018-02-08
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,66,2018-02-09
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,63,2018-02-12
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,62,2018-02-13
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,61,2018-02-14
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,60,2018-02-15
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,59,2018-02-16
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,55,2018-02-20
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,54,2018-02-21
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,53,2018-02-22
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,52,2018-02-23
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,49,2018-02-26
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,48,2018-02-27
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,47,2018-02-28
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,46,2018-03-01
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,45,2018-03-02
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,42,2018-03-05
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,41,2018-03-06
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,40,2018-03-07
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,39,2018-03-08
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,38,2018-03-09
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,35,2018-03-12
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,34,2018-03-13
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,33,2018-03-14
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,32,2018-03-15
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,90,2018-03-15
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,31,2018-03-16
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,89,2018-03-16
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,28,2018-03-19
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,86,2018-03-19
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,27,2018-03-20
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,85,2018-03-20
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,26,2018-03-21
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,84,2018-03-21
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,25,2018-03-22
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,83,2018-03-22
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,24,2018-03-23
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,82,2018-03-23
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,21,2018-03-26
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,79,2018-03-26
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,20,2018-03-27
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,78,2018-03-27
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,19,2018-03-28
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,77,2018-03-28
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,18,2018-03-29
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,76,2018-03-29
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,14,2018-04-02
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,72,2018-04-02
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,13,2018-04-03
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,71,2018-04-03
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,12,2018-04-04
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,70,2018-04-04
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,11,2018-04-05
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,69,2018-04-05
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,10,2018-04-06
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,68,2018-04-06
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,7,2018-04-09
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,65,2018-04-09
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,6,2018-04-10
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,64,2018-04-10
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,5,2018-04-11
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,63,2018-04-11
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,4,2018-04-12
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,62,2018-04-12
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,3,2018-04-13
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,61,2018-04-13
2018-04-16,BMY,APPROVAL,Opdivo (nivolumab) - HCC,Oncology,APPROVED,manual,,,,-7.79,-13.21,0,2018-04-16
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,58,2018-04-16
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,57,2018-04-17
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,56,2018-04-18
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,55,2018-04-19
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,54,2018-04-20
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,51,2018-04-23
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,50,2018-04-24
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,49,2018-04-25
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,48,2018-04-26
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,47,2018-04-27
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,44,2018-04-30
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,43,2018-05-01
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,42,2018-05-02
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,41,2018-05-03
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,40,2018-05-04
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,37,2018-05-07
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,36,2018-05-08
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,35,2018-05-09
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,34,2018-05-10
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,33,2018-05-11
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,30,2018-05-14
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,29,2018-05-15
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,28,2018-05-16
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,27,2018-05-17
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,26,2018-05-18
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,23,2018-05-21
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,22,2018-05-22
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,21,2018-05-23
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,20,2018-05-24
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,19,2018-05-25
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,15,2018-05-29
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,14,2018-05-30
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,13,2018-05-31
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,12,2018-06-01
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,9,2018-06-04
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,8,2018-06-05
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,7,2018-06-06
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,6,2018-06-07
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,5,2018-06-08
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,2,2018-06-11
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,1,2018-06-12
2018-06-13,MRK,APPROVAL,Keytruda (pembrolizumab) - 1L NSCLC,Oncology,APPROVED,manual,,,,0.24,-1.1,0,2018-06-13
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,88,2018-09-17
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,87,2018-09-18
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,86,2018-09-19
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,85,2018-09-20
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,84,2018-09-21
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,81,2018-09-24
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,80,2018-09-25
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,79,2018-09-26
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,78,2018-09-27
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,77,2018-09-28
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,74,2018-10-01
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,73,2018-10-02
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,72,2018-10-03
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,71,2018-10-04
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,70,2018-10-05
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,67,2018-10-08
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,66,2018-10-09
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,65,2018-10-10
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,64,2018-10-11
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,63,2018-10-12
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,60,2018-10-15
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,59,2018-10-16
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,58,2018-10-17
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,57,2018-10-18
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,56,2018-10-19
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,53,2018-10-22
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,52,2018-10-23
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,51,2018-10-24
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,50,2018-10-25
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,49,2018-10-26
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,46,2018-10-29
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,45,2018-10-30
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,44,2018-10-31
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,43,2018-11-01
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,42,2018-11-02
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,39,2018-11-05
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,38,2018-11-06
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,37,2018-11-07
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,36,2018-11-08
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,35,2018-11-09
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,32,2018-11-12
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,31,2018-11-13
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,30,2018-11-14
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,29,2018-11-15
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,28,2018-11-16
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,25,2018-11-19
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,24,2018-11-20
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,23,2018-11-21
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,21,2018-11-23
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,18,2018-11-26
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,17,2018-11-27
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,16,2018-11-28
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,15,2018-11-29
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,14,2018-11-30
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,11,2018-12-03
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,10,2018-12-04
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,8,2018-12-06
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,7,2018-12-07
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,4,2018-12-10
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,3,2018-12-11
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,2,2018-12-12
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,1,2018-12-13
2018-12-14,PFE,ADCOM,Tafamidis (Vyndaqel),Cardiology,POSITIVE,manual,,,,-1.73,-5.92,0,2018-12-14
2019-03-20,BMY,ADCOM,Opdivo+Yervoy - NSCLC 1L,Oncology,POSITIVE,manual,,,,-0.83,-3.27,90,2018-12-20
2019-03-20,BMY,ADCOM,Opdivo+Yervoy - NSCLC 1L,Oncology,POSITIVE,manual,,,,-0.83,-3.27,89,2018-12-21
