date,ticker,open,high,low,close,volume,rsi,macd,macd_signal,macd_diff,bb_upper,bb_middle,bb_lower,bb_pct,bb_width,log_return,volume_sma20,volume_ratio
2018-02-20,GILD,59.0415154570677,60.160370422429295,59.0415154570677,59.578861236572266,7229300,51.331742192960775,0.35735981528262784,0.5506681163863375,-0.19330830110370967,64.21382490136372,60.32231140136719,56.430797901370646,0.4044780180262024,12.902401813165065,0.002973811921744174,10578070.0,0.6834233466029247
2018-02-21,GILD,59.5494177803907,60.307586216296365,59.10776686408503,59.394840240478516,6956900,50.55166341188103,0.3094503272799898,0.502424558565068,-0.19297423128507818,64.2123814201716,60.31274185180664,56.41310228344168,0.38230942946953156,12.931395418721609,-0.0030886960958023124,10565975.0,0.6584248022544062
2018-02-22,GILD,59.424294103345886,59.718724351777055,58.28335723503559,58.44529724121094,8382200,46.615152061251976,0.19264088429041237,0.4404678237101369,-0.2478269394197245,64.22290525458385,60.242813682556154,56.26272211052845,0.27418654711637086,13.213498270517105,-0.01598696107983555,10758560.0,0.779119138620782
2018-02-23,GILD,58.75443676265965,59.57885584058062,58.364311732823246,59.5567741394043,5626000,51.38712379004791,0.187593000501586,0.38989285906842674,-0.20229985856684074,64.21858014576424,60.23250865936279,56.24643717296136,0.41523803295252215,13.23561503620629,0.01901738806470865,10804460.0,0.5207108916132782
2018-02-26,GILD,59.814422725845176,60.30759959822147,59.03416679747804,60.20454788208008,6394400,53.96957665880654,0.23317455249870278,0.35854919775448196,-0.12537464525577918,63.89038529547368,60.09743709564209,56.30448889581051,0.514119727029589,12.622662073909394,0.010876575369235697,10393320.0,0.6152413280838077
2018-02-27,GILD,60.197169719249636,60.38855383462816,59.10776454287065,59.15192794799805,6748100,49.379105732908165,0.1822596534528742,0.3232912888941604,-0.14103163544128622,62.72464745768703,59.78680839538574,56.848969333084455,0.3919477149830026,9.827716652384556,-0.017484060110271926,9760145.0,0.6913934167986234
2018-02-28,GILD,59.24761108224611,59.40218860013252,57.922658522121786,57.95210266113281,7559500,44.71087315879141,0.04457947144820906,0.26754892540497016,-0.2229694539567611,61.68935496300456,59.47176284790039,57.254170732796226,0.1573625563472484,7.457630340555671,-0.020283790038424954,9438060.0,0.8009590954073189
2018-03-01,GILD,58.10669072345298,58.754445051555514,56.70076231399757,57.06880569458008,8267500,41.59337078030878,-0.1342600812599244,0.18718712407199126,-0.3214472053319156,61.45022639733349,59.240999412536624,57.03177242773976,0.008381498844430218,7.458439279231152,-0.015241845006344179,9211895.0,0.8974809200495664
2018-03-02,GILD,56.56089601967672,58.0698759126562,56.237021709454766,57.92266082763672,6625500,45.54599567561878,-0.20473271073032606,0.1088031571115278,-0.31353586784185383,61.09468960588661,59.064339065551756,57.033988525216905,0.21884701305648704,6.87504701637817,0.014961853900119948,9177915.0,0.7218959861798676
2018-03-05,GILD,57.576712847769635,57.915312116289066,56.781737722082184,57.35588455200195,10483300,43.44430653128726,-0.3028260952864912,0.026477306631924005,-0.3293034019184152,61.01867151982602,58.924114036560056,56.82955655329409,0.12564181286807644,7.109338909928716,-0.009785052474045486,9234265.0,1.13526090056978
2018-03-06,GILD,57.85640363909449,58.90900766538488,57.760714406120776,58.38638687133789,7919400,48.13081789300737,-0.2940235637491426,-0.03762286744428932,-0.2564006963048533,60.99232169456472,58.95907707214356,56.92583244972239,0.3591683965395876,6.897138569293561,0.017966810683594847,9089715.0,0.8712484384823946
2018-03-07,GILD,57.95946168785031,58.997346567846726,57.50309155556437,58.87957000732422,6715200,50.255351645358296,-0.24443405310702815,-0.07898510457683708,-0.16544894853019107,60.97595645996454,58.944723510742186,56.91349056151983,0.48396207991729584,6.89199245748326,0.008446885693973893,8761105.0,0.7664786576579096
2018-03-08,GILD,58.85749131818202,59.38011219648042,58.38639628377513,58.93846130371094,5707800,50.51599500049763,-0.19809841795647998,-0.10280776725276566,-0.09529065070371431,60.66437646831864,58.84571933746338,57.027062206608115,0.5254973751440285,6.181102555398416,0.0010001991587131887,8030715.0,0.7107461788894264
2018-03-09,GILD,59.25498353895774,59.65983349893644,58.87957772296806,59.41692352294922,7024800,52.6850945679273,-0.1213701117544943,-0.10652023615311139,-0.014849875601382914,60.674632177406515,58.937729835510254,57.20082749361399,0.6379449137352782,5.894025259350148,0.008117996443320008,7689270.0,0.9135847746275004
2018-03-12,GILD,59.57148225245098,59.87327480520457,59.19607655502603,59.667171478271484,7515700,53.82515446136499,-0.03990940690667344,-0.0931980703038238,0.053288663397150354,60.74706183854624,59.001769065856934,57.25647629316763,0.690627733875629,5.916069298672156,0.004211728586479335,7377735.0,1.018700183728475
2018-03-13,GILD,59.71871721049435,60.889098086870696,59.71136038629122,60.153011322021484,7608900,56.03976309967154,0.06312434547446344,-0.06193358714816635,0.1250579326226298,60.87583974791639,59.059919929504396,57.244000111092404,0.8009745753733193,6.149415104455018,0.008142498323838288,7256645.0,1.0485424049267946
2018-03-14,GILD,60.3959142854584,60.778676887716365,59.54205104180463,59.69662857055664,6527300,53.44658539137028,0.10672282832886992,-0.0282023040527591,0.134925132381629,60.90019320851003,59.07132892608642,57.242464643662814,0.6709529926522407,6.1920539648329,-0.007587030830786823,7253170.0,0.8999237574743181
2018-03-15,GILD,59.71887963328177,59.956094427683865,58.7626059026977,58.940521240234375,5946600,49.37050736577228,0.07934871500301455,-0.006692100241604371,0.08604081524461892,60.757648701072576,59.0070240020752,57.25639930307782,0.4810059912101918,5.933614611493745,-0.012665829686321572,7197335.0,0.8262224837387727
2018-03-16,GILD,59.244452816092966,59.97092633923709,58.858980878023715,59.111019134521484,9564900,50.291119639095534,0.07059847288169152,0.00876601438305481,0.06183245849863671,60.649377132537225,58.96118030548096,57.27298347842469,0.5443783647259313,5.7264689014352514,0.0028927110025407377,7317595.0,1.3071097812874313
2018-03-19,GILD,58.79224750433373,58.933095706394646,56.5609482043704,57.213287353515625,8917300,41.29132671540505,-0.08844768194182961,-0.010676724881922077,-0.07777095705990754,60.68863894048242,58.85173416137695,57.014829382271486,0.05401966762283224,6.242483098521795,-0.032104534971510335,7386030.0,1.2073197644742846
