strategy_a,strategy_b,delta_ann_sharpe_point,delta_ci_low,delta_ci_high
PPO_Phase6_SEC,PPO_Phase5_BasicFDA,0.14590171544688446,-1.0306026304982507,1.314485494918911
PPO_Phase6_SEC,PPO_PriceSentiment,0.7233052853194935,-0.50199768926454,1.9138163666516812
PPO_Phase6_SEC,XPH,0.7778927032476235,-1.09380794872919,2.652366256471463
