date,PPO_PriceOnly,BuyHold_Equal,EqualWeight_Monthly,Momentum_20D,XPH,PPO_PriceSentiment,PPO_Phase5_BasicFDA,PPO_Phase5_RichFDA,PPO_Phase5_RichFDA_CT,PPO_Phase6_SEC
2022-07-01,1029026.6811749688,1061730.8928266594,1059210.7315205482,1077991.5007038794,922136.7703089738,1055270.161608429,903650.2652284128,1009505.8864678192,1033353.4786511228,1071977.596249672
2022-07-05,1038912.3572613944,1059502.314167013,1057227.414437416,1081755.6347166898,938143.5802218192,1067203.2689845276,911687.0859681588,1019442.4980782318,1041781.917471008,1087860.6970187149
2022-07-06,1035216.7462002984,1063739.338619535,1062266.923686696,1086150.5373724706,944416.761402691,1059010.1690089416,911394.8656617624,1016468.6842125702,1038553.4747334288,1091658.1945162734
2022-07-07,1041839.521911358,1064671.9442086,1064014.602709301,1087745.0798251014,956097.7738101956,1059960.1068293762,917093.6063195686,1024096.2511147308,1044557.343694763,1094735.063611122
2022-07-08,1043627.958022808,1066100.6612710273,1065389.7715099796,1090273.5197062574,953285.4730285412,1061147.4027430725,916947.4326402168,1020003.0542839812,1049116.119577484,1095296.7246676406
2022-07-11,1042107.937484478,1066245.5004004978,1064562.6681076824,1091250.936188844,933601.185519049,1059841.2256037905,918701.00858321,1023057.571991806,1048270.9099674986,1097356.1946383438
2022-07-12,1046348.289550518,1058620.855120015,1057039.080739167,1087263.7770706029,924299.6257768326,1060257.107714386,916070.6446687204,1018899.261658554,1050142.086412506,1101188.8438998184
2022-07-13,1035653.0314938774,1056496.757071002,1054912.8366155329,1085419.7245949493,925380.9669411386,1045414.5440852356,911394.8656617624,1014470.2360161592,1039992.456194,1096315.0419741592
2022-07-14,1035244.9028241386,1052477.725755594,1050726.0660556771,1084685.6464427104,922352.9346582872,1042980.309466095,913148.2510262948,1010846.9370049286,1039191.1653462218,1095053.322369667
2022-07-15,1032622.3748471488,1067897.8973663894,1065725.3897370778,1101111.3098295196,934466.3623340416,1044405.165652008,903650.2652284128,1004316.8802422332,1035365.8706074522,1094502.823407265
2022-07-18,1045097.3489682426,1043489.4243442104,1041777.5953122948,1076792.039467511,916512.4284545348,1059544.527987213,915193.9837495307,1021326.7899788666,1047364.0585270688,1111074.244885536
2022-07-19,1019262.7737271538,1049095.2009406062,1048804.149271449,1087191.412011532,940090.5310492342,1035796.5879237364,890353.0342904549,998469.6973770903,1023194.6957150268,1085026.4318667373
2022-07-20,1020808.9056317558,1032117.4460291011,1030864.8512759758,1056634.3734783956,940955.707864227,1020716.5651118468,908180.1881867868,1007975.3686074066,1028204.379720764,1092896.6947756729
2022-07-21,1005514.3497922173,1036488.4943068168,1035724.8293357948,1056937.5734073797,945714.6997644268,1014898.3602320862,899851.1471406441,987515.5298203278,1015613.57678421,1058915.0217562637
2022-07-22,1007314.8847577324,1033506.4845743224,1031764.6586234818,1044388.4721869752,924732.3873235754,1018460.45015213,891960.5000802499,994429.7614907074,1017050.7130604552,1069565.6620455703
2022-07-25,1008248.7483746756,1039236.9945480978,1037532.211390932,1055378.200660437,923218.1980429032,1023269.2765986632,888891.9327584725,983209.3204277802,1018158.0105229184,1061540.9447146377
2022-07-26,1011754.4499127616,1047638.9187618784,1045878.8869670668,1065204.058623416,927111.7534192404,1025287.8312861632,888161.1914140206,983947.2301873016,1024133.352377014,1069592.5502139053
2022-07-27,1017800.3867642632,1050985.3105151306,1049038.013766302,1062869.9258441625,935980.4650450906,1032530.8923518372,886261.5688439828,992154.2759178923,1031636.5534039304,1078937.5077944717
2022-07-28,1016715.4743268242,1044826.3844996244,1043085.1391721016,1055818.336018139,932519.5846458732,1029681.4832484436,890353.0342904549,1003149.814080124,1030447.2874089048,1081923.238217445
2022-07-29,1009678.6871869316,1033784.3690455348,1032849.76965324,1052561.2290859632,927328.0909078002,1035618.3671748352,883046.8913690072,1001707.460663681,1022042.4608021544,1073812.650647255
2022-08-01,1005143.398383831,1024505.7867654735,1023389.7872007268,1033786.4711972328,910888.6060178354,1037518.2428157044,873548.8420449715,994158.3040589142,1016660.8484288024,1056310.1585741958
2022-08-02,1000813.6900708427,1018501.7178322008,1017474.0808772416,1025479.327367416,923650.613311153,1033896.9144618224,871356.9991685372,985292.9856957244,1012379.9341641234,1036957.5664645156
2022-08-03,992799.8433377496,1029214.7821331344,1029643.819653747,1024453.8480400486,933601.185519049,1028019.0667903136,870480.3382493476,982825.8975533296,1003155.4835835265,1032843.0266848524
2022-08-04,1006182.0842663994,1023030.9961285768,1024242.2539401328,1022766.6669220842,936413.2265918336,1037934.0238368224,910371.904010914,999524.1593445588,1014965.1343174742,1040451.0010958632
2022-08-05,996832.5865857352,1019940.2499778752,1020710.4343529711,1021743.900255162,956313.9381595092,1021310.3647029112,905111.5573388558,997170.7303170012,1008268.56632431,1035476.3557558976
2022-08-08,993114.3877026788,1028544.6620186454,1028622.3832085704,1021743.900255162,953934.4854942207,1017272.9520594788,893129.5083581429,994404.2309273528,1003877.5322056578,1037204.9480257948
2022-08-09,998074.1439511528,1034341.8125250346,1033994.4515179952,1020862.9010645758,936629.5640803934,1011870.4271113586,900581.6343804818,1006138.0212181854,1008820.32861145,1047368.126088234
