date,close,high,low,open,volume,ticker
2022-04-08,43.75663757324219,44.13630617141909,43.652232148492224,44.02240704028126,31800,XPH
2022-04-11,42.70307159423828,43.51935306491042,42.65561029573901,43.51935306491042,121400,XPH
2022-04-12,42.43729782104492,43.11120619092676,42.28543109514496,42.91188179208087,22900,XPH
2022-04-13,43.111209869384766,43.168161254252254,42.541710503864515,42.541710503864515,23900,XPH
2022-04-14,42.91188430786133,43.19663398301915,42.854936545302905,43.139686220460725,17200,XPH
2022-04-18,41.54508209228515,42.703068163491814,41.402705449803264,42.703068163491814,123600,XPH
2022-04-19,41.89627456665039,41.981699830719315,41.29829771816795,41.29829771816795,16400,XPH
2022-04-20,41.79186248779297,42.06712205443078,41.3837199912716,42.01017067557143,48700,XPH
2022-04-21,40.85219192504883,42.02915822708922,40.75727295179485,41.99119425857624,39400,XPH
2022-04-22,39.98844909667969,40.71930889561299,39.95048150745984,40.643373717173304,55800,XPH
2022-04-25,40.26370620727539,40.26370620727539,39.22911652763785,39.51386621327681,98700,XPH
2022-04-26,39.409446716308594,40.26369554705447,39.380972841520055,40.04538739183759,84100,XPH
2022-04-27,39.494876861572266,39.82708417794783,39.305042557591285,39.39995789918768,96600,XPH
2022-04-28,39.82709503173828,39.99794558980301,38.89691067160207,39.988455501372385,53000,XPH
2022-04-29,39.20063781738281,40.168789615373115,39.134196346806,39.40945593678913,60600,XPH
2022-05-02,39.32402801513672,39.7226768116671,38.57418447409528,39.05826215078313,39000,XPH
2022-05-03,39.5328483581543,39.81759803190659,39.29555635989596,39.31453653346271,19300,XPH
2022-05-04,39.92201232910156,40.02641778057311,38.51724394957071,39.33352548923088,20900,XPH
2022-05-05,38.640628814697266,39.798614945447326,38.29892775180127,39.70369959277115,26800,XPH
2022-05-06,37.59653854370117,38.27994054391732,37.368736670033144,38.27994054391732,34800,XPH
2022-05-09,36.21075820922851,37.226367611155936,36.05889148428951,37.07450088621693,55500,XPH
2022-05-10,37.0080680847168,37.12196724989014,36.20127297770023,36.73280844982447,45300,XPH
2022-05-11,36.23923873901367,37.63451701973386,36.21076485435865,36.87517963490255,26500,XPH
2022-05-12,37.12195587158203,37.1409396634237,36.01142758396683,36.01142758396683,40800,XPH
2022-05-13,38.12807083129883,38.25146366573201,37.49213010919702,37.49213010919702,26800,XPH
2022-05-16,38.76401901245117,38.972837118970155,38.15655210707416,38.15655210707416,142500,XPH
2022-05-17,39.808101654052734,39.808101654052734,39.13419329319331,39.29555372399515,109500,XPH
2022-05-18,38.58367538452149,39.52334954868444,38.41282487816675,39.40945041804398,41800,XPH
2022-05-19,38.77350616455078,38.97283416968393,38.298922228040794,38.298922228040794,29300,XPH
2022-05-20,39.32402801513672,39.48538482684044,38.374860075830085,39.12470361687153,45800,XPH
2022-05-23,39.30503845214844,39.68470702045371,39.143681664130774,39.68470702045371,129600,XPH
2022-05-24,38.77350616455078,39.1247008845356,38.422315065354056,39.06774950867069,45300,XPH
2022-05-25,38.991817474365234,39.11520668934843,38.57418129815119,38.66910025673986,29200,XPH
2022-05-26,39.437931060791016,39.67522306912404,39.371489588120866,39.42844097360472,13500,XPH
2022-05-27,40.21624374389648,40.23522753678509,39.41894254651639,39.53284530384803,20100,XPH
2022-05-31,39.88404083251953,40.38709872695981,39.4569144972454,40.12133283869531,33900,XPH
2022-06-01,39.276573181152344,39.99793927401725,38.95385591363127,39.99793927401725,21200,XPH
2022-06-02,39.76063537597656,39.78910924904236,38.75451990591794,38.82096135692983,16000,XPH
2022-06-03,39.9979362487793,40.24472193981202,39.57080995336754,39.580303660370205,41600,XPH
2022-06-06,39.70370101928711,40.339641870801145,39.64674963316203,40.339641870801145,20400,XPH
2022-06-07,40.595916748046875,40.624390630063345,39.51386578195689,39.51386578195689,14600,XPH
2022-06-08,40.225738525390625,40.77625405071448,40.206754731994856,40.396589045164184,13900,XPH
2022-06-09,39.23859786987305,40.02640527859175,39.229107784808534,39.86504848697979,19700,XPH
2022-06-10,38.27994537353515,38.70706805677055,38.05214347112633,38.70706805677055,44200,XPH
2022-06-13,36.7327995300293,37.49213314811187,36.54296522031158,37.49213314811187,39700,XPH
2022-06-14,36.590423583984375,36.95110841718499,36.40058927067941,36.95110841718499,15900,XPH
2022-06-15,37.378231048583984,37.67247076558074,36.7233029129966,36.87516962457854,38300,XPH
2022-06-16,36.552459716796875,36.71382016680231,36.2392361456397,36.685346284184945,26700,XPH
2022-06-17,37.21686935424805,37.729420846051426,36.68533769233749,36.68533769233749,93500,XPH
2022-06-21,37.88886260986328,38.20341340326792,37.67916208092686,37.67916208092686,32700,XPH
2022-06-22,38.42265319824219,38.88017875811184,37.45994021169339,37.50759844241295,122400,XPH
2022-06-23,39.7475700378418,39.823822476687816,38.4893738901193,38.58469034769927,45000,XPH
2022-06-24,40.224151611328125,40.348065890450464,39.86194259948002,40.19555377086047,31200,XPH
2022-06-27,41.45375442504883,41.63485711782224,40.8246564590964,40.87231467971159,386900,XPH
2022-06-28,40.33853912353515,41.54907701393767,40.06211631254229,41.54907701393767,93300,XPH
2022-06-29,40.462440490722656,40.57682092777972,40.04303949469921,40.32899604147466,260300,XPH
2022-06-30,40.03351974487305,40.48151505794764,39.76663077678919,40.08117796973238,114700,XPH
2022-07-01,40.634029388427734,40.69121781202728,39.69991423003847,40.052589507899015,40000,XPH
2022-07-05,41.33937072753906,41.358434743185256,40.15743084618852,40.15743084618852,139100,XPH
2022-07-06,41.61579895019531,41.93987998644324,41.28218772292084,41.28218772292084,74000,XPH
2022-07-07,42.130523681640625,42.29256240921892,41.68252826948136,41.79690876165958,118600,XPH
2022-07-08,42.00659942626953,42.31161642400253,41.67298822127701,41.86362111779306,29900,XPH
2022-07-11,41.13920974731445,41.91128612611986,41.12967955620858,41.749243788602314,116700,XPH
2022-07-12,40.72933578491211,41.17733105152602,40.27181032875049,41.13920302115694,111900,XPH
2022-07-13,40.77698516845703,41.034343863545025,40.22414339226262,40.22414339226262,98100,XPH
2022-07-14,40.6435546875,40.71981075790606,40.10977673901586,40.35760169565641,86800,XPH
2022-07-15,41.17733383178711,41.17733383178711,40.281343238062725,41.02482533610265,98900,XPH
2022-07-18,40.386192321777344,41.568135855606435,40.243217656582125,41.53954164978524,72200,XPH
2022-07-19,41.42516326904297,41.48235532466442,40.68168472641292,40.76747099180021,105000,XPH
2022-07-20,41.463287353515625,42.00659910381247,41.15827035812404,41.50141538696192,100700,XPH
2022-07-21,41.67299270629883,41.67299270629883,41.27265558113242,41.37750586715433,48900,XPH
2022-07-22,40.74840545654297,41.74924275808224,40.6912134030503,41.74924275808224,37300,XPH
2022-07-25,40.68168258666992,41.0438916477084,40.45291801230627,40.805596882620634,85900,XPH
2022-07-26,40.85325241088867,41.10107735033672,40.29087665697153,40.58636345516166,57700,XPH
2022-07-27,41.24405288696289,41.33936932587284,40.47197664187163,40.62448512578099,155300,XPH
2022-07-28,41.091548919677734,41.3870320944304,40.19555829664846,41.244057420350245,41700,XPH
2022-07-29,40.86278533935547,41.0438916880977,40.49104608722707,41.0438916880977,60500,XPH
2022-08-01,40.13837814331055,40.86279276159203,40.081186080252714,40.548245504999485,76300,XPH
2022-08-02,40.70073699951172,40.986689922919,40.09070312661921,40.09070312661921,37200,XPH
2022-08-03,41.13920974731445,41.36797433084225,40.939043009283694,40.98670123699249,166600,XPH
2022-08-04,41.26312255859375,41.36797283742173,40.91044368688334,41.36797283742173,57700,XPH
2022-08-05,42.14004898071289,42.1686468275042,40.55777175097889,40.7960665363972,23700,XPH
2022-08-08,42.03519821166992,42.2734929943576,41.634864722077744,41.9303515616028,557600,XPH
2022-08-09,41.27265548706055,42.16864619386753,41.177339028761416,41.73971485934183,100400,XPH
2022-08-10,42.30208587646485,42.36880811690003,41.78736833360252,41.78736833360252,47600,XPH
2022-08-11,41.653926849365234,42.74055042729909,41.558606758965105,42.30208891972747,35600,XPH
2022-08-12,42.263954162597656,42.36880442731929,41.730172649509825,41.81595889918306,37400,XPH
2022-08-15,42.20676803588867,42.29255429759127,41.85409279826224,42.05425953020511,42800,XPH
2022-08-16,41.62532043457031,42.07331567699555,41.491875971572725,42.07331567699555,155600,XPH
2022-08-17,41.15827560424805,41.66345938549043,41.02483110626628,41.42516460021159,51000,XPH
2022-08-18,41.196407318115234,41.48236035874472,40.77700613150782,41.396574082946856,49200,XPH
2022-08-19,42.1114501953125,42.30208673015568,41.482352175592645,41.482352175592645,35000,XPH
2022-08-22,41.78737258911133,42.101919806611306,41.510949772821505,41.65392809465135,27900,XPH
2022-08-23,41.730186462402344,41.97801510397488,41.25359683670624,41.84457059055441,23800,XPH
2022-08-24,42.168643951416016,42.454596947196755,41.73017881272329,41.73017881272329,45500,XPH
2022-08-25,42.43553161621094,42.511784049217766,42.054258542908286,42.40693740834457,21400,XPH
2022-08-26,41.17733383178711,42.57850449961016,41.12967560865247,42.5117822600038,27500,XPH
2022-08-29,40.281349182128906,40.82466464152339,40.243224779649026,40.78653660295362,102700,XPH
2022-08-30,39.64271926879883,40.49104809360745,39.50927477538036,40.481517902401734,64100,XPH
2022-08-31,39.604591369628906,40.1097787714438,39.433018838610984,39.842886147588274,20300,XPH
2022-09-01,40.10024642944336,40.10978025712513,39.20425934012075,39.31863981967281,15200,XPH
2022-09-02,39.776161193847656,40.491045479077314,39.61412250118523,40.42432323667637,36100,XPH
2022-09-06,39.480674743652344,40.10977641109028,39.385358292513615,40.014456323862014,58800,XPH
2022-09-07,40.395729064941406,40.40525925554027,39.45208020771497,39.45208020771497,29500,XPH
2022-09-08,41.03435897827149,41.05342299634695,40.27181643570099,40.59589747080466,42000,XPH
2022-09-09,41.653926849365234,41.9398798483863,41.37750404133935,41.37750404133935,16000,XPH
2022-09-12,42.08285903930664,42.16864530440229,41.749244170117024,41.93988071878398,41800,XPH
2022-09-13,40.79605484008789,41.30124211287764,40.63401617778338,41.09154159828232,43300,XPH
2022-09-14,41.18686294555664,41.34890526328665,40.55776496278859,40.87231577221725,41200,XPH
2022-09-15,40.87232208251953,41.02483059776405,40.62449347269105,41.02483059776405,16900,XPH
2022-09-16,40.281349182128906,40.46245554729036,39.93820774327065,40.46245554729036,14100,XPH
2022-09-19,40.101585388183594,40.13027283749974,39.60437882066538,39.958162731532575,30200,XPH
2022-09-20,39.747802734375,39.89122902988282,39.34621494292463,39.80517398207457,30900,XPH
2022-09-21,38.743839263916016,39.91036272548342,38.71515545665882,39.84342776274477,30300,XPH
2022-09-22,39.11674118041992,39.250603803512575,38.21794667716715,38.705589610930815,20100,XPH
2022-09-23,38.06496047973633,38.476112051154566,37.64424520806208,38.27531446809052,73700,XPH
2022-09-26,37.85459899902344,38.44742069278103,37.768543942874544,37.83547524793673,27600,XPH
2022-09-27,37.95977783203125,38.514352023991954,37.77810402032549,38.25618685537001,36300,XPH
2022-09-28,38.96375274658203,39.13586286646371,38.523917394654504,38.523917394654504,32300,XPH
2022-09-29,38.476104736328125,38.68645868469119,38.03626579524409,38.68645868469119,69600,XPH
2022-09-30,38.39960861206055,39.19322777493132,38.36136111439595,38.4952237087399,40200,XPH
2022-10-03,38.75339889526367,38.82033020979052,38.14145336388506,38.66734382694587,110600,XPH
2022-10-04,39.738243103027344,39.77648695441527,39.193229010315285,39.193229010315285,32600,XPH
2022-10-05,39.58525466918945,39.69042981431713,39.05936070614081,39.35577333554259,18900,XPH
2022-10-06,39.67131423950195,39.71912179228385,39.41314907750074,39.41314907750074,20600,XPH
2022-10-07,38.906375885009766,39.499201166955714,38.65777444071278,39.40358242108595,17200,XPH
2022-10-10,38.39005279541016,38.8585719272868,38.189255234266206,38.8585719272868,25900,XPH
2022-10-11,38.54304122924805,39.04024783803008,38.01714716876906,38.24662854493105,43000,XPH
2022-10-12,38.48566055297851,38.62908683390782,38.256179232988,38.50478430026788,95300,XPH
2022-10-13,39.03068542480469,39.09761673516584,37.50082169157428,37.58687675453616,28200,XPH
2022-10-14,38.83944320678711,39.537443613168534,38.772511910797256,39.537443613168534,9600,XPH
2022-10-17,39.41314697265625,39.585257071465584,39.13585807485429,39.13585807485429,28400,XPH
2022-10-18,39.85299301147461,40.20677335549312,39.72869042939336,39.96773189244324,22400,XPH
2022-10-19,38.75339889526367,39.57570207085983,38.50479739094727,39.57570207085983,24000,XPH
2022-10-20,38.351806640625,38.97331215438093,38.332682889011835,38.78208193321459,29900,XPH
2022-10-21,39.08805465698242,39.11673846065565,38.24662782356876,38.47610919540255,12300,XPH
2022-10-24,39.2792854309082,39.53744693859283,38.86813392239953,39.15498287897986,25400,XPH
2022-10-25,39.70956039428711,39.91035796357865,39.269725047234566,39.269725047234566,27600,XPH
2022-10-26,40.20676803588867,40.82827721658215,39.71912512067773,39.71912512067773,57700,XPH
2022-10-27,39.652191162109375,40.4171229620542,39.64262746290114,40.4171229620542,36100,XPH
2022-10-28,40.51272964477539,40.550977138689845,39.79560554754733,39.80516924476684,17300,XPH
2022-10-31,40.46492767333984,40.79002412141652,40.35018882327816,40.35018882327816,81800,XPH
2022-11-01,40.828269958496094,40.981256301511095,40.43624222655253,40.5318573231311,222400,XPH
2022-11-02,40.044219970703125,41.08644071485589,40.034656271248146,40.89520684806515,107100,XPH
2022-11-03,39.96773147583008,40.13984161923062,39.2219232860832,39.671322399127206,31900,XPH
2022-11-04,39.747802734375,40.35018806903277,39.06892605026668,40.35018806903277,45500,XPH
2022-11-07,39.977291107177734,40.38844266928146,39.74780972351034,39.74780972351034,42500,XPH
2022-11-08,40.20676803588867,40.65616709415881,39.70956142083045,39.99641405652453,37900,XPH
2022-11-09,39.15498352050781,40.08246170706422,39.12629607114209,40.01553040434827,43200,XPH
2022-11-10,40.503173828125,40.67528392124593,39.97728349802534,40.35018748395997,69200,XPH
2022-11-11,41.02907180786133,41.11512687046627,40.158961129292635,40.158961129292635,29600,XPH
2022-11-14,41.09599685668945,41.79399730370314,40.71353280698071,40.95257420585453,397100,XPH
2022-11-15,40.98126220703125,41.74619403233517,40.828275841970466,41.621891470884954,28600,XPH
2022-11-16,40.00596618652344,40.85695293027228,39.967718689673994,40.85695293027228,24200,XPH
2022-11-17,39.76693344116211,39.95816731946975,39.52789200514827,39.52789200514827,28500,XPH
2022-11-18,40.19721221923828,40.42668997499505,39.91036320080074,40.04422583290605,31300,XPH
2022-11-21,39.79561233520508,40.23545129527801,39.78605228383677,40.005969940132026,26100,XPH
2022-11-22,40.158958435058594,40.24501349189016,39.48008167976652,39.90079326456388,22700,XPH
2022-11-23,40.00596618652344,40.29281511793016,39.85297984660771,40.120705029589715,20400,XPH
2022-11-25,40.36931228637695,40.36931228637695,39.99640829071117,39.99640829071117,6000,XPH
2022-11-28,40.436248779296875,40.66572650726546,40.28326241149024,40.41712502738571,31000,XPH
2022-11-29,40.350189208984375,40.58923060992921,40.31194170943745,40.44580431036938,37900,XPH
2022-11-30,41.03863525390625,41.04819895469921,40.00597806473835,40.445813466652766,93700,XPH
2022-12-01,41.258548736572266,41.411535092745105,41.019507327084554,41.22030123565845,31800,XPH
2022-12-02,41.679256439208984,41.727063987176784,40.80914593525941,40.80914593525941,17300,XPH
2022-12-05,40.856956481933594,41.48802564487953,40.723093878806026,41.48802564487953,42800,XPH
2022-12-06,40.225887298583984,40.77090140960256,39.95816209246465,40.77090140960256,125500,XPH
2022-12-07,40.51272964477539,40.65615592321371,40.19719693868557,40.29281202598993,16500,XPH
2022-12-08,40.7039680480957,40.866518091786254,40.39799535730639,40.59878925173397,17100,XPH
2022-12-09,39.977291107177734,40.579672900274296,39.93904360198603,40.579672900274296,9500,XPH
2022-12-12,40.52230453491211,40.57011209176951,39.77649278750203,40.015534219271835,30600,XPH
2022-12-13,40.876075744628906,41.54539233427128,40.71352935795623,41.54539233427128,17500,XPH
2022-12-14,40.76134490966797,41.15337270170516,40.484055980609725,40.876083772646915,39000,XPH
2022-12-15,39.76693344116211,40.41712643891839,39.67131832574971,40.36931888121219,19300,XPH
2022-12-16,39.518333435058594,39.64263236026099,39.06893435129967,39.45139847477955,64900,XPH
2022-12-19,38.92655563354492,39.570206193840654,38.81127564723675,39.570206193840654,121000,XPH
2022-12-20,39.128292083740234,39.233966919478014,38.84969545582869,38.84969545582869,26400,XPH
2022-12-21,39.42610168457031,39.973686124798995,39.310818049491715,39.310818049491715,253700,XPH
2022-12-22,39.21475601196289,39.253183894235974,38.59992455433182,39.2051508737369,19600,XPH
2022-12-23,39.128292083740234,39.20514784234381,38.868909395479584,39.20514784234381,72700,XPH
2022-12-27,38.70559310913086,39.10907481338449,38.66716523310176,39.10907481338449,88600,XPH
2022-12-28,38.484642028808594,38.878518634365605,38.41739507161722,38.695988037973905,49500,XPH
2022-12-29,39.33964157104492,39.6086293955296,38.71520136170919,38.71520136170919,21800,XPH
2022-12-30,39.33964157104492,39.387674587605154,38.868909213512474,39.08986402143693,31300,XPH
2023-01-03,39.00340270996094,39.75273168611248,38.84969485979624,39.57020109457152,124800,XPH
2023-01-04,39.57980728149414,39.63744543107002,39.13789769955382,39.25317766338956,9600,XPH
2023-01-05,39.224365234375,39.38767823875538,39.003406741283925,39.31082247338725,28200,XPH
2023-01-06,39.743125915527344,39.95447559988122,39.08986658632855,39.49335201421463,29200,XPH
2023-01-09,39.781551361083984,40.20424703922279,39.62784350860766,39.85840711966428,72600,XPH
2023-01-10,40.09857940673828,40.09857940673828,39.73352185063557,39.73352185063557,13700,XPH
2023-01-11,40.329132080078125,40.329132080078125,39.88722250321526,40.24267119202374,13400,XPH
2023-01-12,40.66537857055664,40.67498370905488,39.944872248595125,40.348354029844934,62700,XPH
2023-01-13,41.068851470947266,41.09767054489471,40.319526230842854,40.319526230842854,31500,XPH
2023-01-17,40.9151496887207,41.068857546987545,40.69419487150488,40.83829392724507,57300,XPH
2023-01-18,40.530879974365234,41.155320237131065,40.49245575663985,40.97279329271062,27200,XPH
2023-01-19,40.569305419921875,40.76144115574619,40.27149484615997,40.3675645464143,25800,XPH
2023-01-20,41.05924987792969,41.07846015242991,40.57891239237203,40.70379750004441,59000,XPH
2023-01-23,41.770145416259766,41.95267233323489,41.260988877282216,41.30902189072998,23900,XPH
2023-01-24,41.28020858764648,41.66447641364328,41.2033528236364,41.66447641364328,52500,XPH
2023-01-25,41.43391036987305,41.43391036987305,40.98239198429293,40.98239198429293,22200,XPH
2023-01-26,41.52037811279297,41.69329992029483,41.26099540154018,41.69329992029483,32600,XPH
2023-01-27,41.712501525878906,41.866213024758174,41.43390859586983,41.43390859586983,19000,XPH
2023-01-30,41.232173919677734,41.74133421943885,41.17453575853533,41.558803603328656,91100,XPH
2023-01-31,41.827789306640625,41.83739444393317,41.19374396949127,41.19374396949127,16400,XPH
2023-02-01,42.08717727661133,42.40419815266709,41.491556078496224,41.79897181605288,25500,XPH
2023-02-02,42.509864807128906,42.567506621068866,42.01992221503311,42.25048214142503,26700,XPH
2023-02-03,42.08717727661133,42.509872999580566,42.02953545156271,42.202457262023906,18400,XPH
2023-02-06,42.01032257080078,42.56751589962139,41.97189468646458,42.13521136255105,45400,XPH
2023-02-07,42.33694839477539,42.33694839477539,41.78936391935174,42.01031873709423,13400,XPH
2023-02-08,41.712501525878906,42.0967729437094,41.65486337848302,42.06795387001145,84800,XPH
2023-02-09,41.21295547485352,42.010313751675966,41.20334667344424,41.933461663821696,111400,XPH
2023-02-10,41.07846450805664,41.30902813803245,40.87672362225566,41.14571513467487,40900,XPH
2023-02-13,41.2898063659668,41.309020303544465,40.88632467088741,40.88632467088741,26100,XPH
2023-02-14,41.22256851196289,41.78936696916656,41.011218816661106,41.28981547597988,17500,XPH
2023-02-15,41.28020858764648,41.33784674596951,40.96318405813171,40.96318405813171,12300,XPH
2023-02-16,40.79986953735352,41.136104330665745,40.53087803801933,40.82868861544188,27600,XPH
2023-02-17,41.6164436340332,41.7413324189292,40.79026248957197,40.80947643068556,12500,XPH
2023-02-21,40.348350524902344,41.289811597387946,40.3195314472264,41.289811597387946,30100,XPH
2023-02-22,40.51165771484375,40.694188286469505,40.386772619681075,40.386772619681075,17900,XPH
2023-02-23,40.790260314941406,40.89593515309003,40.50205854297155,40.64616126129866,14100,XPH
2023-02-24,39.99290466308594,40.281106454556706,39.93526283891794,40.281106454556706,24600,XPH
2023-02-27,39.531776428222656,40.49245139693102,39.368459777906466,40.233068715617655,37000,XPH
2023-02-28,39.66627502441406,40.00250983731744,39.45492533362645,39.45492533362645,36100,XPH
2023-03-01,41.001609802246094,41.107284639907625,40.828688006924374,40.972790724587256,44900,XPH
2023-03-02,40.83829879760742,40.915154568248845,40.482850020102966,40.56931092973214,11100,XPH
2023-03-03,41.41469955444336,41.47233770865307,40.80947328245148,40.80947328245148,168000,XPH
2023-03-06,40.73262405395508,41.28020854557292,40.62694921089119,41.28020854557292,20500,XPH
2023-03-07,40.050540924072266,40.74222812256208,39.96408002426104,40.74222812256208,17700,XPH
2023-03-08,39.954471588134766,40.0889654956977,39.647055895224014,40.0889654956977,705100,XPH
2023-03-09,39.09946823120117,40.11778125553719,38.89772738653277,40.07935704561261,33700,XPH
2023-03-10,38.05234146118164,39.01301656531777,37.98509449706689,39.01301656531777,19600,XPH
2023-03-13,38.75362777709961,39.32042614634444,38.32132331501726,38.43660328334451,116400,XPH
2023-03-14,39.454925537109375,39.743127330325,39.10908191937678,39.522172500036866,18700,XPH
2023-03-15,39.42610168457031,39.483739837425425,38.868908442409655,38.868908442409655,20200,XPH
2023-03-16,39.723907470703125,39.76233534798941,38.65756136113932,38.99379612568411,24900,XPH
2023-03-17,39.02261734008789,39.34924698555532,38.95537038349321,39.34924698555532,14800,XPH
