filing_id,date,ticker,form_type,sec_emb_000,sec_emb_001,sec_emb_002,sec_emb_003,sec_emb_004,sec_emb_005,sec_emb_006,sec_emb_007,sec_emb_008,sec_emb_009,sec_emb_010,sec_emb_011,sec_emb_012,sec_emb_013,sec_emb_014,sec_emb_015,sec_emb_016,sec_emb_017,sec_emb_018,sec_emb_019,sec_emb_020,sec_emb_021,sec_emb_022,sec_emb_023,sec_emb_024,sec_emb_025,sec_emb_026,sec_emb_027,sec_emb_028,sec_emb_029,sec_emb_030,sec_emb_031,sec_emb_032,sec_emb_033,sec_emb_034,sec_emb_035,sec_emb_036,sec_emb_037,sec_emb_038,sec_emb_039,sec_emb_040,sec_emb_041,sec_emb_042,sec_emb_043,sec_emb_044,sec_emb_045,sec_emb_046,sec_emb_047,sec_emb_048,sec_emb_049,sec_emb_050,sec_emb_051,sec_emb_052,sec_emb_053,sec_emb_054,sec_emb_055,sec_emb_056,sec_emb_057,sec_emb_058,sec_emb_059,sec_emb_060,sec_emb_061,sec_emb_062,sec_emb_063
abbv_10q_20201104_000155115220000032,2020-11-04,ABBV,10-Q,8.112873,-1.1060404,-1.1576171,-1.0469139,0.5375267,0.08596325,-0.2902168,-0.3769111,-0.25847164,-0.12252474,-0.09120875,-0.04984474,0.005801201,0.053622246,0.040412188,-0.04579115,-0.06929222,0.013822287,-0.00095558167,0.024954677,0.0815388,-0.009847462,-0.04567516,0.11337781,-0.035235167,0.030237377,-0.0005506277,-0.059296012,0.007921696,0.089505315,-0.071502805,0.072844505,0.060362577,0.1438061,0.2628253,-0.042384624,0.12657216,0.0060522556,0.10386336,0.015093863,-0.009395555,0.1270358,-0.016595364,-0.039050937,0.03292322,-0.09168686,0.031153262,0.10446358,0.026207209,-0.060787708,0.09778243,-0.12087153,0.19625431,-0.0071614385,-0.108409286,-0.061633527,-0.014723539,0.024661005,-0.009396315,-0.027383387,-0.06182483,-0.022330642,0.05430591,-0.013139442
abbv_10k_20210219_000155115221000008,2021-02-19,ABBV,10-K,-1.5334978,-2.673063,0.42845845,-1.6776178,-5.320008,-1.191983,-1.0573552,-0.7925306,0.2822539,-0.56874,1.6112833,-0.41382504,0.026291132,0.32928318,0.2955103,0.14438128,-0.17255443,0.0674444,-0.067504406,-0.22682369,-0.1874227,0.6458731,-0.17542946,-0.21055245,0.24530572,0.21502864,0.048975945,-0.11433756,0.12678778,0.097275496,0.09996313,-0.099012494,0.054124594,-0.26354396,0.05786264,-0.02413106,0.06508946,0.13781667,-0.018666148,-0.2238836,0.10231906,-0.070234895,-0.20596647,0.08959949,-0.12717652,-0.043162912,-0.0022104979,-0.10729456,0.38687074,0.048446745,0.08294979,0.08633821,0.09681445,0.06516573,-0.021399915,-0.0077020824,-0.043438315,-0.031929582,-0.022928298,-0.035899997,0.031102538,-0.0565567,0.022172272,0.0770724
abbv_10q_20210507_000155115221000016,2021-05-07,ABBV,10-Q,8.138697,-1.3399802,-1.1907947,-1.0450404,0.7818699,0.13186646,-0.42020887,-0.45954174,-0.29321575,-0.11525619,-0.024541646,-0.11390376,0.026406765,-0.14896846,0.017596483,0.012671471,-0.06522983,0.053224638,-0.06385827,-0.033547938,0.080307335,-0.0048096776,-0.098825514,0.020449638,-0.08001083,-0.16063291,0.13084328,-0.23697567,-0.40109658,0.13021064,0.063749425,-0.09068191,0.0012848973,-0.11808002,-0.2350949,-0.02054751,-0.148769,-0.050574422,-0.07652426,-0.061159164,-0.004067123,-0.04390621,0.0070137978,-0.034267604,-0.010821223,0.037441313,-0.074377716,-0.04170215,-0.018755317,0.058656275,-0.00073096156,0.01787126,-0.05819726,-0.028594077,0.03189701,0.07379457,0.09240949,-0.028529227,0.021336257,-0.00067961216,0.009877652,-0.013656974,0.004139602,-0.03095904
abbv_10q_20210802_000155115221000025,2021-08-02,ABBV,10-Q,8.149994,-1.2264116,-1.1883568,-1.0326135,0.72283316,0.13793397,-0.3488053,-0.43915522,-0.24503516,-0.13347507,-0.019363388,-0.07694769,-0.0563879,-0.021348745,-0.0044002533,-0.011102438,-0.06762868,0.014791086,-0.055766582,-0.058124125,0.05665928,0.005109608,-0.093621254,0.08492613,-0.050631106,-0.11436504,0.008486152,-0.13964713,-0.19976485,0.09680581,-0.016759671,0.0009191036,-0.04358238,0.02567184,-0.03608358,0.01841712,-0.019320011,0.008309007,0.022672892,0.0060548782,0.04064572,-0.006689906,-0.016899943,0.04158801,0.063165665,0.0058613867,0.08425552,-0.012417793,-0.009012103,-0.044767454,-0.003685832,-0.0108646825,-0.0054057837,0.04183352,-0.011778772,-0.062112927,-0.054225326,-0.021792054,-0.033659995,-0.002221167,0.007070899,0.03256607,-0.021152377,0.0029862225
abbv_10q_20211102_000155115221000031,2021-11-02,ABBV,10-Q,8.149994,-1.2264116,-1.1883568,-1.0326135,0.72283316,0.13793397,-0.3488053,-0.43915522,-0.24503516,-0.13347507,-0.019363388,-0.07694769,-0.0563879,-0.021348745,-0.0044002533,-0.011102438,-0.06762868,0.014791086,-0.055766582,-0.058124125,0.05665928,0.005109608,-0.093621254,0.08492613,-0.050631106,-0.11436504,0.008486152,-0.13964713,-0.19976485,0.09680581,-0.016759671,0.0009191036,-0.04358238,0.02567184,-0.03608358,0.01841712,-0.019320011,0.008309007,0.022672892,0.0060548782,0.04064572,-0.006689906,-0.016899943,0.04158801,0.063165665,0.0058613867,0.08425552,-0.012417793,-0.009012103,-0.044767454,-0.003685832,-0.0108646825,-0.0054057837,0.04183352,-0.011778772,-0.062112927,-0.054225326,-0.021792054,-0.033659995,-0.002221167,0.007070899,0.03256607,-0.021152377,0.0029862225
abbv_10k_20220218_000155115222000007,2022-02-18,ABBV,10-K,2.9964118,-2.1075346,1.9679613,-2.112053,-5.6145544,-0.35542822,0.5399523,0.3998492,-0.17598356,0.7044418,-0.86600596,0.37575722,0.2607237,-0.06958735,0.050617456,0.06415725,1.6235139,0.00027038157,-0.334023,0.83564985,1.4502487,-0.13455582,-0.01572907,-0.3998809,0.40176916,0.39229566,0.6245928,-0.57147515,0.64167285,0.14575362,-0.59373426,0.48603177,-0.15733224,-0.0017640591,-0.15198469,0.026873827,0.5018853,0.649007,0.005456507,-0.90895677,0.10609181,0.0087172985,0.72025585,0.036358416,0.560585,-0.4252839,0.40868738,0.35368627,0.6740331,0.09680611,0.50841856,-0.7901025,-0.71890354,0.43432218,0.41890788,-0.0202789,0.8803056,0.007360071,0.09799272,-0.12813956,0.16207221,0.34551656,-0.24561736,-0.46891797
abbv_10q_20220506_000155115222000017,2022-05-06,ABBV,10-Q,8.113438,-1.2392124,-1.11784,-0.9788704,0.84514976,0.12011337,-0.47112727,-0.43002152,-0.2903215,-0.08238852,0.007858798,-0.13765883,-0.13073182,-0.07809457,-0.008078098,0.02851677,-0.08117771,-0.029887795,-0.042379618,-0.13484937,0.047460794,-0.050718546,-0.14181024,0.012743473,0.01507628,-0.17710319,0.07373941,-0.14431334,-0.3016411,0.11336696,0.1462813,-0.11359596,-0.071561575,-0.11456478,-0.24979794,-0.0026900768,-0.144192,0.0025362968,-0.07952362,-0.034513563,-0.009725422,-0.06485808,-0.050688624,0.07651949,0.009534121,0.06999541,0.115531266,-0.04572034,0.001850009,-0.016251057,0.051882297,-0.052070454,0.058443487,-0.0013548136,0.03153175,0.07972929,0.038962126,0.10311043,0.080602884,-0.0047148466,-0.13882783,-0.100284934,0.0061787963,0.05377291
abbv_10q_20220804_000155115222000030,2022-08-04,ABBV,10-Q,8.138697,-1.3399802,-1.1907947,-1.0450404,0.7818699,0.13186646,-0.42020887,-0.45954174,-0.29321575,-0.11525619,-0.024541646,-0.11390376,0.026406765,-0.14896846,0.017596483,0.012671471,-0.06522983,0.053224638,-0.06385827,-0.033547938,0.080307335,-0.0048096776,-0.098825514,0.020449638,-0.08001083,-0.16063291,0.13084328,-0.23697567,-0.40109658,0.13021064,0.063749425,-0.09068191,0.0012848973,-0.11808002,-0.2350949,-0.02054751,-0.148769,-0.050574422,-0.07652426,-0.061159164,-0.004067123,-0.04390621,0.0070137978,-0.034267604,-0.010821223,0.037441313,-0.074377716,-0.04170215,-0.018755317,0.058656275,-0.00073096156,0.01787126,-0.05819726,-0.028594077,0.03189701,0.07379457,0.09240949,-0.028529227,0.021336257,-0.00067961216,0.009877652,-0.013656974,0.004139602,-0.03095904
abbv_10q_20221104_000155115222000045,2022-11-04,ABBV,10-Q,8.138697,-1.3399802,-1.1907947,-1.0450404,0.7818699,0.13186646,-0.42020887,-0.45954174,-0.29321575,-0.11525619,-0.024541646,-0.11390376,0.026406765,-0.14896846,0.017596483,0.012671471,-0.06522983,0.053224638,-0.06385827,-0.033547938,0.080307335,-0.0048096776,-0.098825514,0.020449638,-0.08001083,-0.16063291,0.13084328,-0.23697567,-0.40109658,0.13021064,0.063749425,-0.09068191,0.0012848973,-0.11808002,-0.2350949,-0.02054751,-0.148769,-0.050574422,-0.07652426,-0.061159164,-0.004067123,-0.04390621,0.0070137978,-0.034267604,-0.010821223,0.037441313,-0.074377716,-0.04170215,-0.018755317,0.058656275,-0.00073096156,0.01787126,-0.05819726,-0.028594077,0.03189701,0.07379457,0.09240949,-0.028529227,0.021336257,-0.00067961216,0.009877652,-0.013656974,0.004139602,-0.03095904
abbv_10k_20230217_000155115223000011,2023-02-17,ABBV,10-K,-1.6304203,-2.1137915,0.6568539,-1.4955409,-5.148663,-1.1674066,-1.302007,-0.495243,-0.25606328,-0.49374056,1.6354756,-0.2596228,-0.029597282,0.36060005,0.18978119,0.044034958,-0.123735756,0.14469235,-0.17502522,0.010317385,-0.05449578,0.42562106,-0.3232404,-0.060302973,0.09932661,0.23078519,0.027166843,-0.011005759,0.033284068,0.020102978,-0.137361,-0.034931898,-0.048950493,-0.018176198,0.04451418,-0.032826424,-0.09697844,0.025758266,-0.03268689,-0.18879753,0.10513148,-0.025639176,-0.10816479,0.007584214,-0.057929516,0.011578023,-0.0153467655,-0.04345095,0.16905081,-0.061785445,-0.0165959,0.108551145,0.073634446,0.082393646,-0.026913643,-0.032096207,0.013444424,-0.046857804,0.035061777,-0.103999436,0.025375724,-0.16080582,0.05587399,0.07416259
abbv_10q_20230505_000155115223000023,2023-05-05,ABBV,10-Q,8.113438,-1.2392124,-1.11784,-0.9788704,0.84514976,0.12011337,-0.47112727,-0.43002152,-0.2903215,-0.08238852,0.007858798,-0.13765883,-0.13073182,-0.07809457,-0.008078098,0.02851677,-0.08117771,-0.029887795,-0.042379618,-0.13484937,0.047460794,-0.050718546,-0.14181024,0.012743473,0.01507628,-0.17710319,0.07373941,-0.14431334,-0.3016411,0.11336696,0.1462813,-0.11359596,-0.071561575,-0.11456478,-0.24979794,-0.0026900768,-0.144192,0.0025362968,-0.07952362,-0.034513563,-0.009725422,-0.06485808,-0.050688624,0.07651949,0.009534121,0.06999541,0.115531266,-0.04572034,0.001850009,-0.016251057,0.051882297,-0.052070454,0.058443487,-0.0013548136,0.03153175,0.07972929,0.038962126,0.10311043,0.080602884,-0.0047148466,-0.13882783,-0.100284934,0.0061787963,0.05377291
abbv_10q_20230807_000155115223000033,2023-08-07,ABBV,10-Q,8.113438,-1.2392124,-1.11784,-0.9788704,0.84514976,0.12011337,-0.47112727,-0.43002152,-0.2903215,-0.08238852,0.007858798,-0.13765883,-0.13073182,-0.07809457,-0.008078098,0.02851677,-0.08117771,-0.029887795,-0.042379618,-0.13484937,0.047460794,-0.050718546,-0.14181024,0.012743473,0.01507628,-0.17710319,0.07373941,-0.14431334,-0.3016411,0.11336696,0.1462813,-0.11359596,-0.071561575,-0.11456478,-0.24979794,-0.0026900768,-0.144192,0.0025362968,-0.07952362,-0.034513563,-0.009725422,-0.06485808,-0.050688624,0.07651949,0.009534121,0.06999541,0.115531266,-0.04572034,0.001850009,-0.016251057,0.051882297,-0.052070454,0.058443487,-0.0013548136,0.03153175,0.07972929,0.038962126,0.10311043,0.080602884,-0.0047148466,-0.13882783,-0.100284934,0.0061787963,0.05377291
abbv_10q_20231106_000155115223000045,2023-11-06,ABBV,10-Q,8.138697,-1.3399802,-1.1907947,-1.0450404,0.7818699,0.13186646,-0.42020887,-0.45954174,-0.29321575,-0.11525619,-0.024541646,-0.11390376,0.026406765,-0.14896846,0.017596483,0.012671471,-0.06522983,0.053224638,-0.06385827,-0.033547938,0.080307335,-0.0048096776,-0.098825514,0.020449638,-0.08001083,-0.16063291,0.13084328,-0.23697567,-0.40109658,0.13021064,0.063749425,-0.09068191,0.0012848973,-0.11808002,-0.2350949,-0.02054751,-0.148769,-0.050574422,-0.07652426,-0.061159164,-0.004067123,-0.04390621,0.0070137978,-0.034267604,-0.010821223,0.037441313,-0.074377716,-0.04170215,-0.018755317,0.058656275,-0.00073096156,0.01787126,-0.05819726,-0.028594077,0.03189701,0.07379457,0.09240949,-0.028529227,0.021336257,-0.00067961216,0.009877652,-0.013656974,0.004139602,-0.03095904
amgn_10q_20180425_000031815418000008,2018-04-25,AMGN,10-Q,-2.7375617,1.1607432,1.2338479,-0.46689272,-0.66094327,1.709177,-0.51539767,0.034428537,-0.16593824,0.75778174,-0.40167564,-0.25955367,-0.33178782,0.20321292,0.23866296,-0.357625,0.24651468,-0.0044311285,-0.104328156,-0.08930731,0.31111342,-0.090822875,-0.020880282,-0.175776,-0.10638237,0.36289412,0.25913978,-0.14007223,0.08405137,0.16638982,-0.21744558,0.053817272,0.065449536,-0.15686607,0.10611224,-0.043174744,-0.019090518,-0.09390497,-0.067192554,0.20292985,-0.044739366,-0.1374929,-0.2121731,-0.089058876,-0.020752192,-0.001107648,0.08170885,0.058298826,0.020639181,-0.105519265,0.024386644,0.05727045,-0.03877014,0.0015035868,0.07166457,-0.008718342,-0.043557048,0.029150993,-0.02204138,0.054320574,0.043319464,-0.034885645,-0.028790832,0.004194498
amgn_10q_20180727_000031815418000015,2018-07-27,AMGN,10-Q,-3.5222843,1.5533414,1.1045065,-0.8081043,-0.31377316,1.4454501,-0.5656249,0.07475197,-0.25183234,0.44335473,-0.37354422,0.07699323,-0.2532761,0.103625536,0.35254288,-0.34261322,0.09705329,-0.13173985,0.001087904,-0.17572534,0.24195638,-0.03450173,0.12169117,-0.19544601,-0.08220619,0.21154249,0.23619163,-0.11577177,0.06292224,-0.031682372,-0.056675732,-0.111347675,0.050504506,-0.16525698,0.11656165,-0.015915394,-0.0212636,-0.028680205,-0.089225054,0.14689931,0.040391766,-0.034542263,-0.11346173,-0.010263443,0.0751667,0.08865111,-0.06620544,0.06008506,-0.04229796,0.015317649,0.009525657,-0.00646089,-0.014273584,0.023389399,-0.01616025,-0.09155631,0.14114618,-0.08671427,-0.027952671,-0.021446109,-0.12411598,0.04029858,-0.08203101,0.004589662
amgn_10q_20181031_000031815418000022,2018-10-31,AMGN,10-Q,-6.449959,1.9824343,-0.7434962,-1.7978103,2.0864842,0.0426929,0.39426696,0.2653069,-0.08602089,0.041137695,0.53171164,-0.22655296,-0.1764462,0.52895486,0.28736067,-0.02471447,-0.16312683,0.4329862,-0.1009655,0.105401814,0.13650556,-0.15719295,0.26178387,0.0879035,0.113104224,0.08112544,0.018133402,0.06816137,-0.11477828,-0.13969898,-0.12864955,-0.09730625,0.14601672,0.20828068,-0.0036673546,-0.28409827,-0.12795009,0.14683211,0.25253785,0.10135025,0.102316074,-0.060739756,-0.11851025,0.10541713,-0.0111579895,-0.16545857,0.122519374,-0.16364467,-0.037650824,-0.06364556,0.100225925,0.23295677,0.017163694,-0.06014347,0.09694219,-0.17080837,0.24237198,0.098427355,0.0033982396,0.00017648935,0.057956636,0.09242928,-0.03127718,-0.03076081
amgn_10k_20190213_000031815419000008,2019-02-13,AMGN,10-K,-3.776223,-2.6835146,-1.6106567,0.23558068,-2.3293095,-0.6593114,0.13987482,-0.09899765,-0.41263655,0.117230356,-0.23120487,-0.013487101,-0.22862267,0.014282256,-0.03507948,-0.35820293,-0.17387578,0.2799337,0.078425884,-0.18161935,-0.14856899,-0.33439767,0.21345127,-0.11284089,-0.012119472,-0.4077114,0.0010185242,-0.03939414,-0.054548264,-0.13495362,0.029081322,-0.013089895,-0.0113732815,0.11591315,-0.012632728,0.08674228,-0.04421331,-0.12562978,0.1750812,0.1219303,-0.05798386,-0.2563818,-0.06048298,-0.118128955,0.06503141,0.04939793,-0.07610744,-0.025161386,-0.05251825,-0.04975006,-0.018056363,0.003624186,-0.040157855,-0.12150806,-0.042883754,0.033679307,-0.06944239,0.059122533,-0.003291726,-0.021215022,0.005257532,-0.054181337,0.08049399,0.04617305
amgn_10q_20190501_000031815419000018,2019-05-01,AMGN,10-Q,-3.38084,1.3457823,1.1883981,0.096359015,-0.093263626,1.5049977,-1.0482506,0.07083428,-0.29039538,0.83600676,-0.30031216,-0.20019221,-0.45335245,0.18432117,0.24835777,-0.25342393,0.13842511,-0.030030191,-0.1267972,-0.18537134,0.14027824,-0.07702589,0.065084815,0.08170581,-0.26035,0.45554668,0.16463697,0.03286898,-0.08499193,0.14721131,-0.14880657,0.0058398247,0.0887081,-0.122118235,0.050599337,0.08978033,0.02441673,-0.14961445,-0.18671638,0.19333953,-0.07910526,-0.08011782,-0.23619556,-0.061457336,0.030437589,0.0054798424,0.04759717,0.11593592,0.065291524,-0.03285563,0.0051947236,-0.024749398,-0.014912784,0.0015262365,0.07612944,0.05136895,-0.041292787,-0.02605486,0.00081688166,0.020635188,0.024111181,0.031830788,0.05212295,0.044031575
amgn_10q_20190731_000031815419000037,2019-07-31,AMGN,10-Q,-6.812092,1.9342003,-1.1783733,-1.5224173,2.4910655,0.040197134,0.43517983,0.14460832,0.07959184,-0.2331475,0.63042694,-0.33328903,-0.1662302,0.5533891,0.15611148,0.06332159,-0.16162306,0.45088512,-0.2284503,0.090565324,0.10412642,-0.109577894,0.14247,0.046488047,-0.11368936,-0.114732504,0.086649895,0.13042974,-0.113152385,-0.13604474,0.06714526,-0.2878697,0.12466985,0.2232616,-0.040719867,-0.05127132,0.12605113,0.06205952,-0.24124059,-0.3258775,-0.18020707,-0.038700283,-0.03519678,-0.014624596,-0.07739079,0.1765936,-0.038605213,0.3181584,-0.04189968,0.03669548,0.11478907,0.05636266,0.020305753,-0.1438666,-0.0027093887,-0.03942573,-0.0712775,-0.053046525,-0.20457256,0.0051859617,-0.006646991,-0.08992648,-0.120810986,-0.0034463257
amgn_10q_20191030_000031815419000046,2019-10-30,AMGN,10-Q,-6.480934,2.0599108,-0.8717216,-1.4561872,2.2480726,0.13761568,0.14849299,0.08576709,0.077019334,0.018231869,0.35995138,-0.2623899,-0.2815647,0.4850189,0.14601755,-0.16042852,-0.086440176,0.3614326,-0.04931283,0.059786975,0.09157094,-0.17713928,0.16450787,0.08909392,-0.18163717,0.033111513,0.19667959,0.111905575,-0.21151042,-0.15075147,-0.18682101,-0.30829036,0.10375756,0.09881842,-0.00658834,-0.16449499,0.07417353,0.024452686,-0.15786177,-0.10532679,-0.32722694,0.100476205,-0.03904915,-0.04311955,0.037686944,0.11876115,-0.0029733777,-0.22603476,0.058181643,0.045897067,-0.23416196,0.08583544,0.06419569,0.011013985,-0.09220511,-0.0817467,-0.0885036,0.1161558,0.14962542,-0.07665408,-0.0037767887,-0.03988397,0.103928685,-0.00030760467
amgn_10k_20200212_000031815420000017,2020-02-12,AMGN,10-K,-0.5906184,-3.2296574,5.0488296,-0.43391204,-1.1656318,-0.3639257,0.22773021,-0.17934704,0.3294163,0.1533466,-0.8178184,0.12313509,0.3982184,0.7394999,0.74015045,0.3661883,-0.24087876,0.3812704,0.13853931,0.063170075,-0.21247256,-0.1488418,-0.22843742,0.31568813,0.069098055,0.052313507,-0.026573539,-0.2856847,0.08626497,-0.25428706,-0.17004618,0.012607813,0.3777572,0.0329113,-0.077174425,0.4396646,-0.16001971,0.19728506,0.06672078,-0.17734718,-0.049728036,0.007963359,0.29357833,0.0011541247,0.07040143,-0.061526194,0.091049194,-0.0711149,-0.020864606,-0.07357478,0.03104654,0.06601707,0.068850696,-0.095051944,0.014294982,0.06590012,-0.07672727,0.01618594,0.0069558024,0.04823029,0.045855045,0.034074664,0.00983572,0.024838373
amgn_10q_20200501_000031815420000031,2020-05-01,AMGN,10-Q,-1.4942003,-1.1508844,4.0294423,-0.0014793873,-0.04975152,0.951941,-0.2735483,-0.048091114,0.09479919,0.6064842,-0.8119384,0.033047676,0.12585115,0.60018635,0.7558079,0.1582253,-0.012477875,-0.120982684,0.033944607,-0.069903076,0.04984364,-0.046361923,-0.00963068,0.1823821,0.0037811995,0.33948094,0.08825755,-0.3600695,0.056683064,-0.1471206,-0.057273656,-0.087007165,0.3272804,-0.25910687,0.03782034,0.3163061,-0.15829231,0.113607764,-0.14914185,-0.0081733465,0.09615587,0.057840407,-0.003185153,0.008313477,-0.1025393,-0.020273522,-0.0073900223,-0.004679203,-0.109856725,-0.0017908216,-0.0761279,-0.06516795,-0.0336442,0.028160393,-0.10414857,-0.10243845,0.078647494,-0.009417772,-0.034409583,-0.01732111,-0.024252579,-0.02077365,0.04305303,0.007139802
amgn_10q_20200729_000031815420000048,2020-07-29,AMGN,10-Q,-6.0486364,1.7814531,-0.47124577,-0.96825194,2.3849013,0.34557486,0.15947771,0.28948426,-0.30623707,-0.015204787,0.5749414,-0.4036808,-0.03529191,0.37557673,0.15957594,-0.07240605,-0.14642051,0.42766798,-0.046753407,-0.018708766,-0.085012525,0.18384191,0.03688866,0.098059654,0.1322574,0.059871078,-0.1848743,0.04346943,0.03738463,-0.0137296915,-0.06546338,0.013234854,-0.050842464,0.034369946,-0.019693255,-0.0057959557,0.016609311,0.3103304,0.19126213,0.12790102,0.22923595,-0.049363434,-0.06806362,-0.12608314,-0.0031887293,-0.04844451,0.0312953,-0.036088586,0.11686635,-0.10673815,-0.20245513,-0.37504226,-0.14622456,-0.087724924,0.09578276,0.113830626,-0.06065309,0.038814485,0.025183082,-0.01620853,-0.0071426034,0.03454852,-0.11834979,0.020202264
amgn_10q_20201029_000031815420000060,2020-10-29,AMGN,10-Q,-6.3808737,1.8745766,-0.87968576,-2.011193,2.2541647,0.40774846,0.90946865,0.050487787,0.08277702,0.10468179,0.33276236,-0.47099984,-0.14918709,0.6083363,0.27565217,-0.15824246,-0.039216697,0.19244535,-0.12633133,0.20513174,0.061330736,0.0060905516,0.11520362,-0.03355503,-0.095440805,-0.17028111,-0.03202796,-0.035722136,0.14754283,-0.041431665,0.071949385,-0.092717886,-0.06983364,-0.06546569,0.26825702,0.031356454,0.13718273,0.03258407,-0.017275155,-0.13579,-0.05368668,0.013636887,-0.098805666,-0.10422158,0.102626204,0.17937474,0.005569339,-0.33222103,-0.08725119,0.056391835,0.10960376,-0.19449805,0.08139247,0.1443528,0.03226614,0.22619069,0.021591067,-0.14958605,0.021276116,0.15264541,0.0035377592,0.025598645,0.079107344,-0.041089684
amgn_10k_20210209_000031815421000010,2021-02-09,AMGN,10-K,-4.351248,-3.1186945,-2.2832792,-0.4326403,-2.4740524,-1.1206256,0.56307685,-0.181449,-0.09449056,-0.011916995,-0.37517294,-0.03412366,-0.04864192,0.016105235,0.017207384,-0.45324302,-0.13576117,0.063808665,0.10287404,-0.13932776,-0.12532046,-0.34035432,0.36677217,-0.12016964,-0.18202043,-0.52712005,-0.002029419,-0.17506552,0.10218084,-0.26026767,0.23746672,-0.21053576,-0.069699705,0.03301096,-0.03767121,0.2814983,0.15023655,-0.035725594,0.19731146,0.024917215,0.048197843,-0.32505018,-0.11715245,-0.17105687,0.0073143244,0.0012364686,-0.09212619,0.018981338,0.025520086,0.05438006,0.099864125,-0.07642946,-0.055895805,0.04030758,-0.12873244,-0.15864134,0.015952945,0.075493336,0.043189883,0.05516857,0.025464892,-0.004941702,0.0074694753,0.005736828
amgn_10q_20210428_000031815421000019,2021-04-28,AMGN,10-Q,-6.1075687,1.5588212,-0.89575446,-1.2091928,2.6763427,0.52436185,0.95943546,0.010597229,0.0026437938,0.33572024,0.5617401,-0.65150714,-0.53908515,0.6413889,0.3330896,-0.288723,0.05910027,0.38321894,-0.2815187,0.07706624,-0.043887317,0.11152884,0.0250445,0.045106888,-0.009165168,0.2763145,-0.06372833,-0.0533309,0.12161553,0.17379653,0.124966994,0.25947452,0.08398706,-0.008359671,-0.59897256,0.009590745,0.24545592,0.07637,0.1322248,0.17874578,0.05411592,-0.048923254,0.14397466,0.15035409,-0.007601738,-0.1605186,-0.17340541,0.10146606,-0.084762454,0.1830287,-0.032834828,-0.006343372,0.083850205,0.21644256,-0.106473565,-0.028631091,-0.056242466,-0.05317235,0.0005828738,-0.03972161,-0.011807576,-0.03684604,0.029387414,0.040252104
amgn_10q_20210804_000031815421000034,2021-08-04,AMGN,10-Q,-6.090473,2.3536673,-0.2739861,-1.789542,2.510876,0.7967839,0.6719291,0.08300799,0.117114335,-0.12367523,0.4289508,-0.4441278,-0.31149316,0.62659085,0.19852734,-0.35279608,0.06318915,0.44584906,-0.10594344,0.07647431,-0.014581263,0.04905802,-0.16731793,-0.27460694,-0.08018553,-0.29117295,-0.03466761,-0.007714629,0.0517534,-0.013974547,0.4301412,0.23637772,-0.25044388,-0.18523908,0.2634157,0.16463459,-0.16444983,-0.14925623,-0.020366192,-0.11924568,0.1734676,0.12623316,0.09683311,0.080620766,-0.118412614,-0.0034828633,0.046826243,0.13163453,-0.017514825,-0.08659829,0.06732878,0.05957168,-0.014602244,-0.17975843,-0.015473068,0.055551946,0.084402084,-0.031155229,-0.041463554,-0.0031020641,0.014344007,-0.020673275,0.020569324,0.03333424
amgn_10q_20211103_000031815421000045,2021-11-03,AMGN,10-Q,-5.581279,2.3822188,0.33631897,-1.5366347,1.8611366,0.8938203,0.24324405,0.22335678,-0.15321839,0.14663482,0.23155807,-0.39546442,-0.27110505,0.42312187,0.12256575,-0.40103984,0.089164436,0.545249,-0.03018117,-0.05908692,-0.14232165,0.12168792,-0.22075349,-0.22186685,-0.22832894,-0.33256888,0.059417486,-0.004304409,0.21139717,0.1816684,0.22905722,0.26830006,-0.112855196,-0.14165187,0.15405893,0.09883928,-0.18493308,-0.26939082,-0.0025496483,0.032871425,0.021810412,-0.00089776516,0.21734452,-0.020546794,0.10613215,-0.076224074,-0.022396624,0.02330184,0.15164042,-0.036053598,-0.02147013,0.11314122,-0.065687954,0.07946977,0.03724736,-0.04691398,-0.060209513,0.11695272,0.10887951,-0.083369195,-0.047658667,0.056180358,0.005174041,-0.030302078
amgn_10k_20220216_000031815422000010,2022-02-16,AMGN,10-K,-4.111352,-3.557723,-2.3977315,-0.013979435,-2.478582,-1.1399006,0.5296389,-0.12957531,-0.328784,0.095406234,-0.4745847,0.0797627,-0.036219597,0.0068310797,0.082675934,-0.5167434,-0.100719064,0.19674088,0.10801196,-0.19947946,-0.0387519,-0.3739589,0.38613352,-0.17483354,-0.1210475,-0.5171648,-0.041626096,-0.207196,0.062039495,-0.25346458,0.23145264,-0.18354917,-0.08409047,0.06350005,-0.08764064,0.2868377,0.11082911,0.050893784,0.15749472,-0.025002629,0.09557307,-0.19837177,-0.1105839,-0.11738914,0.01721692,0.0011462718,-0.098287225,0.035168648,0.081442714,0.09211779,0.08771646,-0.014453828,-0.075305164,0.037358224,-0.07970476,-0.1451006,0.06704533,0.07336378,0.038175583,-0.009270847,0.030690342,-0.01017499,0.023412883,-0.0793003
